step,heading_compass,x_compass,y_compass,heading_gyro,x_gyro,y_gyro,gt_x,gt_y,gt_heading,heading_compass_sin,heading_compass_cos,heading_gyro_sin,heading_gyro_cos,gt_heading_sin,gt_heading_cos
0.0,0.8737756767370186,0.0,0.0,0.873775676737047,0.0,0.0,0.0,0.0,1.317947706409261,0.7667581398058493,0.6419360988770406,0.7667581398058675,0.6419360988770189,0.9682037315178016,0.25016301540196695
0.5,-2.893907264568517,0.0206918489634577,0.3493878180281525,0.23145138306650992,0.2440679887187553,0.250860154035633,0.07016725740686525,0.27156772292073583,1.317947706409261,-0.24516064320462863,-0.9694824696834352,0.2293904458384438,0.9733344868841544,0.9682037315178016,0.25016301540196695
1.0,0.45380785412594804,0.0617510334987865,0.6969711078527553,-2.546158097240628,0.2668800067706531,0.6001159511706267,0.1403345148137305,0.5431354458414717,1.317947706409261,0.43839114359646847,0.8987842929291658,-0.5608685787526227,-0.8279048480157687,0.9682037315178016,0.25016301540196695
1.5,2.812199692820414,0.1170785202503709,1.042570397796692,2.362045823852558,0.0260503530684558,0.8540865752547513,0.21050177222059574,0.8147031687622075,1.317947706409261,0.32346868390940875,-0.9462388760402497,0.7029571821227276,-0.7112321703227957,0.9682037315178016,0.25016301540196695
2.0,0.8737756767370328,0.1606843023851332,1.3898433966958517,0.873775676737047,0.0696561352032182,1.2013595741539107,0.280669029627461,1.0862708916829433,1.317947706409261,0.7667581398058584,0.6419360988770297,0.7667581398058675,0.6419360988770189,0.9682037315178016,0.25016301540196695
2.5,-1.6428564649712971,0.1889994802656408,1.7386961603391904,-2.639182269680539,0.1673638735985355,1.5374446792354544,0.35083628703432623,1.3578386146036792,1.317947706409261,-0.997404791538319,-0.07199779035777723,-0.4815394547234464,-0.8764244140510041,0.9682037315178016,0.25016301540196695
3.0,-1.9342616066796277,0.2155400416863493,2.087688421857227,1.7251251335512094,0.2903636632166975,1.8651199022137688,0.4210035444411915,1.629406337524415,1.317947706409261,-0.9346704781106071,-0.35551525614028034,0.9881149270962919,-0.15371691790264938,0.9682037315178016,0.25016301540196695
3.5,1.627400251612043,0.2637096817855908,2.434357840428738,2.083623751743964,0.4154112894821017,2.192019108645029,0.4911708018480567,1.9009740604451508,1.317947706409261,0.9983984255371172,-0.056573703122611695,0.8713607364551421,-0.49064291186600495,0.9682037315178016,0.25016301540196695
4.0,1.2332841099037122,0.3094935924200084,2.7813503958633174,-0.8803899354314879,0.5233880863022617,2.524947045815309,0.561338059254922,2.1725417833658867,1.317947706409261,0.9435813908440447,0.33114069344135,-0.7709872681037252,0.6368505573695877,0.9682037315178016,0.25016301540196695
4.5,-0.20017603180461663,0.3465828129906449,3.1293796902013984,-0.20043414112460312,0.5983422093810937,2.8668269654266885,0.6315053166617872,2.4441095062866225,1.317947706409261,-0.1988418506044093,0.9800315905358428,-0.19909479926553525,0.9799802349565099,0.9682037315178016,0.25016301540196695
5.0,-0.5855811735129457,0.381330162220225,3.4776505929789883,-1.4763976928479892,0.6276707721010542,3.2155959941674603,0.7016725740686525,2.7156772292073583,1.317947706409261,-0.5526838204285305,0.8333910214518296,-0.9955477566276961,0.09425849708944821,0.9682037315178016,0.25016301540196695
5.5,2.6705546847787236,0.4358030999668717,3.823385605746353,-1.659321076755564,0.6061955057149095,3.564936534233517,0.7718398314755177,2.987244952128094,1.317947706409261,0.45381146132386047,-0.8910977261620088,-0.9960842425201563,-0.08840917261826671,0.9682037315178016,0.25016301540196695
6.0,1.1030030430703928,0.4807978896016984,4.170481369053423,-1.8517433163621497,0.5080996475719023,3.9009085607702314,0.842007088882383,3.25881267504883,1.317947706409261,0.8925655081329932,0.4509177460372253,-0.960793301501789,-0.27726563398533965,0.9682037315178016,0.25016301540196695
6.5,1.0285307013620635,0.5253414905985604,4.517635322812029,0.6030270675479166,0.3877902649838164,4.229581121932969,0.9121743462892482,3.530380397969566,1.317947706409261,0.8565416414482105,0.516077917048584,0.567138229289161,0.8236226252834213,0.9682037315178016,0.25016301540196695
7.0,2.382752259653733,0.5780770869191125,4.863639595734656,-3.0069486533679672,0.2470249700254823,4.550026330565105,0.9823416036961135,3.8019481208903017,1.317947706409261,0.6880804578739714,-0.7256344007087493,-0.1342375418319903,-0.9909491825330422,0.9682037315178016,0.25016301540196695
7.5,2.9402691179454035,0.6341769297979297,5.2091143525968215,-0.14398305206669093,0.0873930727958394,4.861502906549343,1.0525088611029787,4.0735158438110375,1.317947706409261,0.19996630945685817,-0.979802773563233,-0.14348607918219003,0.9896523354597423,0.9682037315178016,0.25016301540196695
8.0,1.8276609762370732,0.6835579552728122,5.5556132910122935,1.9222084237034274,-0.0947107719557774,5.160397854192623,1.122676118509844,4.345083566731773,1.317947706409261,0.9671912644583783,-0.25404932189518503,0.9388875715117052,-0.34422395044629384,0.9682037315178016,0.25016301540196695
8.5,2.470033834528744,0.7368205761064538,5.901536827681789,-1.6960504812594586,-0.2953144546316414,5.447204692494783,1.1928433759167092,4.616651289652509,1.317947706409261,0.622207068222963,-0.7828527091690909,-0.9921659485443104,-0.12492690082271665,0.9682037315178016,0.25016301540196695
9.0,-2.0379476143591724,0.8007737210130215,6.24564436211915,1.139083469175585,-0.5128045682719403,5.721427321883259,1.2630106333235744,4.888219012573245,1.317947706409261,-0.8928548116351636,-0.4503446295226985,0.9082503762953801,0.41842711905336694,0.9682037315178016,0.25016301540196695
9.5,-0.4768266143591724,0.874077763769372,6.587881878057387,-0.00938522320753421,-0.7357472951956096,5.991235662213646,1.3331778907304397,5.159786735493981,1.317947706409261,-0.458962078171246,0.8884558575420227,-0.009385085429287303,0.9999559591159427,0.9682037315178016,0.25016301540196695
10.0,-0.08233860717958663,0.9118826802059636,6.935834156815872,-1.6774172630898256,-0.966449278206092,6.254440136026367,1.403345148137305,5.431354458414717,1.317947706409261,-0.08224560094133238,0.9966120916012403,-0.9943213705972331,-0.10641903952601654,0.9682037315178016,0.25016301540196695
10.5,-1.4359477071795865,0.9414574614500942,7.2845823931044045,-2.1641940430833024,-1.1993790560897688,6.51567512329848,1.4735124055441702,5.7029221813354525,1.317947706409261,-0.9909216941837682,0.13444030644107655,-0.8290455294448336,-0.559181106715468,0.9682037315178016,0.25016301540196695
11.0,0.030751692820413012,0.9799490913412864,7.632459374849848,-2.7481641051950483,-1.434959248817297,6.774522516166286,1.5436796629510354,5.974489904256188,1.317947706409261,0.030746846241390777,0.9995272039550541,-0.38335726983835516,-0.9236001319088702,0.9682037315178016,0.25016301540196695
11.5,0.21873269282041363,1.0195818572184403,7.980208197808211,-0.8571204765582543,-1.661869450312275,7.04100283524728,1.6138469203579007,6.246057627176924,1.317947706409261,0.21699268632211866,0.9761732295462269,-0.7559607146252298,0.6546169856819419,0.9682037315178016,0.25016301540196695
12.0,-1.5832823071795863,1.0482597446921131,8.329031331745808,0.2660007787539307,-1.8835128023190035,7.311879605220678,1.684014177764766,6.51762535009766,1.317947706409261,-0.9999220511596079,-0.0124856559604397,0.2628749809000941,0.96482990439599,0.9682037315178016,0.25016301540196695
12.5,-3.120756007179587,1.067568118764188,8.67849833546818,0.782116989934007,-2.102707156782875,7.584741905605262,1.7541814351716312,6.789193073018396,1.317947706409261,-0.020835138682943902,-0.9997829249372399,0.7047828389559446,0.7094231106421606,0.9682037315178016,0.25016301540196695
13.0,2.193576,1.0809646388021723,9.02824186042736,0.42538885655708825,-2.323596114488385,7.856234204508515,1.8243486925784964,7.060760795939132,1.317947706409261,0.8122602266276654,-0.5832952290553847,0.4126750139461742,0.9108783304396504,0.9682037315178016,0.25016301540196695
13.5,-1.9250010071795867,1.1075616067804557,9.37722982769036,-0.4716722222267613,-2.54870849086184,8.124234984364648,1.8945159499853617,7.3323285188598675,1.317947706409261,-0.9379226376794767,-0.3468445267383832,-0.4543765517834572,0.890809715477652,0.9682037315178016,0.25016301540196695
14.0,1.2433302907635628,1.103804202895002,9.727209658417848,-2.928926540631455,-2.785104147376977,8.382337858391221,1.964683207392227,7.603896241780603,1.317947706409261,0.9468604187531791,0.3216447534136914,-0.2110666967698212,-0.9774716617450739,0.9682037315178016,0.25016301540196695
14.5,0.3824564907635839,1.0947889452310062,10.077093532194922,0.23977661551839802,-3.035173679814624,8.627215846267667,2.034850464799092,7.875463964701339,1.317947706409261,0.37320060408760464,0.9277506718448912,0.23748563866821157,0.9713910496943812,0.9682037315178016,0.25016301540196695
15.0,1.0446459,1.101169970347874,10.427035359529778,3.0831844954342067,-3.299485219008019,8.856648647430053,2.1050177222059574,8.147031687622075,1.317947706409261,0.8647467602594171,0.5022081646298098,0.058374953788732586,-0.998294728409483,0.9682037315178016,0.25016301540196695
15.5,1.668742,1.1113622940279813,10.77688692310782,-0.3087025395445018,-3.5769081386127475,9.070041533154924,2.1751849796128226,8.41859941054281,1.317947706409261,0.9952071560099192,-0.09778914370546714,-0.303822764874374,0.9527285697112745,0.9682037315178016,0.25016301540196695
16.0,2.0966506000000003,1.1241671454743636,11.12665261007473,2.8389904564223123,-3.865587776505257,9.2679406657105,2.245352237019688,8.690167133463547,1.317947706409261,0.8648954530858719,-0.501952044752668,0.2980051772150882,-0.9545642536534688,0.9682037315178016,0.25016301540196695
16.5,0.3195164422841259,1.202220648507934,11.467838264322074,0.3195164422841259,-3.787534273471687,9.609126319957843,1.9670050942671617,8.769653625543496,2.8634300547226186,0.31410751374616697,0.9493874181851166,0.31410751374616697,0.9493874181851166,0.2745893387125133,-0.9615615919250439
17.0,-1.9415182505362836,1.228717009033539,11.81683388446493,-2.813634414204884,-3.72824547411972,9.954068109643297,1.6886579515146356,8.849140117623444,2.863430054722625,-0.9320660439107997,-0.3622884069197786,-0.3221107623068575,-0.9467019894381205,0.2745893387125073,-0.9615615919250456
17.5,-0.838025452593147,1.2122513339799734,12.166446357848004,0.7584729165118134,-3.6853386364396568,10.301428158123684,1.4103108087621097,8.928626609703393,2.8634300547226186,-0.7433237322145527,0.6689318568633339,0.6878137571603816,0.7258872057426826,0.2745893387125133,-0.9615615919250439
18.0,-0.771265452593159,1.196193032105588,12.516077779406352,-1.3491291952894002,-3.655235441999324,10.650131180313751,1.1319636660095835,9.00811310178334,2.863430054722625,-0.6970431629183416,0.7170291688828246,-0.975532275850089,0.21985626844542314,0.2745893387125073,-0.9615615919250456
18.5,-2.517750452593166,1.169486405447088,12.86505737206547,-2.4959542001929194,-3.6321174066763513,10.999366854955973,0.8536165232570574,9.08759959386329,2.8634300547226186,-0.5841579486977259,-0.8116400008459816,-0.6017085039089529,-0.7987157669181506,0.2745893387125133,-0.9615615919250439
19.0,1.4225098545864405,1.128535692765734,13.212653458250124,2.99319253555808,-3.6138413495643698,11.348889366014186,0.5752693805045315,9.16708608594324,2.8634300547226186,0.989025692600506,0.14774362719281509,0.14785602487754898,-0.9890088957675809,0.2745893387125133,-0.9615615919250439
19.5,-1.000735452593151,1.1110772471199906,13.56221776231396,2.6205178542897443,-3.5978390973254686,11.698523357386996,0.2969222377520053,9.246572578023187,2.863430054722625,-0.8418681239321831,0.5396832977839007,0.4978125821147085,-0.8672846321066034,0.2745893387125073,-0.9615615919250456
20.0,1.7533820566433178,1.1217863768972418,13.91205388757751,3.008656592439422,-3.5794687052060405,12.048040923030523,0.01857509499947918,9.326059070103137,2.8634300547226186,0.9833774822051471,-0.18157292609820858,0.13254486603900195,-0.9911770066374134,0.2745893387125133,-0.9615615919250439
20.5,-2.6002718791019497,0.7725802964574098,13.93561473187158,-2.407609316243928,-3.5558122079122687,12.397240536626803,-0.25977204775304674,9.405545562183086,2.8634300547226186,-0.5152683826271192,-0.8570288757473885,-0.6698326175847514,-0.7425121308231672,0.2745893387125133,-0.9615615919250439
21.0,-0.5468545315668116,0.4225875898202716,13.933355240599168,-1.0974450860323195,-3.904280259707754,12.429951649078978,-0.5381191905055731,9.485032054263034,2.8634300547226257,-0.5200030586557431,0.8541643981041774,-0.8900455535414353,0.4558715966378252,0.2745893387125064,-0.9615615919250459
21.5,2.0730325087887813,0.0728574273080954,13.947096180494489,1.5032270421140943,-4.250905145363925,12.47844070602842,-0.816466333258099,9.564518546342983,2.8634300547226186,0.8765082858477964,-0.48138677260614227,0.9977180642841326,0.06751788060301836,0.2745893387125133,-0.9615615919250439
22.0,-1.0868457580352633,-0.2756045671922514,13.979871756596827,1.8147796802311582,-4.597261242847762,12.528813851014284,-1.094813476010625,9.644005038422932,2.8634300547226186,-0.8851637154868125,0.4652796973709267,0.9703834176317774,-0.2415699128311956,0.2745893387125133,-0.9615615919250439
22.5,-1.7723287176796525,-0.6244337388037573,14.008476109986312,1.5663373395969025,-4.94383250839422,12.577684679711238,-1.3731606187631513,9.72349153050288,2.8634300547226257,-0.979760988182161,-0.20017094203783803,0.9999900587330556,0.004458972421990347,0.2745893387125064,-0.9615615919250459
23.0,2.381303629855534,-0.9740849086571384,14.024098511215383,1.330230906121944,-5.290602219367563,12.625126934626705,-1.6515077615156772,9.80297802258283,2.8634300547226186,0.6891309111437552,-0.7246368658205141,0.9712034176115618,0.2382518029724482,0.2745893387125133,-0.9615615919250439
23.5,1.281430363031479,-1.320894901843627,14.071245394738984,1.1525469015452536,-5.637517389159762,12.671493570994354,-1.9298549042682032,9.882464514662777,2.863430054722625,0.958424986965251,0.28534460632831016,0.9138013560154158,0.40616139863899825,0.2745893387125073,-0.9615615919250456
24.0,-2.9975729037925625,-1.6658439017169293,14.130492229982805,0.9895724066123144,-5.9845630425424154,12.716873241202576,-2.2082020470207295,9.961951006742726,2.8634300547226195,-0.14352239708029865,-0.9896470691798794,0.8357912860235294,0.5490472895909194,0.2745893387125124,-0.9615615919250442
24.5,0.3891144437426597,-2.013346066114883,14.172232447264667,0.3122562804272384,-6.332120885767346,12.758147271934188,-2.486549189773256,10.041437498822676,2.8634300547226195,0.3793692071510395,0.9252453753818992,0.30720658971811937,0.9516428485696528,0.2745893387125124,-0.9615615919250442
25.0,1.7192817912777905,-2.363154400445738,14.18381386482353,0.12244569526872695,-6.679813554980213,12.798269681827316,-2.7648963325257814,10.120923990902623,2.863430054722624,0.9889962731786085,-0.14794043273839363,0.12213995422715156,0.9925128873628741,0.2745893387125081,-0.9615615919250454
25.5,-2.6002718791019497,-2.7123604808855704,14.207374709117602,-2.6002718791019497,-7.029019635420045,12.821830526121389,-3.0432434752783077,10.200410482982573,2.8634300547226195,-0.5152683826271192,-0.8570288757473885,-0.5152683826271192,-0.8570288757473885,0.2745893387125124,-0.9615615919250442
26.0,-2.694026281730526,-3.061604646951157,14.230364108177884,-1.2559839810960334,-7.377576865579236,12.853577294519964,-3.321590618030834,10.27989697506252,2.8634300547226257,-0.4327728948157274,-0.9015029792035162,-0.9508545005663641,0.30963804474368173,0.2745893387125064,-0.9615615919250459
26.5,2.8284346228204917,-3.411123255264365,14.248714651570335,-0.5755625688698665,-7.7257325146920195,12.88946105116356,-3.5999377607833596,10.35938346714247,2.8634300547226186,0.3080646089629625,-0.9513654380439185,-0.5443068080664837,0.83888622511785,0.2745893387125133,-0.9615615919250439
27.0,-2.286443779808071,-3.760886067257091,14.235831509603374,0.7492637469195707,-8.072965445443806,12.933384755487364,-3.878284903535886,10.43886995922242,2.8634300547226195,-0.7546686015034768,-0.6561061666413344,0.6810998671409041,0.7321905291525169,0.2745893387125124,-0.9615615919250442
27.5,-1.1664641824366022,-4.1108338745224255,14.229787323125096,1.856633795955208,-8.419284653334149,12.984010897412324,-4.156632046288412,10.518356451302367,2.8634300547226257,-0.9193653398241185,0.39340484482284044,0.9594258554587382,-0.28196103964425373,0.2745893387125064,-0.9615615919250459
28.0,2.223781414934802,-4.460526673270508,14.244448377102673,2.541259238910431,-8.76497422240354,13.03877148393784,-4.434979189040938,10.597842943382316,2.8634300547226186,0.7942737196200913,-0.607560086181494,0.5649176210150099,-0.8251473089495849,0.2745893387125133,-0.9615615919250439
