Timestamp_(ms),Type,step,value_1,value_2,value_3,GroundTruth,value_4,value_5,turns
1740465065101,Gyro,0.0,-0.06375856611969127,1.9599189832316959,226.93452560511975,0.0,0.0,0.0,0
1740465068540,Gyro,0.5,-0.06383908969866361,3.418443011582906,263.9913131545268,0.0,0.0,0.0,0
1740465068850,Gyro,1.0,-0.06562156470119564,4.65578652875964,293.62580952054054,0.0,0.0,0.0,0
1740465071512,Gyro,1.5,-0.06869548850742235,5.689868960088618,316.5213111828319,0.0,0.0,0.0,0
1740465071979,Gyro,2.0,-0.07265035849747872,6.538609730896566,333.3611146210717,0.0,0.0,0.0,0
1740465072291,Gyro,2.5,-0.07707567205149975,7.219928266510203,344.82851631493077,0.0,0.0,0.0,0
1740465072651,Gyro,3.0,-0.08156092654962042,7.7517439922562525,351.60681274408,0.0,0.0,0.0,0
1740465072904,Gyro,3.5,-0.08569561937197571,8.15197633346144,354.37930038819025,0.0,0.0,0.0,0
1740465073268,Gyro,4.0,-0.08906924789870063,8.438544715452483,353.82927572693234,0.0,0.0,0.0,0
1740465073506,Gyro,4.5,-0.09127130950993018,8.629368563556108,350.6400352399771,0.0,0.0,0.0,0
1740465073906,Gyro,5.0,-0.0918913015857982,8.742367303098948,345.49487540699164,0.0,0.0,0.0,0
1740465074226,Gyro,5.5,-0.08078007118105822,9.106085144092733,339.5843182510584,0.0,0.0,0.0,0
1740465074586,Gyro,6.0,-0.06493762869184624,8.906378296959685,329.2395144230101,0.0,0.0,0.0,0
1740465074826,Gyro,6.5,-0.04057868858073177,8.813032236645858,327.8250885256581,0.0,0.0,0.0,0
1740465075409,Gyro,7.0,-0.046612859536501565,9.02106959967299,326.6291018306597,0.0,0.0,0.0,0
1740465075544,Gyro,7.5,-0.03444205392234675,9.231267599411463,325.6228711506989,0.0,0.0,0.0,0
1740465076015,Gyro,8.0,-0.028636335405478556,9.147725808957068,323.81986634520695,0.0,0.0,0.0,0
1740465076126,Gyro,8.5,-0.027049862856769843,8.685457989963938,322.61559646616155,0.0,0.0,0.0,0
1740465076510,Gyro,9.0,-0.04135531880580533,8.656016275907056,321.5815341353345,0.0,0.0,0.0,0
1740465076775,Gyro,9.5,-0.021997931557914067,8.452227284896924,320.4330654429514,0.0,0.0,0.0,0
1740465077252,Gyro,10.0,-0.032815156687793,7.777397990552376,318.7650334030691,0.0,0.0,0.0,0
1740465077363,Gyro,10.5,-0.019421037894690824,6.8852679147106075,318.2782566230756,0.0,0.0,0.0,0
1740465077972,Gyro,11.0,-0.02168361247380162,6.1356833237985535,317.69428656096386,0.0,0.0,0.0,0
1740465078091,Gyro,11.5,-0.03748404591826042,9.241961140078352,319.58533018960065,0.0,0.0,0.0,0
1740465078471,Gyro,12.0,-0.045716562637188096,10.591280292513776,320.70845144491284,0.0,0.0,0.0,0
1740465078724,Gyro,12.5,-0.04351436917945684,10.20778526734216,321.2245676560929,0.0,0.0,0.0,0
