Time_relative,compass
2.644,7.087982
2.662,6.986969
2.684,6.6586304
2.702,6.9990234
2.722,7.3549194
2.742,7.995941
2.764,9.025269
2.783,9.477997
2.802,8.663574
2.823,6.8658447
2.844,6.356842
2.862,6.5666504
2.882,5.639221
2.902,4.7390747
2.924,3.931305
2.943,3.454956
2.962,3.2962646
2.982,2.8506165
3.005,2.911438
3.022,3.15802
3.042,2.5030823
3.062,2.9055176
3.082,4.6184387
3.102,5.210602
3.124,5.286438
3.142,6.2652283
3.167,7.2530518
3.182,7.574829
3.202,7.607483
3.223,8.506836
3.243,8.321838
3.262,6.710785
3.282,5.056732
3.304,4.264679
3.324,3.146515
3.342,2.6759949
3.363,4.512726
3.382,4.7938538
3.402,4.8982544
3.422,5.3562927
3.442,6.1683655
3.462,7.49469
3.483,8.378326
3.502,8.05191
3.522,7.446411
3.542,6.8801575
3.563,7.0807495
3.582,7.309387
3.602,8.723724
3.622,9.375
3.642,9.289795
3.664,8.714233
3.682,8.760437
3.702,6.006195
3.723,5.789673
3.742,5.5979004
3.762,5.978302
3.782,5.7389526
3.802,4.5854187
3.822,7.3648987
3.842,6.545105
3.862,5.5701294
3.882,4.7588196
3.902,6.2372437
3.922,5.5117188
3.942,4.562866
3.962,5.194458
3.982,4.4728394
4.002,3.5576172
4.023,4.97995
4.042,5.3555603
4.062,5.8778687
4.082,8.819183
4.102,7.2466125
4.122,4.8013916
4.143,8.676117
4.162,8.808929
4.182,8.381561
4.202,8.281982
4.222,7.4917603
4.246,6.0076904
4.262,4.9636536
4.282,6.2106934
4.303,6.1022644
4.322,7.8503113
4.342,8.273285
4.362,5.393097
4.383,7.131653
4.402,8.232483
4.422,9.1185
4.442,7.8918457
4.462,5.6517334
4.482,4.3676453
4.502,4.9271545
4.522,4.943054
4.542,5.0813904
4.562,4.6836243
4.582,10.645416
4.602,10.198242
4.623,4.90152
4.642,11.258759
4.662,12.104248
4.682,10.952301
4.704,8.939453
4.722,6.8349
4.742,5.6300964
4.762,5.316925
4.784,6.1226196
4.802,9.3107605
4.822,8.039154
4.842,6.255615
4.863,6.2842712
4.882,7.7023315
4.902,7.7552185
4.922,7.0809937
4.943,6.348053
4.962,6.2724915
4.982,6.1866455
5.002,5.896942
5.023,5.665222
5.043,0.49102783
5.062,7.24588
5.082,5.8024597
5.105,3.294403
5.122,2.1028137
5.142,1.6878967
5.162,2.7481995
5.184,3.8461304
5.203,6.539276
5.222,10.794037
5.242,9.408295
5.264,8.38385
5.282,7.9446106
5.302,8.270233
5.322,9.176636
5.342,10.182953
5.362,10.592346
5.382,9.519714
5.402,11.749207
5.422,10.8697815
5.443,5.5750427
5.462,6.4554443
5.482,8.878784
5.502,8.897644
5.522,7.90094
5.542,6.4205933
5.562,5.419922
5.582,6.5252075
5.602,7.152588
5.622,6.637024
5.642,6.124298
5.662,6.531891
5.682,10.447876
5.702,7.6641235
5.722,8.477997
5.742,7.272766
5.762,6.697632
5.782,5.5191345
5.802,4.1516724
5.822,2.839447
5.842,3.1264954
5.862,2.7195435
5.882,1.7713623
5.902,2.8547363
5.922,3.757904
5.942,2.599701
5.962,3.6614075
5.982,4.15448
6.002,3.7817078
6.022,4.0545654
6.042,4.659027
6.062,5.2953796
6.082,4.9865417
6.102,5.3647766
6.122,5.656555
6.142,5.677582
6.162,7.078766
6.182,7.420105
6.202,7.5162964
6.222,7.56308
6.242,8.316071
6.262,7.81192
6.282,7.283844
6.302,8.216949
6.322,9.769714
6.342,11.706421
6.362,17.535187
6.382,9.525085
6.403,11.868286
6.422,9.770691
6.442,8.817017
6.462,6.4088135
6.484,2.7123108
6.502,1.8679504
6.522,0.19223022
6.542,359.42685
6.563,0.6300659
6.582,3.8573914
6.602,6.91333
6.622,6.9771423
6.644,6.9580383
6.662,6.8081055
6.682,6.51886
6.703,8.712891
6.723,4.6647034
6.742,4.8137817
6.762,4.5634155
6.782,4.2375793
6.802,4.8378906
6.822,5.014862
6.842,5.37677
6.862,6.403534
6.882,6.64209
6.902,7.19458
6.922,7.9254456
6.942,7.9486694
6.963,7.329071
6.983,7.561432
7.002,9.661377
7.022,9.462433
7.043,7.7211914
7.062,6.395874
7.082,5.968384
7.102,5.9697876
7.123,5.454712
7.142,5.291168
7.162,5.831024
7.182,5.892334
7.203,5.3651733
7.222,5.44812
7.242,4.946686
7.262,5.0627136
7.282,4.457794
7.302,4.348053
7.322,4.54126
7.342,4.58197
7.362,4.639374
7.382,4.444519
7.402,4.154358
7.422,5.554657
7.443,6.3591003
7.462,6.2404175
7.482,6.941498
7.502,6.8667603
7.522,8.091644
7.542,7.8371277
7.562,7.0397644
7.582,7.3731384
7.602,7.519989
7.622,6.551697
7.642,5.5822754
7.662,5.09729
7.682,5.599304
7.702,4.784149
7.722,4.9490967
7.742,5.620636
7.762,5.2843323
7.782,5.1178894
7.802,6.308563
7.822,7.2612305
7.842,6.8000793
7.862,6.968445
7.882,7.6601257
7.902,7.319153
7.922,6.701294
7.942,6.5332336
7.962,6.791626
7.982,6.2978516
8.002,5.6460876
8.022,5.3471985
8.042,5.4808044
8.062,4.9138794
8.082,4.603424
8.102,4.5578613
8.122,4.7814026
8.142,4.089691
8.162,4.0463867
8.182,4.463135
8.202,4.9064026
8.222,5.5466614
8.242,5.200836
8.262,3.8799133
8.282,3.5214539
8.302,3.4407654
8.322,3.0847168
8.343,2.401947
8.362,3.3873596
8.382,4.434906
8.402,5.6738586
8.422,5.7813416
8.442,6.275543
8.462,8.373962
8.482,8.461853
8.502,7.5674133
8.522,7.5580444
8.542,7.2044373
8.562,7.033905
8.582,5.717163
8.602,5.7088623
8.622,6.682617
8.642,7.0574646
8.662,6.906769
8.682,6.7945557
8.702,7.223755
8.722,7.5493164
8.742,7.5026245
8.762,7.5075684
8.782,7.6983643
8.802,7.4747314
8.823,6.985138
8.842,6.5238953
8.862,6.1983337
8.882,5.6822205
8.902,5.5197754
8.922,5.70932
8.942,6.124054
8.963,6.032715
8.983,6.977997
9.002,7.9298706
9.022,6.720642
9.042,5.0567627
9.062,4.7986755
9.082,4.8322754
9.102,5.439728
9.122,6.0080566
9.142,6.2233276
9.162,6.51532
9.182,6.8736877
9.202,6.2570496
9.222,6.263092
9.242,7.222992
9.262,7.166504
9.282,6.193054
9.302,6.2545776
9.322,7.0000305
9.342,7.014984
9.362,6.847534
9.382,7.3683777
9.402,8.192566
9.422,7.579529
9.442,6.232727
9.462,5.620575
9.526,6.3916016
9.531,6.781891
9.535,7.207062
9.543,6.906067
9.563,6.623993
9.582,6.5946045
9.602,6.920227
9.622,7.8576965
9.642,7.76593
9.662,6.8781433
9.682,7.059967
9.702,7.680359
9.722,7.486267
9.742,7.0348206
9.762,6.9969177
9.782,6.0082397
9.802,6.2184143
9.822,6.0772095
9.842,5.5515137
9.862,6.1829834
9.882,6.8670654
9.902,6.059326
9.922,5.9954834
9.942,6.409088
9.962,7.0090027
9.982,5.658539
10.002,4.5618286
10.022,4.9388733
10.042,6.129059
10.062,6.6958923
10.082,6.897644
10.102,5.6488647
10.123,5.3982544
10.142,5.9136963
10.162,5.775879
10.184,6.0726013
10.203,6.2041626
10.222,6.587982
10.242,6.913849
10.262,7.464203
10.283,6.900879
10.302,6.023712
10.322,5.915283
10.342,5.8700867
10.364,5.637512
10.382,5.762268
10.402,6.1663513
10.422,6.896454
10.444,7.2359924
10.462,7.435364
10.484,8.063293
10.503,9.679291
10.522,10.825592
10.542,8.178864
10.562,7.8165283
10.582,7.8711243
10.604,7.6000366
10.622,6.9651794
10.642,6.567566
10.662,7.085785
10.685,7.6095276
10.702,7.4521484
10.722,6.79541
10.742,6.3534546
10.766,7.127716
10.782,7.6730957
10.802,7.079193
10.823,6.540344
10.845,6.9868774
10.862,7.228119
10.882,7.8747864
10.902,7.7617188
10.922,7.852234
10.942,6.896576
10.962,6.9057617
10.982,6.380371
11.002,6.578827
11.023,6.55954
11.044,6.7073364
11.062,6.390564
11.082,5.7532043
11.102,5.722107
11.122,6.429199
11.142,6.7586365
11.162,6.9271545
11.185,6.5560913
11.202,6.506195
11.222,6.7535095
11.242,7.7285156
11.262,7.5781555
11.282,7.6226196
11.303,6.989319
11.322,6.671509
11.346,6.789917
11.367,7.216858
11.384,7.3614807
11.402,7.018585
11.427,6.07489
11.444,5.131714
11.462,5.3435974
11.483,6.2245483
11.505,6.2861023
11.522,5.966522
11.542,6.322693
11.562,6.531891
11.586,6.651581
11.602,6.1271057
11.622,5.939392
11.642,6.3934326
11.666,5.92041
11.682,5.780487
11.702,5.8051453
11.722,6.074524
11.746,5.53067
11.762,6.2673645
11.782,6.3470764
11.802,6.2788086
11.825,6.1531067
11.843,6.400421
11.862,6.380768
11.882,6.130554
11.902,7.1386414
11.922,7.285248
11.942,6.667694
11.962,5.924774
11.983,5.6462097
12.002,6.747162
12.022,7.1348267
12.042,6.674835
12.063,7.93454
12.082,7.8118896
12.102,6.495819
12.122,6.1475525
12.143,6.982239
12.162,6.714142
12.182,5.81073
12.202,5.60614
12.223,6.397644
12.243,7.4151306
12.262,7.6400146
12.282,6.6078186
12.303,6.1331787
12.322,6.76062
12.342,7.532837
12.362,7.9735413
12.383,7.6512756
12.402,7.6279297
12.422,7.744751
12.442,6.915436
12.463,7.119507
12.482,7.2381287
12.502,8.111053
12.522,8.737183
12.543,8.155975
12.562,6.70636
12.582,6.549408
12.602,6.436798
12.622,7.5739746
12.642,7.1502075
12.662,6.782013
12.682,6.601654
12.702,7.22876
12.722,7.4667053
12.742,7.7332153
12.762,8.224823
12.782,7.2436523
12.802,5.697571
12.825,5.841797
12.842,8.541229
12.862,8.147797
12.882,8.332275
12.902,8.898682
12.922,7.4405823
12.942,5.662567
12.962,4.193817
12.982,3.9676208
13.002,4.570709
13.022,5.131836
13.042,6.6417847
13.062,8.911072
13.082,10.476379
13.102,10.218872
13.122,9.192474
13.142,9.537903
13.162,9.27063
13.182,8.674408
13.202,7.7759094
13.222,6.254547
13.242,6.1321716
13.262,5.7394714
13.282,5.688507
13.302,6.5867004
13.322,6.3974
13.342,6.499695
13.364,12.694336
13.382,6.0992126
13.402,6.7120667
13.422,5.671234
13.442,8.664886
13.462,8.292908
13.482,8.064331
13.502,7.165344
13.522,7.65448
13.542,7.7009277
13.562,8.495514
13.582,9.024811
13.602,8.286682
13.622,7.5663147
13.642,8.169403
13.662,7.9137573
13.682,7.0527954
13.702,7.438019
13.722,7.2412415
13.742,6.448822
13.762,6.933655
13.782,6.352661
13.802,6.1246033
13.822,6.2674866
13.843,7.0716248
13.862,6.936737
13.882,6.787628
13.902,7.2468567
13.922,6.7896423
13.942,5.8136597
13.962,6.3380737
13.982,5.944458
14.002,6.578827
14.022,7.0418396
14.042,7.344757
14.062,7.5322876
14.083,8.279968
14.104,8.803894
14.124,9.147003
14.142,9.122437
14.162,8.988007
14.182,8.75
14.202,8.211426
14.222,9.678284
14.243,4.8514404
14.262,2.442871
14.282,8.031677
14.302,8.676849
14.323,6.272339
14.342,5.833069
14.362,4.9137573
14.382,0.019348145
14.402,359.07892
14.422,7.7839355
14.442,10.638672
14.462,355.36325
14.482,352.55206
14.502,1.3939209
14.522,34.192474
14.543,29.52298
14.562,3.6064453
14.582,358.56635
14.603,9.433075
14.622,1.7330627
14.642,5.348755
14.662,5.5245056
14.682,15.417419
14.702,19.53656
14.722,11.525604
14.742,7.063568
14.762,6.799408
14.782,11.397247
14.802,16.147217
14.823,18.071777
14.842,11.744751
14.862,8.935486
14.882,8.83139
14.902,11.756958
14.922,9.37146
14.942,6.1825256
14.962,6.125305
14.982,7.919098
15.002,6.9556274
15.022,6.0322876
15.042,7.1766357
15.062,8.834991
15.082,8.856873
15.102,9.328705
15.122,9.951416
15.143,9.234955
15.163,9.047882
15.182,10.607269
15.202,9.830292
15.222,7.083557
15.242,4.7055054
15.262,5.934723
15.282,7.821289
15.302,8.024933
15.322,5.888855
15.342,3.8110352
15.362,3.0635376
15.382,4.276367
15.402,5.4790344
15.424,4.782715
15.442,5.5977173
15.462,8.645416
15.482,9.756561
15.502,8.242981
15.522,3.6134033
15.542,1.7931519
15.562,3.2473755
15.582,4.6868286
15.602,6.861969
15.622,9.662079
15.642,11.870453
15.662,12.907593
15.682,9.991638
15.702,5.9847717
15.722,4.3795776
15.742,3.4651184
15.762,4.088867
15.783,5.705536
15.802,6.1733093
15.822,5.849121
15.842,5.4225464
15.863,5.2279053
15.882,6.219879
15.902,8.841949
15.922,10.629669
15.942,10.868652
15.962,8.8680725
15.982,1.2320862
16.002,356.87143
16.023,2.4916382
16.042,7.624695
16.062,6.989685
16.082,4.7670593
16.103,3.2762146
16.122,2.322876
16.142,4.952881
16.162,12.238892
16.182,19.204773
16.202,21.953522
16.222,21.243134
16.242,18.276978
16.262,11.902405
16.282,5.292816
16.302,0.68466187
16.323,2.560913
16.342,9.784424
16.362,17.662323
16.382,21.439728
16.402,18.17456
16.422,11.20578
16.443,7.162445
16.462,4.9374695
16.482,5.135559
16.502,6.7466125
16.522,8.400024
16.542,8.748627
16.562,7.726074
16.582,6.256317
16.602,6.067627
16.622,5.0236206
16.642,5.0040894
16.662,4.081787
16.682,3.5892334
16.702,3.9817505
16.722,6.329834
16.742,8.45517
16.762,8.773193
16.782,8.236084
16.802,8.437805
16.828,7.98645
16.852,6.0490417
16.864,2.1654663
16.882,359.02823
16.902,357.80707
16.924,358.73322
16.942,0.73373413
16.962,6.2092285
16.982,14.032227
17.002,18.695007
17.022,18.803955
17.042,14.466339
17.062,8.122223
17.082,1.684021
17.102,357.82916
17.122,356.26688
17.142,356.585
17.163,357.82974
17.182,359.64603
17.202,5.3328857
17.222,13.646545
17.242,17.174713
17.262,12.984253
17.282,5.957062
17.302,1.3079529
17.323,359.9869
17.342,4.0104675
17.362,8.588043
17.382,9.910156
17.402,7.98349
17.423,5.2634583
17.442,4.0293274
17.462,3.992279
17.483,3.797638
17.502,3.382141
17.522,1.1512451
17.542,359.907
17.563,0.27374268
17.582,2.3423462
17.602,4.4284973
17.622,3.0231934
17.643,1.2686768
17.662,2.4611816
17.682,5.75412
17.702,5.8485107
17.723,1.2102966
17.742,356.20624
17.762,356.15717
17.782,359.16953
17.803,6.060669
17.822,6.994873
17.842,4.024597
17.862,359.56506
17.882,355.2344
17.902,356.08972
17.922,2.2350159
17.942,4.9724426
17.962,4.8578796
17.982,4.031067
18.002,3.0792847
18.022,1.6817932
18.042,1.4420776
18.062,2.2824402
18.082,2.6731873
18.102,1.2207336
18.122,0.08175659
18.142,0.2699585
18.162,2.3840027
18.182,3.786255
18.202,3.9624023
18.222,3.0668945
18.242,1.947113
18.262,1.4073181
18.282,1.3363647
18.302,3.3626099
18.325,5.003784
18.342,1.1940308
18.362,1.9215088
18.383,1.6443481
18.405,1.0109253
18.424,6.5857544
18.442,4.278076
18.462,2.236023
18.482,0.25778198
18.502,3.1036072
18.522,4.823761
18.542,5.865082
18.562,4.8528748
18.582,4.394043
18.602,5.816925
18.622,7.796936
18.642,6.8053894
18.662,4.684265
18.682,4.7115173
18.702,3.3821106
18.722,2.3132324
18.742,2.519287
18.762,4.1839905
18.782,5.0251465
18.802,4.339508
18.822,3.3425293
18.842,3.8558044
18.862,4.3024597
18.882,4.7625732
18.902,7.0581665
18.922,6.5453796
18.942,3.5967712
18.962,3.3346863
18.982,5.469818
19.002,6.972473
19.022,6.924225
19.042,5.754822
19.062,3.9440613
19.082,3.1033936
19.102,2.5765686
19.122,2.4407654
19.142,3.0407104
19.162,4.4371033
19.183,5.517639
19.202,4.8167114
19.222,4.2200623
19.242,3.852417
19.263,3.7189941
19.282,3.9892883
19.302,3.8361816
19.322,2.5511475
19.344,2.1159058
19.362,1.6082764
19.382,1.1479797
19.402,0.9791565
19.426,0.6091614
19.442,0.17340088
19.463,1.4777222
19.482,4.098114
19.504,2.4105225
19.522,357.3859
19.542,352.37894
19.562,349.90213
19.585,349.5209
19.602,353.7605
19.622,2.0806885
19.642,6.3940125
19.664,5.761017
19.682,4.0986633
19.702,1.131073
19.722,355.93253
19.742,351.60437
19.762,349.33704
19.782,348.13812
19.802,351.89355
19.824,357.9903
19.843,3.8914795
19.862,7.7861023
19.882,4.7703857
19.902,357.8519
19.923,352.8072
19.942,351.06482
19.962,353.28714
19.982,354.69427
20.002,355.34082
20.022,355.16144
20.042,354.67313
20.062,354.75296
20.082,356.8418
20.103,359.418
20.122,0.86712646
20.143,359.7585
20.163,356.24777
20.182,353.93698
20.202,354.49994
20.222,355.59436
20.242,356.2
20.262,356.06412
20.29,352.57037
20.304,346.9165
20.323,344.0277
20.342,346.80005
20.362,352.90955
20.382,359.80292
20.402,357.72168
20.422,351.73505
20.442,351.80908
20.462,356.888
20.483,0.25320435
20.502,359.81424
20.522,354.42923
20.542,346.97675
20.562,339.75974
20.582,338.45145
20.602,344.263
20.622,353.0775
20.644,1.5108337
20.662,2.258728
20.682,354.72638
20.702,347.31894
20.722,343.38434
20.742,343.82077
20.762,346.51077
20.782,347.9875
20.802,349.32462
20.824,349.90912
20.842,347.37378
20.862,344.5614
20.883,343.28748
20.902,343.40726
20.922,345.52252
20.942,346.88873
20.963,343.909
20.983,338.7236
21.002,336.96933
21.022,339.20346
21.042,341.90512
21.062,341.44482
21.082,339.4472
21.102,337.24243
21.123,336.22995
21.142,335.34744
21.162,332.25793
21.182,331.42288
21.203,333.70255
21.222,338.84146
21.242,343.4257
21.262,346.45187
21.282,345.29355
21.302,342.16656
21.322,340.66574
21.342,338.19357
21.362,335.7165
21.382,336.3379
21.402,338.464
21.422,339.33643
21.442,340.47968
21.462,342.4078
21.482,341.7526
21.502,338.27237
21.522,336.69855
21.542,337.48242
21.562,335.10312
21.583,330.07718
21.602,328.4785
21.622,332.33167
21.642,338.01245
21.662,339.3413
21.682,339.30463
21.702,341.5595
21.722,348.42062
21.742,350.63116
21.762,344.09476
21.782,334.28857
21.802,327.7301
21.823,327.6892
21.842,332.20496
21.862,341.2301
21.882,351.20883
21.902,349.63657
21.922,341.77206
21.943,335.33017
21.962,332.7337
21.982,334.0315
22.002,336.25476
22.022,338.53397
22.042,339.8813
22.062,338.69806
22.082,336.38358
22.102,333.6256
22.122,332.0559
22.142,332.63068
22.162,335.09064
22.182,336.924
22.202,337.6225
22.224,336.8529
22.242,333.19583
22.262,330.94025
22.282,331.96716
22.302,333.79214
22.322,333.67087
22.342,332.3867
22.363,330.1904
22.383,327.54196
22.402,326.4728
22.422,326.83365
22.442,326.7214
22.462,327.065
22.482,327.30402
22.502,327.62054
22.522,329.74094
22.542,333.3042
22.562,336.54672
22.583,337.79324
22.602,335.26105
22.622,331.4884
22.642,329.91846
22.663,330.1234
22.682,331.7301
22.702,332.4274
22.722,332.749
22.742,333.2783
22.762,333.0669
22.782,333.51346
22.802,333.54477
22.823,332.3905
22.842,331.95178
22.862,332.97464
22.882,333.249
22.903,329.3497
22.922,324.21307
22.942,323.38345
22.962,327.02777
22.983,333.42395
23.002,336.9283
23.022,335.93008
23.042,335.1745
23.062,335.81384
23.082,332.9764
23.102,329.0411
23.122,328.08917
23.144,329.8636
23.162,333.15067
23.182,338.43445
23.202,342.3462
23.222,340.24738
23.242,334.76947
23.262,331.97485
23.282,332.53958
23.302,334.1391
23.322,335.28964
23.342,334.3585
23.362,333.4522
23.382,334.04675
23.402,335.09732
23.423,335.8781
23.442,335.56967
23.462,334.31894
23.482,333.79587
23.502,334.24014
23.522,335.02127
23.542,335.2994
23.562,336.6568
23.582,335.799
23.602,332.33572
23.622,329.8811
23.642,329.31018
23.662,329.64557
23.682,330.7124
23.702,332.09106
23.722,331.32327
23.742,331.5993
23.762,332.14987
23.782,330.01712
23.802,324.7004
23.822,321.84702
23.842,322.76324
23.862,327.33188
23.882,331.93515
23.902,334.8525
23.922,335.14865
23.942,332.78528
23.962,329.8567
23.982,328.4379
24.002,328.1251
24.022,328.22723
24.042,328.93793
24.062,329.5188
24.082,330.1683
24.102,330.56204
24.122,328.20456
24.142,325.41287
24.162,324.34412
24.182,324.68555
24.202,322.7463
24.222,320.05713
24.242,321.30368
24.262,324.11792
24.283,324.74838
24.305,325.05887
24.326,327.48416
24.342,333.8375
24.362,331.66827
24.382,321.56277
24.402,315.07635
24.422,313.90826
24.442,316.25204
24.463,321.64438
24.482,328.1595
24.502,327.75952
24.522,322.99933
24.542,318.9765
24.562,318.6057
24.582,321.40744
24.603,324.15057
24.622,324.5039
24.642,324.458
24.662,324.8002
24.683,324.42484
24.702,321.02917
24.722,319.0563
24.742,318.7621
24.763,319.9527
24.782,321.3182
24.802,321.07672
24.824,319.3781
24.843,317.3209
24.862,316.30518
24.882,315.75247
24.902,315.45743
24.922,315.2392
24.942,315.88364
24.962,315.49738
24.982,314.06293
25.002,312.81012
25.022,313.78833
25.042,316.83072
25.062,320.16772
25.086,322.1902
25.102,323.0576
25.122,322.04453
25.142,321.068
25.162,320.71225
25.182,321.04907
25.202,321.06155
25.222,320.44873
25.242,319.32315
25.262,320.08365
25.282,321.23022
25.302,322.28363
25.322,322.3849
25.342,321.11014
25.362,320.28168
25.382,321.18698
25.402,322.1412
25.424,322.5243
25.442,320.50818
25.462,317.28766
25.482,316.74655
25.502,319.07437
25.523,320.80347
25.542,321.85934
25.564,320.96286
25.583,321.20435
25.602,322.59302
25.622,321.5479
25.642,319.74167
25.662,317.82785
25.683,317.1849
25.702,318.01196
25.722,319.76172
25.742,322.66885
25.762,323.153
25.782,321.21597
25.802,319.4008
25.822,316.78848
25.842,316.53943
25.862,317.7407
25.882,319.02283
25.902,319.38684
25.922,319.44287
25.942,319.35132
25.962,318.7737
25.982,318.4352
26.002,319.42218
26.022,320.46332
26.042,320.38547
26.062,319.6897
26.082,319.2867
26.102,319.74442
26.122,319.50665
26.142,318.62808
26.162,317.3284
26.182,316.00818
26.202,315.20282
26.222,315.77133
26.242,316.22137
26.262,317.23938
26.283,317.62842
26.303,317.56076
26.322,316.6289
26.342,315.44226
26.362,313.06625
26.383,311.77054
26.402,313.15366
26.422,315.9182
26.442,318.25958
26.463,320.30106
26.482,319.59555
26.502,316.56128
26.522,315.00317
26.543,315.30298
26.562,316.71115
26.582,316.9063
26.602,316.736
26.622,316.64575
26.642,317.12582
26.662,318.12405
26.682,317.76633
26.702,316.52274
26.722,315.8954
26.742,316.24207
26.762,316.78833
26.782,315.8049
26.802,314.2416
26.823,313.77896
26.843,315.20016
26.862,317.56357
26.882,319.20325
26.902,320.6857
26.922,322.02924
26.942,323.2714
26.963,320.5543
26.982,316.59906
27.002,313.7394
27.022,312.71033
27.043,314.15567
27.062,317.5137
27.082,322.36807
27.102,323.6376
27.122,320.74298
27.142,316.9151
27.162,314.7835
27.182,314.99713
27.202,316.0454
27.222,317.21274
27.242,319.4544
27.262,320.96704
27.282,321.0991
27.302,319.2944
27.322,318.758
27.342,320.1383
27.362,322.09204
27.382,324.00037
27.402,324.79172
27.422,323.3997
27.443,319.91016
27.462,317.94342
27.482,318.03595
27.502,318.19724
27.522,319.16025
27.542,320.2175
27.562,319.61023
27.582,319.06888
27.602,319.758
27.622,320.6554
27.642,318.3386
27.662,315.91754
27.682,316.3229
27.702,319.36374
27.724,322.31186
27.742,324.61813
27.762,326.2001
27.782,324.78156
27.802,322.41577
27.822,320.4057
27.842,320.78018
27.863,321.03168
27.882,321.43893
27.902,321.62436
27.923,322.0953
27.942,322.2823
27.962,322.5923
27.982,322.13766
28.002,321.2932
28.022,321.08835
28.042,320.79227
28.062,318.93967
28.083,318.3304
28.102,318.78427
28.122,320.41144
28.142,321.57526
28.164,321.42276
28.185,321.65973
28.202,322.6939
28.222,324.67932
28.244,325.2923
28.262,321.9928
28.282,318.888
28.302,317.32288
28.324,317.62506
28.342,319.23254
28.362,321.4168
28.382,324.50516
28.403,326.3885
28.422,323.25113
28.442,320.68912
28.462,320.85477
28.484,322.4355
28.502,322.73746
28.522,322.2538
28.542,322.1301
28.562,323.09143
28.582,323.49524
28.602,322.69193
28.622,323.0417
28.642,323.83508
28.662,324.15802
28.682,323.5459
28.702,322.84897
28.722,323.24667
28.742,323.8518
28.762,324.09937
28.782,322.73697
28.802,321.2865
28.825,321.50302
28.842,322.17004
28.862,322.62866
28.882,323.27957
28.902,323.99896
28.922,322.86035
28.942,319.2691
28.962,317.32593
28.982,318.6102
29.003,321.25522
29.022,323.43515
29.042,324.3342
29.062,323.6685
29.082,323.53827
29.102,322.59598
29.122,321.1649
29.142,322.06805
29.162,323.4079
29.182,323.17688
29.202,323.4369
29.226,323.52017
29.242,322.91885
29.262,323.2676
29.282,323.59073
29.303,324.91183
29.322,325.76654
29.344,325.71747
29.362,325.8279
29.383,326.76785
29.402,327.20465
29.422,326.77582
29.442,327.44196
29.462,326.55225
29.482,327.184
29.502,323.5227
29.522,325.22168
29.542,326.79453
29.562,325.7123
29.582,324.96194
29.602,325.6179
29.623,325.53537
29.642,324.67368
29.662,323.76578
29.682,324.23874
29.702,324.59714
29.722,325.24762
29.743,331.47617
29.762,330.118
29.783,327.467
29.802,325.96524
29.822,324.8183
29.842,323.42297
29.863,322.3116
29.882,322.12247
29.902,322.20905
29.922,321.7548
29.944,324.17923
29.962,323.9481
29.982,323.19232
30.002,323.1509
30.022,323.6435
30.042,324.20276
