Quasi_Static_Interval_Number,Compass_Heading,Time,Step,Variance
1,278.06912,121.802,104.70435488986196,4.0
1,279.6484,121.812,104.71295116536562,4.0
1,280.37277,121.822,104.7215474408693,4.0
1,279.8776,121.832,104.73014371637298,4.0
1,278.66534,121.842,104.73873999187664,4.0
1,277.43332,121.854,104.74905552248106,4.0
1,277.4956,121.862,104.755932542884,4.0
1,276.90622,121.872,104.76452881838767,4.0
1,276.47177,121.882,104.77312509389135,4.0
1,276.21887,121.892,104.78172136939503,4.0
1,275.90607,121.902,104.79031764489869,4.0
1,275.5104,121.912,104.79891392040238,4.0
1,275.16034,121.922,104.80751019590605,4.0
1,275.12466,121.932,104.81610647140973,4.0
1,275.59644,121.942,104.8247027469134,4.0
1,276.734,121.952,104.83329902241707,4.0
1,279.12186,121.962,104.84189529792074,4.0
1,281.29303,121.974,104.85221082852516,4.0
1,282.73532,121.982,104.8590878489281,4.0
1,281.6589,121.992,104.86768412443178,4.0
1,278.46634,122.002,104.87628039993545,4.0
1,275.87167,122.012,104.88487667543912,4.0
1,275.70953,122.022,104.8934729509428,4.0
1,275.04214,122.032,104.90206922644647,4.0
1,273.8975,122.042,104.91066550195015,4.0
1,272.6973,122.052,104.91926177745383,4.0
1,271.72314,122.062,104.9278580529575,4.0
1,271.67294,122.072,104.93645432846117,4.0
1,272.24664,122.082,104.94505060396484,4.0
1,273.06873,122.092,104.95364687946852,4.0
1,274.3498,122.102,104.9622431549722,4.0
1,275.63293,122.112,104.97083943047588,4.0
1,277.0502,122.122,104.97943570597955,4.0
1,279.448,122.132,104.98803198148322,4.0
1,283.17682,122.142,104.9966282569869,4.0
1,286.57666,122.152,105.00522453249057,4.0
1,289.14172,122.162,105.01382080799425,4.0
1,289.24637,122.172,105.02241708349793,4.0
1,287.57666,122.182,105.0310133590016,4.0
1,284.63068,122.192,105.03960963450527,4.0
1,281.4884,122.202,105.04820591000895,4.0
1,279.00873,122.212,105.05680218551262,4.0
1,277.9894,122.222,105.0653984610163,4.0
1,277.12137,122.232,105.07399473651998,4.0
1,276.47742,122.242,105.08259101202364,4.0
1,276.0735,122.252,105.09118728752732,4.0
1,276.13773,122.262,105.099783563031,4.0
1,276.82498,122.272,105.10837983853467,4.0
1,277.9644,122.282,105.11697611403835,4.0
1,279.24908,122.292,105.12557238954203,4.0
1,280.1735,122.302,105.13416866504569,4.0
1,280.03177,122.312,105.14276494054937,4.0
1,279.22018,122.322,105.15136121605305,4.0
1,278.28888,122.332,105.15995749155672,4.0
1,277.20886,122.342,105.1685537670604,4.0
1,276.10623,122.352,105.17715004256408,4.0
1,275.25934,122.362,105.18574631806774,4.0
1,275.20044,122.372,105.19434259357142,4.0
1,275.4276,122.382,105.2029388690751,4.0
1,275.82104,122.392,105.21153514457878,4.0
1,276.5299,122.402,105.22013142008245,4.0
1,277.254,122.412,105.22872769558613,4.0
1,277.98322,122.422,105.2373239710898,4.0
1,277.95926,122.432,105.24592024659347,4.0
1,277.65018,122.442,105.25451652209715,4.0
1,276.77615,122.452,105.26311279760083,4.0
1,275.45633,122.462,105.2717090731045,4.0
1,273.93835,122.472,105.28030534860818,4.0
1,272.71393,122.484,105.29062087921258,4.0
1,271.562,122.495,105.30007678226663,4.0
1,271.13873,122.502,105.3060941751192,4.0
1,271.06833,122.513,105.31555007817325,4.0
1,271.74823,122.522,105.32328672612655,4.0
1,272.30103,122.532,105.33188300163022,4.0
1,272.8996,122.542,105.3404792771339,4.0
1,273.70062,122.552,105.34907555263757,4.0
1,274.9712,122.562,105.35767182814125,4.0
1,276.03427,122.572,105.36626810364493,4.0
1,275.86038,122.583,105.37572400669897,4.0
1,274.80753,122.592,105.38346065465227,4.0
1,274.0228,122.602,105.39205693015595,4.0
1,273.54703,122.612,105.40065320565962,4.0
1,273.472,122.623,105.41010910871367,4.0
1,273.52118,122.632,105.41784575666698,4.0
1,274.21658,122.642,105.42644203217066,4.0
1,275.00583,122.652,105.43503830767432,4.0
1,275.5621,122.662,105.443634583178,4.0
1,276.62137,122.672,105.45223085868167,4.0
1,278.0537,122.682,105.46082713418535,4.0
1,279.51263,122.692,105.46942340968903,4.0
1,280.81232,122.703,105.47887931274306,4.0
1,281.44104,122.712,105.48661596069637,4.0
1,280.90842,122.722,105.49521223620005,4.0
1,279.3964,122.732,105.50380851170372,4.0
1,277.93146,122.742,105.5124047872074,4.0
1,276.7254,122.752,105.52100106271108,4.0
1,275.89975,122.762,105.52959733821476,4.0
1,275.82623,122.772,105.53819361371842,4.0
1,276.35028,122.782,105.5467898892221,4.0
1,277.3179,122.793,105.55624579227614,4.0
1,278.0338,122.802,105.56398244022945,4.0
1,278.34845,122.812,105.57257871573313,4.0
1,278.3733,122.822,105.58117499123681,4.0
1,278.28735,122.832,105.58977126674047,4.0
1,278.29575,122.842,105.59836754224415,4.0
1,278.56418,122.852,105.60696381774783,4.0
1,278.99103,122.862,105.6155600932515,4.0
1,279.07248,122.872,105.62415636875518,4.0
1,278.5808,122.882,105.63275264425884,4.0
1,277.96445,122.892,105.64134891976252,4.0
1,277.37924,122.902,105.6499451952662,4.0
1,276.58798,122.912,105.65854147076988,4.0
1,275.6172,122.922,105.66713774627355,4.0
1,274.81458,122.932,105.67573402177723,4.0
1,274.3142,122.942,105.6843302972809,4.0
1,273.8332,122.952,105.69292657278457,4.0
1,273.26218,122.962,105.70152284828825,4.0
1,272.30002,122.972,105.71011912379193,4.0
1,271.42203,122.982,105.7187153992956,4.0
1,270.74878,122.992,105.72731167479928,4.0
1,270.69028,123.002,105.73590795030294,4.0
1,270.97955,123.012,105.74450422580662,4.0
1,271.58652,123.022,105.7531005013103,4.0
1,271.79144,123.032,105.76169677681398,4.0
1,272.31396,123.042,105.77029305231765,4.0
1,272.78592,123.056,105.7823278380228,4.0
1,274.05264,123.062,105.787485603325,4.0
1,275.73178,123.072,105.79608187882867,4.0
1,278.15213,123.082,105.80467815433235,4.0
1,280.37997,123.092,105.81327442983603,4.0
1,281.01318,123.102,105.8218707053397,4.0
1,279.9889,123.112,105.83046698084338,4.0
1,278.40805,123.122,105.83906325634705,4.0
1,276.90964,123.132,105.84765953185072,4.0
1,275.67078,123.142,105.8562558073544,4.0
1,274.30536,123.152,105.86485208285808,4.0
1,273.45697,123.162,105.87344835836176,4.0
1,272.47516,123.172,105.88204463386543,4.0
1,272.3594,123.182,105.8906409093691,4.0
1,272.82376,123.192,105.89923718487276,4.0
1,273.37192,123.202,105.90783346037645,4.0
1,274.76083,123.212,105.91642973588013,4.0
1,275.96832,123.222,105.92502601138378,4.0
1,277.1425,123.233,105.93448191443784,4.0
1,278.39517,123.242,105.94221856239115,4.0
1,279.72406,123.252,105.95081483789482,4.0
1,281.91495,123.262,105.9594111133985,4.0
1,283.47742,123.272,105.96800738890218,4.0
1,284.26184,123.283,105.97746329195621,4.0
1,284.2393,123.292,105.98519993990952,4.0
1,282.81918,123.302,105.9937962154132,4.0
1,280.90475,123.312,106.00239249091688,4.0
1,279.30237,123.322,106.01098876642055,4.0
1,277.7599,123.332,106.01958504192422,4.0
1,276.72244,123.342,106.02818131742791,4.0
1,275.7451,123.357,106.04107573068342,4.0
1,275.50418,123.362,106.04537386843523,4.0
1,275.82922,123.372,106.05397014393893,4.0
1,276.22235,123.382,106.0625664194426,4.0
1,277.33478,123.393,106.07202232249665,4.0
1,278.40622,123.402,106.07975897044996,4.0
1,278.58026,123.412,106.08835524595362,4.0
1,278.10733,123.422,106.0969515214573,4.0
1,277.146,123.432,106.10554779696098,4.0
1,275.81415,123.442,106.11414407246464,4.0
1,274.545,123.452,106.12274034796833,4.0
1,273.6019,123.462,106.13133662347201,4.0
1,273.2575,123.474,106.14165215407641,4.0
1,273.47534,123.482,106.14852917447935,4.0
1,274.1997,123.493,106.15798507753338,4.0
1,275.4648,123.503,106.16658135303707,4.0
1,276.69104,123.512,106.17431800099038,4.0
1,277.3751,123.522,106.18291427649405,4.0
1,277.92145,123.532,106.19151055199771,4.0
1,277.7836,123.542,106.2001068275014,4.0
1,277.4685,123.552,106.20870310300508,4.0
1,277.03723,123.562,106.21729937850876,4.0
1,276.74747,123.572,106.22589565401243,4.0
1,276.61002,123.582,106.23449192951608,4.0
1,276.60934,123.592,106.24308820501977,4.0
1,276.30432,123.602,106.25168448052345,4.0
1,276.18723,123.612,106.26028075602711,4.0
1,276.30185,123.622,106.2688770315308,4.0
1,276.80118,123.632,106.27747330703448,4.0
1,277.59744,123.642,106.28606958253813,4.0
1,278.44366,123.653,106.2955254855922,4.0
1,278.39917,123.662,106.3032621335455,4.0
1,277.7113,123.672,106.31185840904917,4.0
1,276.27835,123.682,106.32045468455286,4.0
1,275.38855,123.692,106.3290509600565,4.0
1,274.79654,123.702,106.3376472355602,4.0
1,274.52063,123.712,106.34624351106388,4.0
1,274.34827,123.722,106.35483978656754,4.0
1,273.98508,123.732,106.36343606207123,4.0
1,273.94803,123.742,106.37203233757491,4.0
1,274.9307,123.752,106.38062861307856,4.0
1,276.09952,123.762,106.38922488858225,4.0
1,277.60187,123.772,106.39782116408593,4.0
1,278.2757,123.782,106.40641743958959,4.0
1,279.22086,123.792,106.41501371509328,4.0
1,279.6565,123.802,106.42360999059696,4.0
1,280.4475,123.812,106.43220626610061,4.0
1,281.1209,123.822,106.4408025416043,4.0
1,281.56396,123.832,106.44939881710796,4.0
1,281.15787,123.842,106.45799509261165,4.0
1,280.6008,123.852,106.46659136811533,4.0
1,279.58133,123.862,106.47518764361898,4.0
1,278.97958,123.872,106.48378391912267,4.0
1,278.21783,123.882,106.49238019462635,4.0
1,277.6243,123.892,106.50097647013001,4.0
1,277.21918,123.902,106.5095727456337,4.0
1,277.4286,123.912,106.51816902113738,4.0
1,277.54233,123.922,106.52676529664103,4.0
1,278.0528,123.932,106.53536157214472,4.0
1,278.73535,123.942,106.54395784764839,4.0
1,279.63794,123.952,106.55255412315206,4.0
1,280.4035,123.962,106.56115039865576,4.0
1,280.81137,123.972,106.56974667415942,4.0
1,280.9113,123.982,106.57834294966308,4.0
1,280.57767,123.992,106.58693922516677,4.0
1,279.8025,124.002,106.59553550067044,4.0
1,278.90378,124.012,106.60413177617413,4.0
1,278.32617,124.022,106.6127280516778,4.0
1,277.76895,124.032,106.62132432718147,4.0
1,277.57037,124.042,106.62992060268516,4.0
1,277.28708,124.052,106.63851687818882,4.0
1,276.7631,124.062,106.64711315369249,4.0
1,276.3996,124.072,106.65570942919618,4.0
1,276.5852,124.082,106.66430570469984,4.0
1,277.049,124.092,106.6729019802035,4.0
1,278.0256,124.102,106.68149825570721,4.0
1,278.15604,124.112,106.69009453121086,4.0
1,278.95605,124.122,106.69869080671454,4.0
1,279.41812,124.132,106.70728708221823,4.0
1,280.01846,124.142,106.71588335772189,4.0
1,280.91412,124.152,106.72447963322558,4.0
1,281.96133,124.162,106.73307590872925,4.0
1,283.18292,124.172,106.74167218423291,4.0
1,284.50763,124.182,106.7502684597366,4.0
1,284.95108,124.192,106.75886473524027,4.0
1,285.00098,124.202,106.76746101074394,4.0
1,283.84338,124.212,106.77605728624764,4.0
1,283.10565,124.222,106.78465356175128,4.0
1,281.89087,124.232,106.79324983725496,4.0
1,280.33136,124.242,106.80184611275865,4.0
1,278.89838,124.252,106.81044238826232,4.0
1,277.66425,124.262,106.819038663766,4.0
1,276.8237,124.272,106.82763493926969,4.0
1,276.46173,124.282,106.83623121477333,4.0
1,276.4653,124.292,106.84482749027703,4.0
1,277.2911,124.302,106.8534237657807,4.0
1,277.60812,124.312,106.86202004128437,4.0
1,278.66278,124.323,106.8714759443384,4.0
1,280.12494,124.332,106.87921259229171,4.0
1,281.4741,124.342,106.88780886779539,4.0
1,282.5198,124.352,106.89640514329908,4.0
1,283.23566,124.362,106.90500141880274,4.0
1,283.05164,124.372,106.91359769430642,4.0
1,282.46182,124.382,106.92219396981011,4.0
1,280.2843,124.392,106.93079024531376,4.0
1,278.0455,124.402,106.93938652081744,4.0
1,275.7646,124.412,106.94798279632113,4.0
1,273.63748,124.422,106.95657907182479,4.0
1,272.19034,124.432,106.96517534732847,4.0
1,272.07953,124.442,106.97377162283213,4.0
1,272.6479,124.452,106.98236789833581,4.0
1,273.68344,124.462,106.9909641738395,4.0
1,274.88202,124.472,106.99956044934316,4.0
1,276.3968,124.482,107.00815672484684,4.0
1,277.82968,124.492,107.01675300035053,4.0
1,279.30182,124.502,107.02534927585418,4.0
1,279.96725,124.512,107.03394555135786,4.0
1,280.40326,124.522,107.04254182686155,4.0
1,279.92798,124.532,107.05113810236521,4.0
1,278.9994,124.542,107.05973437786889,4.0
1,277.84174,124.552,107.06833065337258,4.0
1,276.61923,124.562,107.07692692887623,4.0
1,276.60052,124.572,107.08552320437991,4.0
1,276.8823,124.582,107.09411947988359,4.0
1,277.4167,124.592,107.10271575538727,4.0
1,278.95612,124.602,107.11131203089096,4.0
1,279.80338,124.612,107.11990830639462,4.0
1,280.77692,124.622,107.12850458189828,4.0
1,281.28247,124.632,107.13710085740198,4.0
1,281.0028,124.642,107.14569713290564,4.0
1,280.48416,124.652,107.15429340840932,4.0
1,279.87573,124.662,107.16288968391301,4.0
1,279.64273,124.672,107.17148595941667,4.0
1,279.9135,124.682,107.18008223492033,4.0
1,280.2576,124.693,107.18953813797438,4.0
1,280.91144,124.702,107.19727478592769,4.0
1,281.49777,124.712,107.20587106143137,4.0
1,282.2249,124.722,107.21446733693504,4.0
1,282.90283,124.732,107.22306361243871,4.0
1,283.79785,124.742,107.23165988794241,4.0
1,284.35797,124.752,107.24025616344606,4.0
1,284.60406,124.762,107.24885243894974,4.0
1,284.29773,124.772,107.25744871445343,4.0
1,283.3268,124.782,107.2660449899571,4.0
1,282.07993,124.792,107.27464126546076,4.0
1,280.50546,124.802,107.28323754096445,4.0
1,278.80078,124.812,107.29183381646811,4.0
1,278.1143,124.822,107.30043009197179,4.0
1,277.97556,124.832,107.30902636747547,4.0
1,278.60187,124.842,107.31762264297915,4.0
1,279.7696,124.853,107.32707854603318,4.0
1,281.2297,124.862,107.33481519398649,4.0
1,283.07352,124.872,107.34341146949016,4.0
1,284.59186,124.882,107.35200774499384,4.0
1,286.0273,124.892,107.36060402049752,4.0
1,287.46677,124.902,107.3692002960012,4.0
1,287.12677,124.912,107.37779657150489,4.0
1,285.13712,124.922,107.38639284700854,4.0
1,282.94116,124.932,107.39498912251221,4.0
1,281.2798,124.942,107.40358539801589,4.0
1,280.379,124.952,107.41218167351957,4.0
1,279.79013,124.962,107.42077794902325,4.0
1,279.77365,124.974,107.43109347962765,4.0
1,279.6834,124.982,107.43797050003059,4.0
1,280.27255,124.992,107.44656677553427,4.0
1,281.48483,125.002,107.45516305103794,4.0
1,282.7092,125.013,107.46461895409199,4.0
1,283.86072,125.022,107.47235560204528,4.0
1,284.67868,125.032,107.48095187754896,4.0
1,285.0106,125.042,107.48954815305264,4.0
1,284.86023,125.052,107.49814442855633,4.0
1,284.36072,125.062,107.50674070406,4.0
1,283.54547,125.072,107.51533697956367,4.0
1,282.2742,125.082,107.52393325506733,4.0
1,280.81674,125.092,107.53252953057101,4.0
1,279.56863,125.102,107.54112580607469,4.0
1,278.94855,125.112,107.54972208157837,4.0
1,278.87192,125.122,107.55831835708204,4.0
1,278.80453,125.132,107.56691463258572,4.0
1,278.5295,125.142,107.57551090808938,4.0
1,278.3878,125.152,107.58410718359306,4.0
1,278.60925,125.162,107.59270345909674,4.0
1,278.85196,125.172,107.60129973460042,4.0
1,279.3003,125.182,107.6098960101041,4.0
1,280.36197,125.192,107.61849228560777,4.0
1,281.7087,125.202,107.62708856111144,4.0
1,282.74503,125.212,107.63568483661511,4.0
1,283.53928,125.222,107.64428111211879,4.0
1,284.60135,125.232,107.65287738762247,4.0
1,285.3544,125.242,107.66147366312615,4.0
1,286.32495,125.252,107.67006993862982,4.0
1,288.36844,125.262,107.67866621413349,4.0
1,291.05508,125.273,107.68812211718753,4.0
1,292.68823,125.282,107.69585876514084,4.0
1,292.05054,125.292,107.70445504064452,4.0
1,289.9435,125.302,107.7130513161482,4.0
1,288.00244,125.312,107.72164759165187,4.0
1,284.95187,125.322,107.73024386715554,4.0
1,282.66776,125.332,107.73884014265921,4.0
1,281.32724,125.342,107.74743641816289,4.0
1,280.30734,125.352,107.75603269366657,4.0
1,279.85217,125.362,107.76462896917025,4.0
1,280.1313,125.372,107.77322524467391,4.0
1,280.57004,125.382,107.78182152017759,4.0
1,281.35086,125.392,107.79041779568126,4.0
1,282.2086,125.402,107.79901407118494,4.0
1,283.41754,125.412,107.80761034668862,4.0
1,284.4763,125.422,107.8162066221923,4.0
1,285.009,125.432,107.82480289769596,4.0
1,285.46213,125.442,107.83339917319964,4.0
1,285.1033,125.452,107.84199544870332,4.0
1,283.99353,125.462,107.85059172420699,4.0
1,282.50314,125.472,107.85918799971067,4.0
1,280.53653,125.485,107.87036315786544,4.0
1,279.24304,125.492,107.87638055071801,4.0
1,278.6554,125.502,107.88497682622169,4.0
1,277.82175,125.512,107.89357310172537,4.0
1,277.62738,125.522,107.90216937722904,4.0
1,277.61218,125.532,107.91076565273272,4.0
1,278.0752,125.542,107.9193619282364,4.0
1,278.68625,125.552,107.92795820374006,4.0
1,279.27692,125.562,107.93655447924374,4.0
1,279.71323,125.572,107.94515075474742,4.0
1,280.57294,125.582,107.9537470302511,4.0
1,280.8852,125.592,107.96234330575477,4.0
1,280.5026,125.602,107.97093958125845,4.0
1,279.90134,125.612,107.97953585676211,4.0
1,279.30148,125.622,107.98813213226579,4.0
1,279.23505,125.632,107.99672840776947,4.0
1,279.39203,125.642,108.00532468327314,4.0
1,279.68457,125.652,108.01392095877682,4.0
1,280.18192,125.662,108.02251723428049,4.0
1,280.71234,125.672,108.03111350978416,4.0
1,281.20453,125.682,108.03970978528784,4.0
1,281.25098,125.692,108.04830606079152,4.0
1,281.54675,125.702,108.0569023362952,4.0
1,282.0984,125.712,108.06549861179887,4.0
1,282.46268,125.722,108.07409488730254,4.0
1,283.06094,125.732,108.08269116280621,4.0
1,283.80914,125.742,108.09128743830989,4.0
1,284.64487,125.752,108.09988371381357,4.0
1,285.1089,125.762,108.10847998931725,4.0
1,285.46573,125.772,108.11707626482092,4.0
1,286.02866,125.782,108.12567254032459,4.0
1,286.32785,125.792,108.13426881582826,4.0
1,286.5231,125.802,108.14286509133194,4.0
1,286.65286,125.812,108.15146136683562,4.0
1,286.1516,125.822,108.1600576423393,4.0
1,285.30313,125.832,108.16865391784297,4.0
1,284.15396,125.842,108.17725019334664,4.0
1,283.1989,125.852,108.18584646885031,4.0
1,282.5164,125.862,108.19444274435399,4.0
1,281.8871,125.872,108.20303901985767,4.0
1,280.9416,125.882,108.21163529536135,4.0
1,280.28586,125.892,108.22023157086502,4.0
1,280.15363,125.902,108.22882784636869,4.0
1,280.8116,125.912,108.23742412187237,4.0
1,281.4225,125.922,108.24602039737604,4.0
1,282.69983,125.932,108.25461667287972,4.0
1,283.5683,125.943,108.26407257593377,4.0
1,283.82974,125.952,108.27180922388708,4.0
1,283.9723,125.962,108.28040549939074,4.0
1,283.48227,125.972,108.28900177489442,4.0
1,282.81067,125.982,108.2975980503981,4.0
1,281.7741,125.992,108.30619432590177,4.0
1,280.1775,126.002,108.31479060140545,4.0
1,279.04565,126.012,108.32338687690911,4.0
1,278.03967,126.023,108.33284277996316,4.0
1,277.885,126.032,108.34057942791647,4.0
1,278.71356,126.042,108.34917570342014,4.0
1,280.01328,126.052,108.35777197892382,4.0
1,280.87817,126.062,108.3663682544275,4.0
1,282.0914,126.072,108.37496452993116,4.0
1,283.0481,126.082,108.38356080543484,4.0
1,283.86285,126.092,108.39215708093852,4.0
1,284.32037,126.102,108.4007533564422,4.0
1,284.3765,126.112,108.40934963194587,4.0
1,283.8844,126.122,108.41794590744955,4.0
1,282.78528,126.132,108.42654218295321,4.0
1,281.4466,126.142,108.43513845845689,4.0
1,280.49646,126.152,108.44373473396057,4.0
1,279.75446,126.162,108.45233100946425,4.0
1,279.86108,126.172,108.46092728496792,4.0
1,280.367,126.182,108.4695235604716,4.0
1,280.29904,126.192,108.47811983597525,4.0
1,280.22012,126.202,108.48671611147894,4.0
1,279.5356,126.212,108.49531238698262,4.0
1,278.8137,126.222,108.5039086624863,4.0
1,278.70755,126.232,108.51250493798997,4.0
1,279.7309,126.242,108.52110121349365,4.0
1,281.46155,126.252,108.52969748899731,4.0
1,283.2269,126.262,108.53829376450099,4.0
1,284.59576,126.272,108.54689004000467,4.0
1,286.16147,126.282,108.55548631550835,4.0
1,287.01523,126.293,108.5649422185624,4.0
1,287.54053,126.302,108.57267886651569,4.0
1,288.2037,126.312,108.58127514201936,4.0
1,288.81952,126.322,108.58987141752304,4.0
1,289.3988,126.332,108.5984676930267,4.0
1,289.75513,126.342,108.6070639685304,4.0
1,289.40198,126.352,108.61566024403407,4.0
1,288.92633,126.362,108.62425651953772,4.0
1,288.0044,126.372,108.63285279504142,4.0
1,287.21545,126.382,108.6414490705451,4.0
1,286.52155,126.392,108.65004534604877,4.0
1,285.83795,126.402,108.65864162155245,4.0
1,284.80734,126.412,108.66723789705613,4.0
1,284.02542,126.422,108.67583417255979,4.0
1,283.101,126.432,108.68443044806347,4.0
1,282.49573,126.442,108.69302672356713,4.0
1,281.9052,126.452,108.70162299907082,4.0
1,282.10602,126.463,108.71107890212484,4.0
1,282.87485,126.472,108.71881555007815,4.0
1,283.65793,126.482,108.72741182558184,4.0
1,284.72726,126.492,108.73600810108552,4.0
1,285.8368,126.502,108.74460437658918,4.0
1,286.73004,126.512,108.75320065209287,4.0
1,287.60022,126.522,108.76179692759655,4.0
1,288.21848,126.532,108.77039320310023,4.0
1,288.25827,126.543,108.77984910615426,4.0
1,287.0116,126.554,108.7893050092083,4.0
1,285.57117,126.562,108.79618202961124,4.0
1,284.31393,126.572,108.80477830511492,4.0
1,282.98477,126.582,108.81337458061857,4.0
1,282.27625,126.592,108.82197085612228,4.0
1,281.77438,126.602,108.83056713162594,4.0
1,281.8452,126.616,108.8426019173311,4.0
1,282.46576,126.623,108.84861931018366,4.0
1,283.78128,126.633,108.85721558568733,4.0
1,285.4067,126.642,108.86495223364062,4.0
1,286.6705,126.652,108.87354850914431,4.0
1,287.95932,126.662,108.88214478464799,4.0
1,288.86285,126.672,108.89074106015165,4.0
1,288.725,126.682,108.89933733565535,4.0
1,288.19772,126.692,108.90793361115901,4.0
1,287.78043,126.702,108.9165298866627,4.0
1,287.35312,126.713,108.92598578971672,4.0
1,286.99554,126.722,108.93372243767003,4.0
1,286.58673,126.732,108.94231871317372,4.0
1,286.4478,126.742,108.9509149886774,4.0
1,285.98615,126.752,108.95951126418106,4.0
1,286.15906,126.762,108.96810753968475,4.0
1,286.36703,126.772,108.97670381518842,4.0
1,286.64856,126.782,108.98530009069208,4.0
1,287.38403,126.794,108.9956156212965,4.0
1,288.1935,126.802,109.00249264169945,4.0
1,289.67535,126.812,109.01108891720311,4.0
1,291.07187,126.822,109.0196851927068,4.0
1,292.58426,126.832,109.02828146821045,4.0
1,293.90726,126.842,109.03687774371414,4.0
1,294.55417,126.852,109.04547401921782,4.0
1,295.3334,126.862,109.05407029472148,4.0
1,295.9806,126.873,109.06352619777554,4.0
1,295.92584,126.882,109.07126284572885,4.0
1,296.01178,126.892,109.0798591212325,4.0
1,294.90433,126.902,109.0884553967362,4.0
1,293.35944,126.912,109.09705167223987,4.0
1,291.7489,126.922,109.10564794774353,4.0
1,290.7109,126.932,109.11424422324723,4.0
1,290.10748,126.942,109.12284049875088,4.0
1,289.59833,126.953,109.13229640180494,4.0
1,288.99527,126.962,109.14003304975824,4.0
1,288.33072,126.972,109.14862932526191,4.0
1,288.24463,126.982,109.1572256007656,4.0
1,288.93048,126.992,109.16582187626928,4.0
1,289.69843,127.002,109.17441815177293,4.0
1,290.388,127.012,109.18301442727662,4.0
1,290.7038,127.022,109.1916107027803,4.0
1,291.01294,127.032,109.20020697828396,4.0
1,290.80856,127.042,109.20880325378765,4.0
1,290.4156,127.052,109.21739952929133,4.0
1,290.54883,127.062,109.22599580479498,4.0
1,290.7404,127.072,109.23459208029867,4.0
1,291.28934,127.082,109.24318835580233,4.0
1,291.6092,127.092,109.25178463130601,4.0
1,291.81937,127.102,109.2603809068097,4.0
1,292.23175,127.112,109.26897718231335,4.0
1,292.30542,127.122,109.27757345781703,4.0
1,292.3298,127.133,109.28702936087107,4.0
1,293.2772,127.142,109.29476600882438,4.0
1,294.6888,127.152,109.30336228432807,4.0
1,296.16742,127.163,109.31281818738209,4.0
1,297.06937,127.172,109.3205548353354,4.0
1,297.8713,127.182,109.32915111083909,4.0
1,298.2979,127.192,109.33774738634276,4.0
1,298.39444,127.202,109.34634366184643,4.0
1,298.4242,127.212,109.35493993735012,4.0
1,298.38464,127.222,109.36353621285377,4.0
1,298.0635,127.232,109.37213248835745,4.0
1,297.5727,127.242,109.38072876386114,4.0
1,296.89703,127.252,109.3893250393648,4.0
1,296.73166,127.262,109.39792131486848,4.0
1,296.5329,127.272,109.40651759037218,4.0
1,296.1348,127.282,109.41511386587582,4.0
1,295.4407,127.292,109.42371014137952,4.0
1,294.27118,127.302,109.4323064168832,4.0
1,293.25424,127.312,109.44090269238686,4.0
1,293.4996,127.322,109.44949896789055,4.0
1,294.3593,127.332,109.45809524339421,4.0
1,296.64532,127.342,109.46669151889787,4.0
1,298.41696,127.352,109.47528779440157,4.0
1,300.17886,127.362,109.48388406990523,4.0
1,301.67447,127.372,109.49248034540891,4.0
1,302.79117,127.382,109.5010766209126,4.0
1,303.6415,127.392,109.50967289641626,4.0
1,304.1981,127.403,109.51912879947031,4.0
1,304.51193,127.412,109.52686544742362,4.0
1,304.9411,127.422,109.53546172292728,4.0
1,304.92386,127.432,109.54405799843097,4.0
1,304.03998,127.443,109.553513901485,4.0
1,302.9038,127.452,109.56125054943831,4.0
1,302.42035,127.462,109.569846824942,4.0
1,302.25525,127.472,109.57844310044565,4.0
1,302.3102,127.484,109.58875863105007,4.0
1,301.71094,127.506,109.60767043715815,4.0
1,301.32553,127.51,109.61110894735964,4.0
1,301.24237,127.513,109.61368783001075,4.0
1,301.2985,127.522,109.62142447796406,4.0
1,301.9471,127.532,109.6300207534677,4.0
1,302.63916,127.542,109.63861702897138,4.0
1,303.39316,127.552,109.64721330447507,4.0
1,304.0894,127.562,109.65580957997874,4.0
1,304.56616,127.572,109.6644058554824,4.0
1,305.14984,127.582,109.67300213098608,4.0
1,305.9282,127.592,109.68159840648975,4.0
1,306.2577,127.602,109.69019468199345,4.0
1,306.3567,127.612,109.69879095749711,4.0
1,305.8263,127.622,109.70738723300079,4.0
1,304.85623,127.632,109.71598350850448,4.0
1,303.72324,127.642,109.72457978400813,4.0
1,303.00214,127.652,109.7331760595118,4.0
1,302.79892,127.662,109.7417723350155,4.0
1,302.65356,127.672,109.75036861051916,4.0
1,302.34122,127.682,109.75896488602284,4.0
1,302.6197,127.693,109.76842078907687,4.0
1,303.1191,127.703,109.77701706458055,4.0
1,303.90396,127.712,109.78475371253386,4.0
1,304.65463,127.722,109.79334998803753,4.0
1,305.82983,127.732,109.80194626354121,4.0
1,306.7763,127.742,109.8105425390449,4.0
1,307.27927,127.752,109.81913881454855,4.0
1,307.52728,127.762,109.82773509005223,4.0
1,307.3159,127.773,109.83719099310628,4.0
1,307.44342,127.782,109.84492764105958,4.0
1,307.31128,127.792,109.85352391656326,4.0
1,307.37192,127.802,109.86212019206695,4.0
1,307.31454,127.812,109.8707164675706,4.0
1,307.47556,127.822,109.87931274307428,4.0
1,307.4559,127.832,109.88790901857796,4.0
1,307.58374,127.842,109.89650529408163,4.0
1,308.26135,127.852,109.90510156958531,4.0
1,308.45804,127.862,109.91369784508898,4.0
1,308.46606,127.872,109.92229412059265,4.0
