GT_Point,GT_Heading,Compass_Heading_Error,Corrected_Heading_Error
GT1,12.885887056643298,81.93706705664329,0.0
GT2,285.5112043799518,13.171564379951747,13.171564379951747
GT3,15.750185224615905,15.948104174615878,0.0
GT4,297.30448343420795,23.841346565792037,0.0
GT5,7.599820136054973,8.313695863945027,15.527650701846994
GT6,290.80086973444025,73.82237546555973,0.0
GT7,12.413606529283925,6.024206470716074,6.024206470716074
