Time (s),Gyro Heading (°),Ground Truth Heading (°),Heading Error (°),Is_Turn,Corrected_Heading,Corrected_Error
0.0,0.0,7.62,7.62,False,0.0,7.62
0.0,359.94,7.62,7.68,False,359.94,7.680000000000007
0.02,359.88,7.62,7.74,False,359.88,7.740000000000009
0.02,359.83,7.62,7.79,False,359.83,7.7900000000000205
0.03,359.73,7.62,7.89,False,359.73,7.889999999999986
0.04,359.7,7.62,7.92,False,359.7,7.920000000000016
0.05,359.67,7.62,7.95,False,359.67,7.949999999999989
0.06,359.66,7.62,7.96,False,359.66,7.9599999999999795
0.07,359.64,7.62,7.98,False,359.64,7.980000000000018
0.08,359.61,7.62,8.01,False,359.61,8.009999999999991
0.09,359.59,7.62,8.03,False,359.59,8.03000000000003
0.1,359.57,7.62,8.05,False,359.57,8.050000000000011
0.12,359.52,7.62,8.1,False,359.52,8.100000000000023
0.12,359.46,7.62,8.16,False,359.46,8.160000000000025
0.14,359.33,7.62,8.29,False,359.33,8.29000000000002
0.14,359.27,7.62,8.35,False,359.27,8.350000000000023
0.16,359.23,7.62,8.39,False,359.23,8.389999999999986
0.16,359.2,7.62,8.42,False,359.2,8.420000000000016
0.17,359.17,7.62,8.45,False,359.17,8.449999999999989
0.18,359.15,7.62,8.47,False,359.15,8.470000000000027
0.19,359.11,7.62,8.51,False,359.11,8.509999999999991
0.2,359.09,7.62,8.53,False,359.09,8.53000000000003
0.21,359.06,7.62,8.56,False,359.06,8.560000000000002
0.22,359.02,7.62,8.6,False,359.02,8.600000000000023
0.23,358.99,7.62,8.63,False,358.99,8.629999999999995
0.24,358.92,7.62,8.7,False,358.92,8.699999999999989
0.25,358.88,7.62,8.74,False,358.88,8.740000000000009
0.26,358.85,7.62,8.77,False,358.85,8.769999999999982
0.27,358.82,7.62,8.8,False,358.82,8.800000000000011
0.28,358.79,7.62,8.83,False,358.79,8.829999999999984
0.29,358.73,7.62,8.89,False,358.73,8.889999999999986
0.3,358.7,7.62,8.92,False,358.7,8.920000000000016
0.31,358.67,7.62,8.95,False,358.67,8.949999999999989
0.32,358.64,7.62,8.98,False,358.64,8.980000000000018
0.33,358.61,7.62,9.01,False,358.61,9.009999999999991
0.34,358.54,7.62,9.08,False,358.54,9.079999999999984
0.35,358.51,7.62,9.11,False,358.51,9.110000000000014
0.36,358.49,7.62,9.13,False,358.49,9.129999999999995
0.37,358.47,7.62,9.15,False,358.47,9.149999999999977
0.38,358.47,7.62,9.15,False,358.47,9.149999999999977
0.39,358.47,7.62,9.15,False,358.47,9.149999999999977
0.4,358.47,7.62,9.15,False,358.47,9.149999999999977
0.41,358.48,7.62,9.14,False,358.48,9.139999999999986
0.42,358.48,7.62,9.14,False,358.48,9.139999999999986
0.43,358.5,7.62,9.12,False,358.5,9.120000000000005
0.44,358.51,7.62,9.11,False,7.6200000000000045,4.440892098500626e-15
0.45,358.53,7.62,9.09,False,7.639999999999986,0.01999999999998625
0.46,358.53,7.62,9.09,False,7.639999999999986,0.01999999999998625
0.47,358.54,7.62,9.08,False,7.650000000000034,0.030000000000034
0.48,358.53,7.62,9.09,False,7.639999999999986,0.01999999999998625
0.49,358.53,7.62,9.09,False,7.639999999999986,0.01999999999998625
0.5,358.52,7.62,9.1,False,7.6299999999999955,0.009999999999995346
0.51,358.53,7.62,9.09,False,7.639999999999986,0.01999999999998625
0.52,358.53,7.62,9.09,False,7.639999999999986,0.01999999999998625
0.53,358.54,7.62,9.08,False,7.650000000000034,0.030000000000034
0.54,358.55,7.62,9.07,False,7.660000000000025,0.040000000000024905
0.55,358.56,7.62,9.06,False,7.670000000000016,0.05000000000001581
0.56,358.56,7.62,9.06,False,7.670000000000016,0.05000000000001581
0.57,358.56,7.62,9.06,False,7.670000000000016,0.05000000000001581
0.58,358.54,7.62,9.08,False,7.650000000000034,0.030000000000034
0.59,358.52,7.62,9.1,False,7.6299999999999955,0.009999999999995346
0.6,358.49,7.62,9.13,False,7.600000000000023,0.01999999999997737
0.61,358.47,7.62,9.15,False,7.580000000000041,0.03999999999995918
0.62,358.45,7.62,9.17,False,7.560000000000002,0.05999999999999783
0.63,358.45,7.62,9.17,False,7.560000000000002,0.05999999999999783
0.64,358.45,7.62,9.17,False,7.560000000000002,0.05999999999999783
0.65,358.48,7.62,9.14,False,7.590000000000032,0.029999999999968274
0.66,358.5,7.62,9.12,False,7.610000000000014,0.009999999999986464
0.67,358.52,7.62,9.1,False,7.6299999999999955,0.009999999999995346
0.68,358.54,7.62,9.08,False,7.650000000000034,0.030000000000034
0.69,358.56,7.62,9.06,False,7.670000000000016,0.05000000000001581
0.7,358.6,7.62,9.02,False,7.710000000000036,0.09000000000003627
0.71,358.69,7.62,8.93,False,7.800000000000011,0.18000000000001126
0.72,358.74,7.62,8.88,False,7.850000000000023,0.23000000000002263
0.73,358.8,7.62,8.82,False,7.910000000000025,0.2900000000000249
0.74,358.86,7.62,8.76,False,7.970000000000027,0.3500000000000272
0.75,358.91,7.62,8.71,False,8.020000000000039,0.40000000000003855
0.76,359.02,7.62,8.6,False,8.129999999999995,0.5099999999999953
0.77,359.07,7.62,8.55,False,8.180000000000007,0.5600000000000067
0.78,359.12,7.62,8.5,False,8.230000000000018,0.6100000000000181
0.79,359.17,7.62,8.45,False,8.28000000000003,0.6600000000000295
0.8,359.21,7.62,8.41,False,8.319999999999993,0.6999999999999931
0.81,359.33,7.62,8.29,False,8.439999999999998,0.8199999999999976
0.82,359.39,7.62,8.23,False,8.5,0.8799999999999999
0.83,359.48,7.62,8.14,False,8.590000000000032,0.9700000000000317
0.84,359.57,7.62,8.05,False,8.680000000000007,1.0600000000000067
0.85,359.53,7.62,8.09,False,8.639999999999986,1.0199999999999863
0.86,359.47,7.62,8.15,False,8.580000000000041,0.9600000000000408
0.87,359.53,7.62,8.09,False,8.639999999999986,1.0199999999999863
0.88,359.62,7.62,8.0,False,8.730000000000018,1.110000000000018
0.89,359.68,7.62,7.94,False,8.79000000000002,1.1700000000000204
1.42,359.71,7.62,7.91,False,8.819999999999993,1.199999999999993
1.42,359.73,7.62,7.89,False,8.840000000000032,1.2200000000000317
1.42,359.72,7.62,7.9,False,8.830000000000041,1.2100000000000408
1.43,359.72,7.62,7.9,False,8.830000000000041,1.2100000000000408
1.43,359.71,7.62,7.91,False,8.819999999999993,1.199999999999993
1.43,359.71,7.62,7.91,False,8.819999999999993,1.199999999999993
1.43,359.7,7.62,7.92,False,8.810000000000002,1.1900000000000022
1.43,359.69,7.62,7.93,False,8.800000000000011,1.1800000000000113
1.43,359.67,7.62,7.95,False,8.78000000000003,1.1600000000000295
1.43,359.64,7.62,7.98,False,8.75,1.13
1.43,359.58,7.62,8.04,False,8.689999999999998,1.0699999999999976
1.43,359.51,7.62,8.11,False,8.620000000000005,1.0000000000000044
1.43,359.32,7.62,8.3,False,8.430000000000007,0.8100000000000067
1.44,359.22,7.62,8.4,False,8.330000000000041,0.7100000000000408
1.44,359.14,7.62,8.48,False,8.25,0.6299999999999999
1.44,359.07,7.62,8.55,False,8.180000000000007,0.5600000000000067
1.44,359.01,7.62,8.61,False,8.120000000000005,0.5000000000000044
1.44,358.95,7.62,8.67,False,8.060000000000002,0.44000000000000217
1.44,358.93,7.62,8.69,False,8.04000000000002,0.42000000000002036
1.44,358.93,7.62,8.69,False,8.04000000000002,0.42000000000002036
1.44,358.93,7.62,8.69,False,8.04000000000002,0.42000000000002036
1.44,358.93,7.62,8.69,False,8.04000000000002,0.42000000000002036
1.44,358.93,7.62,8.69,False,8.04000000000002,0.42000000000002036
1.44,358.93,7.62,8.69,False,8.04000000000002,0.42000000000002036
1.44,358.93,7.62,8.69,False,8.04000000000002,0.42000000000002036
1.45,358.92,7.62,8.7,False,8.03000000000003,0.41000000000002945
1.45,358.92,7.62,8.7,False,8.03000000000003,0.41000000000002945
1.45,358.94,7.62,8.68,False,8.050000000000011,0.43000000000001126
1.45,358.95,7.62,8.67,False,8.060000000000002,0.44000000000000217
1.45,358.97,7.62,8.65,False,8.080000000000041,0.4600000000000408
1.45,358.98,7.62,8.64,False,8.090000000000032,0.4700000000000317
1.45,359.0,7.62,8.62,False,8.110000000000014,0.49000000000001354
1.45,359.01,7.62,8.61,False,8.120000000000005,0.5000000000000044
1.45,359.04,7.62,8.58,False,8.150000000000034,0.530000000000034
1.45,359.06,7.62,8.56,False,8.170000000000016,0.5500000000000158
1.46,359.09,7.62,8.53,False,8.199999999999989,0.5799999999999885
1.46,359.13,7.62,8.49,False,8.240000000000009,0.620000000000009
1.46,359.18,7.62,8.44,False,8.29000000000002,0.6700000000000204
1.46,359.31,7.62,8.31,False,8.420000000000016,0.8000000000000158
1.46,359.38,7.62,8.24,False,8.490000000000009,0.870000000000009
1.46,359.46,7.62,8.16,False,8.569999999999993,0.9499999999999931
1.46,359.53,7.62,8.09,False,8.639999999999986,1.0199999999999863
1.46,359.59,7.62,8.03,False,8.699999999999989,1.0799999999999885
1.46,359.68,7.62,7.94,False,8.79000000000002,1.1700000000000204
1.46,359.71,7.62,7.91,False,8.819999999999993,1.199999999999993
1.46,359.74,7.62,7.88,False,8.850000000000023,1.2300000000000226
1.46,359.77,7.62,7.85,False,8.879999999999995,1.2599999999999953
1.47,359.8,7.62,7.82,False,7.6200000000000045,4.440892098500626e-15
1.47,359.84,7.62,7.78,False,7.659999999999968,0.03999999999996806
1.47,359.86,7.62,7.76,False,7.680000000000007,0.060000000000006715
1.47,359.87,7.62,7.75,False,7.689999999999998,0.06999999999999762
1.47,359.88,7.62,7.74,False,7.699999999999989,0.07999999999998852
1.47,359.89,7.62,7.73,False,7.7099999999999795,0.08999999999997943
1.47,359.9,7.62,7.72,False,7.71999999999997,0.09999999999997033
1.47,359.91,7.62,7.71,False,7.730000000000018,0.11000000000001808
1.47,359.93,7.62,7.69,False,7.75,0.1299999999999999
1.47,359.94,7.62,7.68,False,7.759999999999991,0.1399999999999908
1.47,359.95,7.62,7.67,False,7.769999999999982,0.1499999999999817
1.48,359.95,7.62,7.67,False,7.769999999999982,0.1499999999999817
1.49,359.91,7.62,7.71,False,7.730000000000018,0.11000000000001808
1.5,359.88,7.62,7.74,False,7.699999999999989,0.07999999999998852
1.51,359.83,7.62,7.79,False,7.649999999999977,0.029999999999977156
1.52,359.78,7.62,7.84,False,7.599999999999966,0.020000000000034213
1.53,359.72,7.62,7.9,False,7.5400000000000205,0.07999999999997964
1.54,359.61,7.62,8.01,False,7.430000000000007,0.18999999999999329
1.58,359.56,7.62,8.06,False,7.3799999999999955,0.24000000000000465
1.58,359.51,7.62,8.11,False,7.329999999999984,0.290000000000016
1.59,359.46,7.62,8.16,False,7.279999999999973,0.3400000000000274
1.59,359.41,7.62,8.21,False,7.230000000000018,0.3899999999999819
1.59,359.32,7.62,8.3,False,7.139999999999986,0.48000000000001375
1.6,359.27,7.62,8.35,False,7.089999999999975,0.5300000000000251
1.61,359.23,7.62,8.39,False,7.050000000000011,0.5699999999999887
1.62,359.2,7.62,8.42,False,7.019999999999982,0.6000000000000183
1.64,359.18,7.62,8.44,False,7.0,0.6200000000000001
1.64,359.17,7.62,8.45,False,6.990000000000009,0.629999999999991
1.65,359.18,7.62,8.44,False,7.0,0.6200000000000001
1.66,359.19,7.62,8.43,False,7.009999999999991,0.6100000000000092
1.67,359.21,7.62,8.41,False,7.029999999999973,0.5900000000000274
1.68,359.23,7.62,8.39,False,7.050000000000011,0.5699999999999887
1.69,359.24,7.62,8.38,False,7.060000000000002,0.5599999999999978
1.7,359.24,7.62,8.38,False,7.060000000000002,0.5599999999999978
1.71,359.23,7.62,8.39,False,7.050000000000011,0.5699999999999887
1.72,359.21,7.62,8.41,False,7.029999999999973,0.5900000000000274
1.73,359.19,7.62,8.43,False,7.009999999999991,0.6100000000000092
1.74,359.17,7.62,8.45,False,6.990000000000009,0.629999999999991
1.75,359.12,7.62,8.5,False,6.939999999999998,0.6800000000000024
1.76,359.1,7.62,8.52,False,6.920000000000016,0.6999999999999842
1.77,359.08,7.62,8.54,False,6.899999999999977,0.7200000000000228
1.78,359.08,7.62,8.54,False,6.899999999999977,0.7200000000000228
1.8,359.07,7.62,8.55,False,6.889999999999986,0.7300000000000137
1.8,359.05,7.62,8.57,False,6.8700000000000045,0.7499999999999956
1.81,359.02,7.62,8.6,False,6.839999999999975,0.7800000000000251
1.82,358.99,7.62,8.63,False,6.810000000000002,0.8099999999999978
1.83,358.94,7.62,8.68,False,6.759999999999991,0.8600000000000092
1.84,358.89,7.62,8.73,False,6.7099999999999795,0.9100000000000206
1.85,358.79,7.62,8.83,False,6.610000000000014,1.0099999999999865
1.86,358.75,7.62,8.87,False,6.569999999999993,1.050000000000007
1.87,358.73,7.62,8.89,False,6.550000000000011,1.0699999999999887
1.88,358.73,7.62,8.89,False,6.550000000000011,1.0699999999999887
1.89,358.73,7.62,8.89,False,6.550000000000011,1.0699999999999887
1.9,358.76,7.62,8.86,False,6.579999999999984,1.040000000000016
1.91,358.77,7.62,8.85,False,6.589999999999975,1.0300000000000251
1.92,358.78,7.62,8.84,False,6.599999999999966,1.0200000000000342
1.93,358.8,7.62,8.82,False,6.6200000000000045,0.9999999999999956
1.94,358.82,7.62,8.8,False,6.639999999999986,0.9800000000000137
1.95,358.86,7.62,8.76,False,6.680000000000007,0.9399999999999933
1.96,358.94,7.62,8.68,False,6.759999999999991,0.8600000000000092
1.98,358.99,7.62,8.63,False,6.810000000000002,0.8099999999999978
1.98,359.05,7.62,8.57,False,6.8700000000000045,0.7499999999999956
1.99,359.11,7.62,8.51,False,6.930000000000007,0.6899999999999933
2.0,359.15,7.62,8.47,False,6.96999999999997,0.6500000000000297
2.01,359.21,7.62,8.41,False,7.029999999999973,0.5900000000000274
2.02,359.23,7.62,8.39,False,7.050000000000011,0.5699999999999887
2.03,359.23,7.62,8.39,False,7.050000000000011,0.5699999999999887
2.04,359.21,7.62,8.41,False,7.029999999999973,0.5900000000000274
2.05,359.18,7.62,8.44,False,7.0,0.6200000000000001
2.06,359.1,7.62,8.52,False,6.920000000000016,0.6999999999999842
2.07,359.06,7.62,8.56,False,6.8799999999999955,0.7400000000000047
2.08,359.01,7.62,8.61,False,6.829999999999984,0.790000000000016
2.09,358.97,7.62,8.65,False,6.7900000000000205,0.8299999999999796
2.1,358.93,7.62,8.69,False,6.75,0.8700000000000001
2.11,358.87,7.62,8.75,False,6.689999999999998,0.9300000000000024
2.12,358.84,7.62,8.78,False,6.659999999999968,0.9600000000000319
2.13,358.83,7.62,8.79,False,6.649999999999977,0.9700000000000228
2.14,358.81,7.62,8.81,False,6.6299999999999955,0.9900000000000047
2.15,358.81,7.62,8.81,False,6.6299999999999955,0.9900000000000047
2.16,358.78,7.62,8.84,False,6.599999999999966,1.0200000000000342
2.17,358.76,7.62,8.86,False,6.579999999999984,1.040000000000016
2.18,358.73,7.62,8.89,False,6.550000000000011,1.0699999999999887
2.19,358.71,7.62,8.91,False,6.529999999999973,1.0900000000000274
2.2,358.69,7.62,8.93,False,6.509999999999991,1.1100000000000092
2.21,358.67,7.62,8.95,False,6.490000000000009,1.129999999999991
2.22,358.67,7.62,8.95,False,6.490000000000009,1.129999999999991
2.23,358.68,7.62,8.94,False,6.5,1.12
2.24,358.71,7.62,8.91,False,6.529999999999973,1.0900000000000274
2.25,358.76,7.62,8.86,False,6.579999999999984,1.040000000000016
2.26,358.82,7.62,8.8,False,6.639999999999986,0.9800000000000137
2.28,358.98,7.62,8.64,False,6.800000000000011,0.8199999999999887
2.28,359.06,7.62,8.56,False,6.8799999999999955,0.7400000000000047
2.3,359.14,7.62,8.48,False,6.9599999999999795,0.6600000000000206
2.3,359.2,7.62,8.42,False,7.019999999999982,0.6000000000000183
2.32,359.24,7.62,8.38,False,7.060000000000002,0.5599999999999978
2.32,359.3,7.62,8.32,False,7.1200000000000045,0.49999999999999556
2.33,359.32,7.62,8.3,False,7.139999999999986,0.48000000000001375
2.34,359.34,7.62,8.28,False,7.159999999999968,0.46000000000003194
2.35,359.36,7.62,8.26,False,7.180000000000007,0.4399999999999933
2.36,359.39,7.62,8.23,False,7.2099999999999795,0.41000000000002057
2.38,359.43,7.62,8.19,False,7.25,0.3700000000000001
2.38,359.45,7.62,8.17,False,7.269999999999982,0.3500000000000183
2.39,359.46,7.62,8.16,False,7.279999999999973,0.3400000000000274
2.4,359.47,7.62,8.15,False,7.2900000000000205,0.32999999999997964
2.41,359.48,7.62,8.14,False,7.300000000000011,0.31999999999998874
2.42,359.47,7.62,8.15,False,7.2900000000000205,0.32999999999997964
2.43,359.46,7.62,8.16,False,7.279999999999973,0.3400000000000274
2.44,359.45,7.62,8.17,False,7.269999999999982,0.3500000000000183
2.46,359.45,7.62,8.17,False,7.269999999999982,0.3500000000000183
2.46,359.46,7.62,8.16,False,7.279999999999973,0.3400000000000274
2.48,359.48,7.62,8.14,False,7.300000000000011,0.31999999999998874
2.48,359.53,7.62,8.09,False,7.349999999999966,0.2700000000000342
2.49,359.56,7.62,8.06,False,7.3799999999999955,0.24000000000000465
2.5,359.59,7.62,8.03,False,7.649999999999977,0.029999999999977156
2.51,359.62,7.62,8.0,False,7.680000000000007,0.060000000000006715
2.52,359.65,7.62,7.97,False,7.7099999999999795,0.08999999999997943
2.54,359.71,7.62,7.91,False,7.769999999999982,0.1499999999999817
2.54,359.74,7.62,7.88,False,7.800000000000011,0.18000000000001126
2.55,359.77,7.62,7.85,False,7.829999999999984,0.20999999999998398
2.56,359.79,7.62,7.83,False,7.850000000000023,0.23000000000002263
2.58,359.81,7.62,7.81,False,7.8700000000000045,0.25000000000000444
2.58,359.85,7.62,7.77,False,7.910000000000025,0.2900000000000249
2.59,359.86,7.62,7.76,False,7.920000000000016,0.3000000000000158
2.6,359.87,7.62,7.75,False,7.930000000000007,0.3100000000000067
2.62,359.88,7.62,7.74,False,7.939999999999998,0.3199999999999976
2.62,359.89,7.62,7.73,False,7.949999999999989,0.3299999999999885
2.63,359.92,7.62,7.7,False,7.980000000000018,0.3600000000000181
2.64,359.93,7.62,7.69,False,7.990000000000009,0.370000000000009
2.65,359.94,7.62,7.68,False,8.0,0.3799999999999999
2.66,359.93,7.62,7.69,False,7.990000000000009,0.370000000000009
2.67,359.92,7.62,7.7,False,7.980000000000018,0.3600000000000181
2.68,359.89,7.62,7.73,False,7.949999999999989,0.3299999999999885
2.7,359.87,7.62,7.75,False,7.930000000000007,0.3100000000000067
2.7,359.84,7.62,7.78,False,7.899999999999977,0.27999999999997716
2.71,359.81,7.62,7.81,False,7.8700000000000045,0.25000000000000444
2.72,359.78,7.62,7.84,False,7.839999999999975,0.21999999999997488
2.73,359.75,7.62,7.87,False,7.810000000000002,0.19000000000000217
2.74,359.69,7.62,7.93,False,7.75,0.1299999999999999
2.75,359.66,7.62,7.96,False,7.720000000000027,0.10000000000002718
2.76,359.62,7.62,8.0,False,7.680000000000007,0.060000000000006715
2.78,359.57,7.62,8.05,False,7.6299999999999955,0.009999999999995346
2.78,359.52,7.62,8.1,False,7.579999999999984,0.04000000000001602
2.79,359.41,7.62,8.21,False,7.470000000000027,0.14999999999997282
2.8,359.35,7.62,8.27,False,7.410000000000025,0.2099999999999751
2.81,359.3,7.62,8.32,False,7.360000000000014,0.25999999999998646
2.82,359.25,7.62,8.37,False,7.310000000000002,0.30999999999999783
2.83,359.21,7.62,8.41,False,7.269999999999982,0.3500000000000183
2.84,359.14,7.62,8.48,False,7.199999999999989,0.4200000000000115
2.86,359.12,7.62,8.5,False,7.180000000000007,0.4399999999999933
2.86,359.1,7.62,8.52,False,7.160000000000025,0.4599999999999751
2.88,359.09,7.62,8.53,False,7.149999999999977,0.47000000000002284
2.88,359.09,7.62,8.53,False,7.149999999999977,0.47000000000002284
2.89,359.08,7.62,8.54,False,7.139999999999986,0.48000000000001375
2.9,359.08,7.62,8.54,False,7.139999999999986,0.48000000000001375
2.91,359.09,7.62,8.53,False,7.149999999999977,0.47000000000002284
2.92,359.09,7.62,8.53,False,7.149999999999977,0.47000000000002284
2.94,359.1,7.62,8.52,False,7.160000000000025,0.4599999999999751
2.94,359.11,7.62,8.51,False,7.170000000000016,0.4499999999999842
2.95,359.13,7.62,8.49,False,7.189999999999998,0.4300000000000024
2.96,359.16,7.62,8.46,False,7.220000000000027,0.3999999999999728
2.97,359.19,7.62,8.43,False,7.25,0.3700000000000001
2.98,359.23,7.62,8.39,False,7.2900000000000205,0.32999999999997964
2.99,359.28,7.62,8.34,False,7.339999999999975,0.2800000000000251
3.0,359.4,7.62,8.22,False,7.4599999999999795,0.16000000000002057
3.01,359.46,7.62,8.16,False,7.519999999999982,0.1000000000000183
3.02,359.53,7.62,8.09,False,7.589999999999975,0.030000000000025118
3.03,359.6,7.62,8.02,False,7.660000000000025,0.040000000000024905
3.04,359.67,7.62,7.95,False,7.730000000000018,0.11000000000001808
3.05,359.79,7.62,7.83,False,7.850000000000023,0.23000000000002263
3.06,359.85,7.62,7.77,False,7.910000000000025,0.2900000000000249
3.07,359.9,7.62,7.72,False,7.9599999999999795,0.33999999999997943
3.08,359.94,7.62,7.68,False,8.0,0.3799999999999999
3.1,359.98,7.62,7.64,False,8.04000000000002,0.42000000000002036
3.1,0.05,7.62,7.57,False,8.110000000000003,0.4900000000000029
3.11,0.08,7.62,7.54,False,8.140000000000002,0.5200000000000022
3.12,0.1,7.62,7.52,False,8.160000000000002,0.5400000000000018
3.13,0.12,7.62,7.5,False,8.180000000000001,0.5600000000000014
3.14,0.12,7.62,7.5,False,8.180000000000001,0.5600000000000014
3.15,0.1,7.62,7.52,False,8.160000000000002,0.5400000000000018
3.16,0.08,7.62,7.54,False,8.140000000000002,0.5200000000000022
3.17,0.05,7.62,7.57,False,8.110000000000003,0.4900000000000029
3.18,0.02,7.62,7.6,False,8.080000000000002,0.46000000000000174
3.19,359.99,7.62,7.63,False,8.050000000000011,0.43000000000001126
3.2,359.93,7.62,7.69,False,7.990000000000009,0.370000000000009
3.21,359.9,7.62,7.72,False,7.9599999999999795,0.33999999999997943
3.22,359.89,7.62,7.73,False,7.949999999999989,0.3299999999999885
3.23,359.88,7.62,7.74,False,7.939999999999998,0.3199999999999976
3.24,359.88,7.62,7.74,False,7.939999999999998,0.3199999999999976
3.25,359.88,7.62,7.74,False,7.939999999999998,0.3199999999999976
3.26,359.9,7.62,7.72,False,7.9599999999999795,0.33999999999997943
3.27,359.92,7.62,7.7,False,7.980000000000018,0.3600000000000181
3.28,359.94,7.62,7.68,False,8.0,0.3799999999999999
3.29,359.97,7.62,7.65,False,8.03000000000003,0.41000000000002945
3.3,360.0,7.62,7.62,False,8.060000000000002,0.44000000000000217
3.31,0.06,7.62,7.56,False,8.120000000000003,0.5000000000000027
3.32,0.09,7.62,7.53,False,8.150000000000002,0.530000000000002
3.33,0.12,7.62,7.5,False,8.180000000000001,0.5600000000000014
3.34,0.16,7.62,7.46,False,8.220000000000002,0.6000000000000023
3.35,0.2,7.62,7.42,False,8.260000000000002,0.6400000000000015
3.36,0.28,7.62,7.34,False,8.340000000000002,0.7200000000000015
3.37,0.32,7.62,7.3,False,8.380000000000003,0.7600000000000025
3.38,0.35,7.62,7.27,False,8.410000000000002,0.7900000000000018
3.39,0.39,7.62,7.23,False,8.450000000000003,0.8300000000000027
3.4,0.41,7.62,7.21,False,8.470000000000002,0.8500000000000023
3.41,0.44,7.62,7.18,False,8.500000000000002,0.8800000000000017
3.42,0.45,7.62,7.17,False,8.510000000000002,0.8900000000000015
3.43,0.46,7.62,7.16,False,8.520000000000003,0.900000000000003
3.44,0.47,7.62,7.15,False,8.530000000000003,0.9100000000000028
3.45,0.48,7.62,7.14,False,8.540000000000003,0.9200000000000026
3.46,0.51,7.62,7.11,False,8.570000000000002,0.950000000000002
3.47,0.52,7.62,7.1,False,8.580000000000002,0.9600000000000017
3.48,0.54,7.62,7.08,False,8.600000000000001,0.9800000000000013
3.49,0.56,7.62,7.06,False,8.620000000000003,1.0000000000000027
3.5,0.58,7.62,7.04,False,7.640000000000002,0.020000000000002238
3.51,0.58,7.62,7.04,False,7.640000000000002,0.020000000000002238
3.52,0.53,7.62,7.09,False,7.5900000000000025,0.029999999999997584
3.53,0.5,7.62,7.12,False,7.560000000000002,0.05999999999999783
3.54,0.45,7.62,7.17,False,7.5100000000000025,0.10999999999999766
3.55,0.4,7.62,7.22,False,7.460000000000003,0.15999999999999748
3.56,0.37,7.62,7.25,False,7.430000000000002,0.18999999999999773
3.57,0.31,7.62,7.31,False,7.370000000000002,0.24999999999999822
3.58,0.29,7.62,7.33,False,7.350000000000002,0.2699999999999978
3.59,0.25,7.62,7.37,False,7.310000000000002,0.30999999999999783
3.6,0.19,7.62,7.43,False,7.250000000000003,0.36999999999999744
3.61,0.11,7.62,7.51,False,7.170000000000003,0.4499999999999975
3.62,359.97,7.62,7.65,False,7.03000000000003,0.5899999999999705
3.63,359.9,7.62,7.72,False,6.9599999999999795,0.6600000000000206
3.64,359.83,7.62,7.79,False,6.889999999999986,0.7300000000000137
3.65,359.78,7.62,7.84,False,6.839999999999975,0.7800000000000251
3.66,359.73,7.62,7.89,False,6.7900000000000205,0.8299999999999796
3.67,359.68,7.62,7.94,False,6.740000000000009,0.879999999999991
3.68,359.68,7.62,7.94,False,6.740000000000009,0.879999999999991
3.69,359.69,7.62,7.93,False,6.75,0.8700000000000001
3.7,359.71,7.62,7.91,False,6.769999999999982,0.8500000000000183
3.71,359.75,7.62,7.87,False,6.810000000000002,0.8099999999999978
3.72,359.78,7.62,7.84,False,6.839999999999975,0.7800000000000251
3.73,359.82,7.62,7.8,False,6.8799999999999955,0.7400000000000047
3.74,359.81,7.62,7.81,False,6.8700000000000045,0.7499999999999956
3.75,359.81,7.62,7.81,False,6.8700000000000045,0.7499999999999956
3.76,359.83,7.62,7.79,False,6.889999999999986,0.7300000000000137
3.77,359.86,7.62,7.76,False,6.920000000000016,0.6999999999999842
3.78,359.94,7.62,7.68,False,7.0,0.6200000000000001
3.79,359.98,7.62,7.64,False,7.0400000000000205,0.5799999999999796
3.8,0.0,7.62,7.62,False,7.060000000000002,0.5599999999999978
3.81,0.01,7.62,7.61,False,7.070000000000002,0.549999999999998
3.82,0.01,7.62,7.61,False,7.070000000000002,0.549999999999998
3.83,0.0,7.62,7.62,False,7.060000000000002,0.5599999999999978
3.84,360.0,7.62,7.62,False,7.060000000000002,0.5599999999999978
3.85,360.0,7.62,7.62,False,7.060000000000002,0.5599999999999978
3.86,359.99,7.62,7.63,False,7.050000000000011,0.5699999999999887
3.87,359.98,7.62,7.64,False,7.0400000000000205,0.5799999999999796
3.88,359.94,7.62,7.68,False,7.0,0.6200000000000001
3.89,359.91,7.62,7.71,False,6.970000000000027,0.6499999999999728
3.9,359.89,7.62,7.73,False,6.949999999999989,0.6700000000000115
3.91,359.88,7.62,7.74,False,6.939999999999998,0.6800000000000024
3.92,359.89,7.62,7.73,False,6.949999999999989,0.6700000000000115
3.93,359.96,7.62,7.66,False,7.019999999999982,0.6000000000000183
3.94,0.01,7.62,7.61,False,7.070000000000002,0.549999999999998
3.95,0.06,7.62,7.56,False,7.120000000000002,0.4999999999999982
3.96,0.12,7.62,7.5,False,7.180000000000002,0.4399999999999977
3.97,0.15,7.62,7.47,False,7.210000000000003,0.4099999999999975
3.98,0.16,7.62,7.46,False,7.220000000000002,0.3999999999999977
3.99,0.14,7.62,7.48,False,7.200000000000002,0.41999999999999815
4.0,0.07,7.62,7.55,False,7.130000000000003,0.48999999999999755
4.01,0.01,7.62,7.61,False,7.070000000000002,0.549999999999998
4.02,359.98,7.62,7.64,False,7.0400000000000205,0.5799999999999796
4.03,359.96,7.62,7.66,False,7.019999999999982,0.6000000000000183
4.04,359.94,7.62,7.68,False,7.0,0.6200000000000001
