Timestamp_(ms),Type,step,value_1,value_2,value_3,GroundTruth,value_4,value_5,turns,Corrected_Heading
1740465065101,Gyro,0.0,-0.0637585661196912,1.959918983231696,226.93452560511977,0.0,0.0,0.0,0,7.156960983916633
1740465068540,Gyro,0.5,-0.0638390896986636,3.418443011582906,263.9913131545268,0.0,0.0,0.0,0,44.21374853332361
1740465068850,Gyro,1.0,-0.0656215647011956,4.65578652875964,293.62580952054054,0.0,0.0,0.0,0,3.737027209938958
1740465071512,Gyro,1.5,-0.0686954885074223,5.689868960088618,316.5213111828319,0.0,0.0,0.0,0,316.5213111828319
1740465071979,Gyro,2.0,-0.0726503584974787,6.538609730896566,333.3611146210717,0.0,0.0,0.0,0,7.156960983916633
1740465072291,Gyro,2.5,-0.0770756720514997,7.219928266510203,344.82851631493077,0.0,0.0,0.0,0,16.21037365185822
1740465072651,Gyro,3.0,-0.0815609265496204,7.7517439922562525,351.60681274408,0.0,0.0,0.0,0,20.574681055089968
1740465072904,Gyro,3.5,-0.0856956193719757,8.15197633346144,354.37930038819025,0.0,0.0,0.0,0,20.933179673282723
1740465073268,Gyro,4.0,-0.0890692478987006,8.438544715452483,353.82927572693234,0.0,0.0,0.0,0,17.96916598610727
1740465073506,Gyro,4.5,-0.0912713095099301,8.629368563556108,350.6400352399771,0.0,0.0,0.0,0,12.36593647323457
1740465073906,Gyro,5.0,-0.0918913015857982,8.742367303098948,345.49487540699164,0.0,0.0,0.0,0,4.806787614331597
1740465074226,Gyro,5.5,-0.0807800711810582,9.106085144092733,339.5843182510584,0.0,0.0,0.0,0,356.48224143248086
1740465074586,Gyro,6.0,-0.0649376286918462,8.906378296959685,329.2395144230101,0.0,0.0,0.0,0,343.7234485785151
1740465074826,Gyro,6.5,-0.0405786885807317,8.813032236645858,327.8250885256581,0.0,0.0,0.0,0,339.8950336552456
1740465075409,Gyro,7.0,-0.0466128595365015,9.02106959967299,326.6291018306597,0.0,0.0,0.0,0,336.2850579343297
1740465075544,Gyro,7.5,-0.0344420539223467,9.231267599411463,325.6228711506989,0.0,0.0,0.0,0,332.8648382284514
1740465076015,Gyro,8.0,-0.0286363354054785,9.147725808957068,323.81986634520695,0.0,0.0,0.0,0,328.6478443970419
1740465076126,Gyro,8.5,-0.0270498628567698,8.685457989963938,322.61559646616155,0.0,0.0,0.0,0,325.02958549207904
1740465076510,Gyro,9.0,-0.0413553188058053,8.656016275907056,321.5815341353345,0.0,0.0,0.0,0,321.5815341353345
1740465076775,Gyro,9.5,-0.021997931557914,8.452227284896924,320.4330654429514,0.0,0.0,0.0,0,320.4330654429514
1740465077252,Gyro,10.0,-0.032815156687793,7.777397990552376,318.7650334030691,0.0,0.0,0.0,0,318.7650334030691
1740465077363,Gyro,10.5,-0.0194210378946908,6.8852679147106075,318.2782566230756,0.0,0.0,0.0,0,318.2782566230756
1740465077972,Gyro,11.0,-0.0216836124738016,6.1356833237985535,317.69428656096386,0.0,0.0,0.0,0,317.69428656096386
1740465078091,Gyro,11.5,-0.0374840459182604,9.241961140078352,319.58533018960065,0.0,0.0,0.0,0,319.58533018960065
1740465078471,Gyro,12.0,-0.045716562637188,10.591280292513776,320.70845144491284,0.0,0.0,0.0,0,320.70845144491284
1740465078724,Gyro,12.5,-0.0435143691794568,10.20778526734216,321.2245676560929,0.0,0.0,0.0,0,321.2245676560929
1740465079105,Gyro,13.0,-0.027193835878509,7.7296097900620335,320.867839522716,0.0,0.0,0.0,0,320.867839522716
1740465079412,Gyro,13.5,-0.0218091487032883,3.432326676953225,319.97077844393215,0.0,0.0,0.0,0,319.97077844393215
1740465079873,Gyro,14.0,-0.0152694002075709,-2.285391356717841,317.51352412552745,0.0,0.0,0.0,0,317.51352412552745
1740465080010,Gyro,14.5,-0.0044428959917161,-9.411982645047276,314.3990419744977,0.0,0.0,0.0,0,314.3990419744977
1740465080586,Gyro,15.0,-0.0096942129761358,-17.496644546649012,310.95926454723394,0.0,0.0,0.0,0,310.95926454723394
1740465080683,Gyro,15.5,-0.0108731056717879,-26.341740929061466,307.56737751225523,0.0,0.0,0.0,0,307.56737751225523
1740465081032,Gyro,16.0,-0.0176640498486431,-35.34838119937846,304.43188520104246,0.0,0.0,0.0,0,304.43188520104246
1740465104930,Gyro,16.5,-0.0039877420912061,-44.55357875691349,301.11516342922164,0.0,0.0,0.0,0,12.885887056643298
1740465105185,Gyro,17.0,-0.0301100550202676,-53.67975024645246,297.98201257273263,0.0,0.0,0.0,0,9.752736200154288
1740465105565,Gyro,17.5,-0.0312812528842755,-62.307116130891714,295.27093459626974,0.0,0.0,0.0,0,7.0416582236914
1740465105863,Gyro,18.0,-0.04932823192285,-70.14583811379453,293.1633324844685,0.0,0.0,0.0,0,4.934056111890186
1740465106366,Gyro,18.5,-0.0706335976034643,-77.40518785423251,292.016507479565,0.0,0.0,0.0,0,3.787231106986667
1740465106645,Gyro,19.0,-0.0926837787554745,-83.22456971797875,291.2224689081364,0.0,0.0,0.0,0,2.99319253555808
1740465107025,Gyro,19.5,-0.1078041764998353,-87.57341069107449,290.8497942268681,0.0,0.0,0.0,0,2.6205178542897443
1740465107284,Gyro,20.0,-0.1285879118120285,-89.98355035321894,291.23793296501776,0.0,0.0,0.0,0,3.008656592439422
1740465107631,Gyro,20.5,-0.0971277386484133,-90.52795803942357,292.104852363514,0.0,0.0,0.0,0,3.8755759909356584
1740465107984,Gyro,21.0,-0.1200799142351408,-88.77014391552689,293.60767915658363,0.0,0.0,0.0,1,275.3627084298695
1740465108164,Gyro,21.5,-0.1340370554848954,-84.38820149885484,296.20835128473004,0.0,0.0,0.0,1,277.9633805580159
1740465108544,Gyro,22.0,-0.1139695957938201,-83.31997309937789,296.5199039228471,0.0,0.0,0.0,1,278.27493319613296
1740465108746,Gyro,22.5,-0.093568646110754,-82.8108418440657,296.27146158221285,0.0,0.0,0.0,1,278.0264908554987
1740465109104,Gyro,23.0,-0.0707264925139906,-83.06570435795912,296.0353551487379,0.0,0.0,0.0,1,277.79038442202375
