Quasi_Static_Interval_Number,Compass_Heading,True_Heading,Abs_Difference,Abs_Difference_From_Avg
1,253.7427523315127,290.0,36.25724766848731,36.25724766848731
2,304.2471324081977,15.0,289.2471324081977,289.2471324081977
