GT_Point,GT_Heading,value_3_Error,Corrected_Heading_Error
GT1,12.885887056643298,71.77072362742166,0.0
GT2,285.5112043799518,21.55116061514093,0.0
GT3,15.750185224615905,67.35295827463597,0.0
GT4,297.30448343420795,14.704181923748422,0.0
GT5,7.599820136054973,128.07970666760409,0.0
GT6,290.80086973444025,13.603357233626355,13.603357233626355
GT7,12.413606529283925,56.67175741014228,56.67175741014228
