Timestamp_(ms),Type,step,value_1,value_2,value_3,GroundTruth,value_4,value_5,turns,Compass_Heading,gyro_magnitude,gyro_roll_mean,gyro_roll_std,heading_diff,heading_roll_std,is_qs_candidate,Quasi_Static_Interval,Quasi_Static_Interval_Number
1740465190623,Compass,113.5,31.85379196422304,9.011209,2.152649,0.0,0.0,0.0,6,9.011209000000008,275.1356729146542,295.0874784644023,18.67238745538375,1.384350999999981,8.145831227209454,False,0,-1
1740465190843,Compass,114.0,31.85379196422304,10.260261,0.35906982,0.0,0.0,0.0,6,10.260261000000014,277.33553076555944,296.3111254052212,21.122406353225742,1.249052000000006,8.094695338136464,False,0,-1
1740465191205,Compass,114.5,31.85379196422304,13.815503,6.946472,0.0,0.0,0.0,6,13.815502999999978,281.04822104747655,298.7570090468503,24.47800749297951,3.5552419999999643,8.059280507381413,False,0,-1
1740465191383,Compass,115.0,33.14421612438586,12.36664,3.4194946,0.0,0.0,0.0,6,12.366640000000018,286.68922785633106,302.1698932024186,27.5086439362302,1.4488629999999603,8.089709536915036,False,0,-1
1740465191743,Compass,115.5,36.76174344682254,8.170497,357.6524,0.0,0.0,0.0,6,8.170497000000012,301.7961097650759,305.99121620315276,29.186712814185444,4.196143000000006,7.964732198231207,False,0,-1
1740465191944,Compass,116.0,36.98870182231325,8.519279,356.992,0.0,0.0,0.0,6,8.519278999999983,305.5003084810174,309.58840449712636,29.26388065730823,0.3487819999999715,2.121718858792855,True,1,4
1740465192264,Compass,116.5,37.27809343300701,10.16854,355.52563,0.0,0.0,0.0,6,10.168540000000007,318.8300341435715,312.47134950422674,27.963331379561915,1.649261000000024,1.5656802393935771,True,1,4
1740465192504,Compass,117.0,37.41130135066141,8.431183,353.69205,0.0,0.0,0.0,6,8.431182999999976,330.21751536708325,313.574644451629,26.69669926824314,1.7373570000000313,1.1724173261444477,True,1,4
1740465192843,Compass,117.5,37.75688058155758,6.7533255,351.61215,0.0,0.0,0.0,6,6.753325500000017,342.0598182573269,313.63194456335174,26.60908182523348,1.6778574999999591,1.1956615976996472,True,1,4
1740465193064,Compass,118.0,38.47508325202169,8.0561,352.15598,0.0,0.0,0.0,6,8.056100000000015,345.0733038639393,312.68412266486604,28.199972526495415,1.3027744999999982,1.2171659298927922,True,1,4
1740465193304,Compass,118.5,39.08949067524416,10.74895,358.9223,0.0,0.0,0.0,6,10.74894999999998,347.6033173269441,310.91042709196296,31.026913689291963,2.6928499999999644,1.1565829660187403,True,1,4
1740465193583,Compass,119.0,41.071726512894486,10.150143,354.29138,0.0,0.0,0.0,6,10.150143000000014,344.3589837775988,308.44508244303404,34.37725933450509,0.5988069999999652,1.1563318030118555,True,1,4
1740465193803,Compass,119.5,42.99518505018905,10.311335,356.85812,0.0,0.0,0.0,6,10.311334999999985,335.35387482780584,304.86572281886,37.7487904993773,0.16119199999997136,0.9281886832429467,True,1,4
1740465194143,Compass,120.0,47.17806197005129,9.887187,356.32523,0.0,0.0,0.0,6,9.887186999999983,320.6043844187838,301.170312863825,40.308645339640066,0.4241480000000024,0.8787954184192898,True,1,4
1740465194483,Compass,120.5,51.09874784424761,12.602838,0.44747925,0.0,0.0,0.0,6,12.60283800000002,292.0133639612667,296.97907906887417,41.58939457924244,2.7156510000000367,0.9180160785236029,True,1,4
1740465194663,Compass,121.0,54.428960294589494,11.866783,355.6851,0.0,0.0,0.0,6,11.866782999999998,275.99517459049594,292.6278450464323,41.27661203318812,0.7360550000000217,0.9781390337150108,True,1,4
1740465195004,Compass,121.5,57.26780563719899,12.553761,1.1008606,0.0,0.0,0.0,6,12.553761000000009,263.11820228827327,288.33301617854676,39.05777076312238,0.6869780000000105,1.2615732899436025,True,1,4
1740465195303,Compass,122.0,59.68213326658155,15.509864,5.4888306,0.0,0.0,0.0,6,15.509863999999993,254.4427874539297,284.8603188754143,35.83533636599148,2.9561029999999846,1.2792891706182035,True,1,4
1740465195584,Compass,122.5,59.68213326658155,17.007084,4.0761414,0.0,0.0,0.0,6,17.00708400000002,249.7090581223981,281.60010008751755,31.706034979968106,1.497220000000027,1.25914545808056,True,1,4
1740465195763,Compass,123.0,59.68213326658155,14.713948,1.2485657,0.0,0.0,0.0,6,14.713948000000016,248.10571540246443,279.66307861310634,28.302938963963612,2.293136000000004,1.3242700088974564,True,1,4
1740465196123,Compass,123.5,59.35081744382297,13.2934475,0.55911255,0.0,0.0,0.0,6,13.293447500000013,250.0691591554944,278.7261262046634,26.503038839267628,1.4205005000000028,1.2739952068511438,True,1,4
1740465196424,Compass,124.0,58.40192767580536,15.826316,8.675201,0.0,0.0,0.0,6,15.82631600000002,255.9615272193086,279.00201693810754,26.987237652493036,2.5328685000000064,1.2162450423156042,True,1,4
1740465196645,Compass,124.5,57.20266192451187,15.597668,1.9046631,0.0,0.0,0.0,6,15.597667999999999,264.9490050304544,281.17683481225845,29.323976212496444,0.22864800000002106,1.2766723583390076,True,1,4
1740465196984,Compass,125.0,55.28311366276324,11.056975,12.406433,0.0,0.0,0.0,6,11.056975000000023,277.63738523904374,285.20092983662585,32.52866307465644,4.540692999999976,1.2454974731005617,True,1,4
1740465197243,Compass,125.5,53.60252297000581,10.2826,351.92902,0.0,0.0,0.0,6,10.282600000000002,292.9828443169529,290.08763952857834,34.42489151005152,0.7743750000000205,1.2324293234537225,True,1,4
1740465197483,Compass,126.0,51.728935930482855,12.572062,347.7446,0.0,0.0,0.0,6,12.572062000000017,298.7000355084928,295.37036170219653,34.64356352522136,2.2894620000000145,1.2078246055602748,True,1,4
1740465197823,Compass,126.5,49.28766009357717,16.144396,353.18423,0.0,0.0,0.0,6,16.14439600000003,315.3036616614302,300.581694648836,33.13065193524468,3.572334000000012,1.2809312616155402,True,1,4
1740465198004,Compass,127.0,47.922830219531065,15.279239,349.89612,0.0,0.0,0.0,6,15.279239000000018,321.29958870116235,305.29433267195657,30.014084209410804,0.8651570000000106,1.3855518133165936,True,1,4
1740465198343,Compass,127.5,45.63925291073463,12.982815,336.26367,0.0,0.0,0.0,6,12.982815000000016,324.7427454204455,309.88459977993284,25.955594680430302,2.296424000000002,1.3855338988402512,True,1,4
1740465198543,Compass,128.0,44.54860407465087,13.182064,337.67264,0.0,0.0,0.0,6,13.182064000000025,324.6356320735299,314.1348150344445,21.29666272484518,0.1992490000000089,1.4067793401956445,True,1,4
1740465198884,Compass,128.5,43.28827785902322,15.369614,330.21487,0.0,0.0,0.0,6,15.369614000000013,336.3565999560079,317.97505362769994,16.431835923950324,2.1875499999999874,1.3604373386399937,True,1,4
1740465199083,Compass,129.0,43.22330281514822,14.477841,324.75708,0.0,0.0,0.0,6,14.477841000000012,336.41884766756016,321.1683163995807,12.121894889303233,0.8917730000000006,1.131164967135092,True,1,4
1740465199443,Compass,129.5,41.82819212265813,13.260282,319.8652,0.0,0.0,0.0,6,13.260282000000018,333.68362005820296,323.54038799326645,9.38478226788139,1.2175589999999943,1.130938019482319,True,1,4
1740465199663,Compass,130.0,40.960537411025264,13.387152,314.36658,0.0,0.0,0.0,6,13.387152000000015,327.8790523219905,325.77035262990364,6.630667849767286,0.1268699999999967,1.1404326744828348,True,1,4
1740465199981,Compass,130.5,39.90237109182862,17.183659,317.6901,0.0,0.0,0.0,6,17.183658999999977,318.7952857492712,327.1673660684219,6.4735898775386636,3.7965069999999628,1.1807461198785998,True,1,4
1740465200204,Compass,131.0,39.30300958578108,15.762232,312.3857,0.0,0.0,0.0,6,15.762231999999983,318.9231657751398,328.42279443066843,7.054314672614578,1.4214269999999942,1.1737097761032376,True,1,4
1740465200403,Compass,131.5,39.30300958578108,15.248871,311.15872,0.0,0.0,0.0,6,15.248871000000008,319.714756036983,329.6838229500499,7.979474065066359,0.5133609999999749,1.1908705693715622,True,1,4
1740465200843,Compass,132.0,39.30300958578108,16.354599,316.45767,0.0,0.0,0.0,6,16.354599000000007,322.55258392928596,331.0965081752916,8.850164056536531,1.1057279999999992,1.1834113696583293,True,1,4
1740465201103,Compass,132.5,39.537660053422485,17.121117,320.7416,0.0,0.0,0.0,6,17.121117000000027,325.53632681725503,332.4338070791213,10.964691572683671,0.7665180000000191,1.2023441164294504,True,1,4
1740465201383,Compass,133.0,39.537660053422485,16.341545,336.19257,0.0,0.0,0.0,6,16.341544999999996,328.56391822224003,333.56643242065417,12.212246871777854,0.7795720000000301,1.2337207874764717,True,1,4
1740465201643,Compass,133.5,39.763264296332615,15.978891,328.52628,0.0,0.0,0.0,6,15.978890999999976,332.1495050580503,334.68031833479597,12.962631526283328,0.36265400000002046,1.2434726975318877,True,1,4
1740465201943,Compass,134.0,39.763264296332615,19.82859,342.10358,0.0,0.0,0.0,6,19.82859000000002,336.2588632392043,335.9540083478698,13.18336722562211,3.8496990000000437,1.196539115350673,True,1,4
1740465202184,Compass,134.5,39.84667881392375,21.046188,343.8483,0.0,0.0,0.0,6,21.04618800000003,340.13101413485924,338.1824891172046,12.897858274066396,1.2175980000000095,1.2704882595045706,True,1,4
1740465202463,Compass,135.0,42.5152086758374,18.477043,347.9567,0.0,0.0,0.0,6,18.47704299999998,343.6581732111671,340.54298586699923,12.349747824091308,2.5691450000000486,1.287156039897944,True,1,4
1740465202743,Compass,135.5,44.01149530236391,18.784016,346.18872,0.0,0.0,0.0,6,18.78401600000001,345.82591045215617,342.14017041820296,10.93141499821628,0.3069730000000277,1.291292129960088,True,1,4
1740465203023,Compass,136.0,45.36772496775654,21.308855,350.49448,0.0,0.0,0.0,6,21.308854999999994,356.4160835134544,343.50165737587844,9.494961756179803,2.524838999999986,1.293276119443325,True,1,4
1740465203264,Compass,136.5,45.36772496775654,21.056578,349.49585,0.0,0.0,0.0,6,21.056578000000002,353.4082277905521,343.86304261203287,8.843132429801084,0.2522769999999923,1.2795247186831213,True,1,4
1740465203443,Compass,137.0,45.36772496775654,19.028204,345.34818,0.0,0.0,0.0,6,19.028204000000017,350.39190877033013,343.3617853481691,9.919829170077183,2.0283739999999852,1.291432625794389,True,1,4
1740465203828,Compass,137.5,43.63310275753949,18.008615,349.21405,0.0,0.0,0.0,6,18.00861500000002,346.9844025180983,342.08699179009386,12.38580160778475,1.0195889999999963,1.246441191664651,True,1,4
1740465204084,Compass,138.0,42.797396971077575,22.309679,351.63654,0.0,0.0,0.0,6,22.309679000000017,352.2224972892941,340.6879338355973,14.150658976126016,4.301063999999997,1.0979828302513701,True,1,4
1740465204223,Compass,138.5,42.51176307799995,23.043552,353.80618,0.0,0.0,0.0,6,23.043551999999977,354.33061702205833,339.0041743185572,15.645326415733269,0.73387299999996,1.0975624892946443,True,1,4
1740465204523,Compass,139.0,41.0918369326561,22.604113,350.22183,0.0,0.0,0.0,6,22.604112999999984,343.67252430503925,336.32304015291135,18.051727984190368,0.43943899999999303,1.0748287267280268,True,1,4
1740465204863,Compass,139.5,39.694684389096736,21.584225,348.67758,0.0,0.0,0.0,6,21.584225000000004,342.9748882944178,332.957699723078,20.669257641497392,1.0198879999999804,1.0269393644215408,True,1,4
1740465205083,Compass,140.0,38.8201985118572,22.888266,348.95438,0.0,0.0,0.0,6,22.888265999999987,330.95710535957176,328.52074458128493,22.349050728262227,1.3040409999999838,1.00643988673269,True,1,4
1740465205364,Compass,140.5,38.10496399748988,25.493069,358.10275,0.0,0.0,0.0,6,25.49306899999999,321.0450592642829,324.67623804211047,22.719039547358456,2.604803000000004,1.0233923300538603,True,1,4
