Timestamp_(ms),Type,step,value_1,value_2,value_3,GroundTruth,value_4,value_5,turns
1740468753222,Gyro,17.5,-0.11379419374722345,-73.26075339262188,39.49696909307347,0.0,0.0,0.0,0
1740468756190,Gyro,18.0,-0.08879892225498748,-72.96486820628647,19.72285258954439,0.0,0.0,0.0,0
1740468757059,Gyro,18.5,-0.07077501368083228,-72.7250366457646,5.943762607665292,0.0,0.0,0.0,0
1740468757208,Gyro,19.0,-0.058826365665172284,-72.53527410296162,-2.4917859212368327,0.0,0.0,0.0,0
1740468757531,Gyro,19.5,-0.05205687584842193,-72.38959596978282,-6.235278065834983,0.0,0.0,0.0,0
1740468757752,Gyro,20.0,-0.0495704418709957,-72.28201763813352,-5.938198894802163,0.0,0.0,0.0,0
1740468758114,Gyro,20.5,-0.050470961373307976,-72.20655449991908,-2.252033476811363,0.0,0.0,0.0,0
1740468758274,Gyro,21.0,-0.05386233199577324,-72.1572219470448,4.171733119464427,0.0,0.0,0.0,0
1740468758696,Gyro,21.5,-0.05884845137880594,-72.128035371416,12.681615825352175,0.0,0.0,0.0,0
1740468758810,Gyro,22.0,-0.06453321716282051,-72.11301016493802,22.62612957217889,0.0,0.0,0.0,0
1740468759175,Gyro,22.5,-0.07002052698823055,-72.10616171951524,33.35378929127122,0.0,0.0,0.0,0
1740468759458,Gyro,23.0,-0.07504725696085227,-72.53490955704385,42.70309920823743,0.0,0.0,0.0,0
1740468759717,Gyro,23.5,-0.06677030165053854,-72.306963095782,49.86612919810331,0.0,0.0,0.0,0
1740468759897,Gyro,24.0,-0.07576787979740016,-72.01559490519685,55.24508594834843,0.0,0.0,0.0,0
1740468760292,Gyro,24.5,-0.06568512150866214,-71.56529546583758,58.89339075155205,0.0,0.0,0.0,0
1740468760559,Gyro,25.0,-0.037239512311947866,-71.55104505884182,61.79035163811624,0.0,0.0,0.0,0
1740468760837,Gyro,25.5,-0.025236878294540382,-71.64834690421613,62.56187553775664,0.0,0.0,0.0,0
1740468761075,Gyro,26.0,-0.009214247223684077,-71.49683100522954,61.96924388133298,0.0,0.0,0.0,0
