Quasi_Static_Interval_Number,Compass_Heading,True_Heading,Abs_Difference,Abs_Difference_From_Avg
1,5.596397322222218,12.885887056643298,7.28948973442108,49.49043059247618
2,271.526496625,285.5112043799518,13.984707754951785,42.79521257194548
3,8.378073800000005,204.58289863335102,196.204824833351,139.42490450645374
4,13.376413400000013,7.599820136054973,5.77659326394504,51.00332706295222
5,289.8794102173913,229.2354241695739,60.64398604781741,3.864065720920145
