Time (s),Original_Heading,Corrected_Heading,Original_East,Original_North,Corrected_East,Corrected_North
129.92,288.7,288.7,836541.3900520967,818660.43804986,836540.9674820391,818655.7653978013
129.93,288.76,288.76,836541.3846739389,818660.4398765456,836540.9621038813,818655.767224487
129.94,288.83,288.83,836541.3792980169,818660.4417097995,836540.9567279593,818655.7690577409
129.95,288.91,288.91,836541.37392466,818660.4435505589,836540.9513546025,818655.7708985002
129.96,289.02,289.02,836541.3685548478,818660.4454016311,836540.9459847903,818655.7727495725
129.97,289.28,289.28,836541.3631934903,818660.4472770516,836540.9406234329,818655.774624993
129.98,289.42,289.42,836541.357836732,818660.4491655662,836540.9352666744,818655.7765135076
129.99,289.56,289.56,836541.3524846027,818660.4510671648,836540.9299145453,818655.7784151062
130.0,289.69,289.69,836541.3471368019,818660.4529809023,836540.9245667444,818655.7803288436
130.01,289.81,289.81,836541.3417930225,818660.4549058352,836540.9192229649,818655.7822537766
130.02,290.03,290.03,836541.3364566717,818660.4568512727,836540.9138866141,818655.7841992142
130.03,290.15,290.15,836541.331124409,818660.4588078817,836540.9085543514,818655.786155823
130.04,290.27,290.27,836541.3257962543,818660.4607756538,836540.9032261969,818655.7881235952
130.05,290.36,290.36,836541.3204711981,818660.4627517938,836540.8979011406,818655.7900997351
130.06,290.43,290.43,836541.3151485595,818660.4647344374,836540.892578502,818655.7920823789
130.07,290.54,290.54,836541.3098297382,818660.466727297,836540.8872596808,818655.7940752384
130.08,290.6,290.6,836541.3045130054,818660.4687257252,836540.8819429479,818655.7960736665
130.09,290.68,290.68,836541.299199068,818660.4707315759,836540.8766290104,818655.7980795172
130.1,290.78,290.78,836541.2938886408,818660.4727466973,836540.8713185834,818655.8000946387
130.11,290.87,290.87,836541.2885813848,818660.4747701583,836540.8660113272,818655.8021180996
130.12,290.97,290.97,836541.2832776693,818660.476802878,836540.8607076118,818655.8041508193
130.13,290.98,290.98,836541.2779743073,818660.4788365246,836540.8554042499,818655.806184466
130.14,290.95,290.95,836541.272669883,818660.4808673941,836540.8500998254,818655.8082153355
130.15,290.9,290.9,836541.2673636873,818660.4828936324,836540.8447936297,818655.8102415737
130.16,290.88,290.88,836541.2620567846,818660.4849180185,836540.8394867271,818655.8122659598
130.17,290.9,290.9,836541.2567505889,818660.4869442566,836540.8341805313,818655.814292198
130.18,290.96,290.96,836541.251446518,818660.4889760512,836540.8288764604,818655.8163239926
130.19,291.05,291.05,836541.2461456443,818660.4910161752,836540.8235755868,818655.8183641166
130.2,291.15,291.15,836541.2408483396,818660.4930655478,836540.8182782821,818655.8204134892
130.21,291.24,291.24,836541.2355542604,818660.4951232377,836540.812984203,818655.8224711792
130.22,291.3,291.3,836541.2302623404,818660.4971864719,836540.807692283,818655.8245344134
130.23,291.36,291.36,836541.2249725836,818660.4992552464,836540.802402526,818655.8266031877
130.24,291.36,291.36,836541.2196828268,818660.5013240208,836540.7971127692,818655.8286719621
130.25,291.34,291.34,836541.2143923488,818660.5033909491,836540.7918222913,818655.8307388906
130.26,291.31,291.31,836541.2091007883,818660.5054551064,836540.7865307308,818655.8328030477
130.27,291.3,291.3,836541.2038088683,818660.5075183406,836540.7812388107,818655.834866282
130.28,291.32,291.32,836541.1985176672,818660.5095834208,836540.7759476097,818655.8369313622
130.29,291.35,291.35,836541.1932275489,818660.5116512722,836540.7706574913,818655.8389992135
130.3,291.39,291.39,836541.1879388766,818660.5137228157,836540.7653688191,818655.8410707571
130.31,291.45,291.45,836541.1826523757,818660.5157998974,836540.7600823181,818655.8431478387
130.32,291.52,291.52,836541.1773684155,818660.5178834342,836540.754798358,818655.8452313757
130.33,291.64,291.64,836541.1720888321,818660.5199780334,836540.7495187746,818655.8473259747
130.34,291.69,291.69,836541.1668110788,818660.5220772395,836540.7442410212,818655.8494251809
130.35,291.72,291.72,836541.161534424,818660.5241792087,836540.7389643665,818655.8515271501
130.37,291.74,291.74,836541.1509825832,818660.5283868312,836540.7284125256,818655.8557347725
130.38,291.74,291.74,836541.1457066636,818660.5304906424,836540.7231366062,818655.8578385838
130.39,291.72,291.72,836541.140430009,818660.5325926116,836540.7178599514,818655.859940553
130.39,291.69,291.69,836541.1351522555,818660.5346918178,836540.7125821981,818655.8620397592
130.4,291.65,291.65,836541.1298730378,818660.53678734,836540.7073029804,818655.8641352813
130.42,291.62,291.62,836541.1193124088,818660.540972854,836540.6967423514,818655.8683207955
130.42,291.59,291.59,836541.1140309997,818660.5430628461,836540.6914609422,818655.8704107874
130.43,291.55,291.55,836541.1087481322,818660.54514915,836540.6861780747,818655.8724970914
130.44,291.55,291.55,836541.1034652648,818660.547235454,836540.6808952073,818655.8745833953
130.45,291.55,291.55,836541.0981823973,818660.5493217579,836540.6756123399,818655.8766696992
130.46,291.55,291.55,836541.09289953,818660.5514080618,836540.6703294724,818655.8787560032
130.47,291.53,291.53,836541.0876159354,818660.5534925216,836540.6650458778,818655.8808404631
130.48,291.46,291.46,836541.0823297979,818660.5555705244,836540.6597597403,818655.8829184658
130.49,291.26,290.8,836541.0770364378,818660.5576300625,836540.6544500161,818655.8849354413
130.5,291.16,290.70000000000005,836541.0717394926,818660.55968036,836540.6491367795,818655.8869431462
130.51,291.09,290.6811111111111,836541.0664400449,818660.5617241843,836540.6438228824,818655.8889490999
130.52,291.06,290.70222222222225,836541.0611395288,818660.5637652334,836540.6385097246,818655.8909570108
130.53,291.05,290.74333333333334,836541.0558386551,818660.5658053575,836540.6331980089,818655.892968733
130.54,291.08,290.82444444444445,836541.050538852,818660.5678482567,836540.627889145,818655.8949879727
130.55,291.1,290.8955555555556,836541.0452397618,818660.569893006,836540.6225827918,818655.8970138009
130.56,291.13,290.9766666666667,836541.0399417421,818660.5719405285,836540.6172793127,818655.8990471385
130.57,291.15,291.04777777777775,836541.0346444374,818660.5739899011,836540.6119783603,818655.9010870566
130.58,291.14,291.0888888888889,836541.0293467751,818660.5760383486,836540.6066788742,818655.9031307779
130.59,291.02,291.02,836541.024044835,818660.5780756956,836540.6013769341,818655.9051681247
130.6,290.92,290.92,836541.0187393463,818660.5801037858,836540.5960714454,818655.9071962151
130.62,290.77,290.77,836541.0081177871,818660.5841321745,836540.5854498863,818655.9112246038
130.62,290.63,290.63,836541.0028021026,818660.5861333859,836540.5801342017,818655.9132258152
130.64,290.51,290.51,836540.9921623736,818660.5901135346,836540.5694944727,818655.9172059637
130.65,290.38,290.38,836540.9868380082,818660.5920915328,836540.5641701072,818655.919183962
130.65,290.36,290.36,836540.9815129519,818660.5940676727,836540.558845051,818655.921160102
130.66,290.36,290.36,836540.9761878956,818660.5960438127,836540.5535199947,818655.923136242
130.67,290.35,290.35,836540.970862494,818660.5980190237,836540.548194593,818655.9251114529
130.68,290.32,290.32,836540.9655360603,818660.5999914453,836540.5428681594,818655.9270838746
130.69,290.26,290.26,836540.9602075623,818660.6019582883,836540.5375396614,818655.9290507176
130.7,290.18,290.18,836540.9548763236,818660.6039176885,836540.5322084227,818655.9310101178
130.71,290.16,290.16,836540.9495444022,818660.6058752285,836540.5268765013,818655.9329676578
130.72,290.17,290.17,836540.944212822,818660.6078336997,836540.5215449211,818655.934926129
130.73,290.21,290.21,836540.9388826094,818660.6097958912,836540.5162147084,818655.9368883204
130.74,290.24,290.24,836540.9335534268,818660.611760874,836540.5108855258,818655.9388533032
130.75,290.29,290.29,836540.9282259608,818660.6137305063,836540.50555806,818655.9408229355
130.76,290.28,290.28,836540.9228981497,818660.6156992095,836540.5002302488,818655.9427916388
130.77,290.23,290.23,836540.9175686237,818660.6176632633,836540.4949007228,818655.9447556926
130.78,290.16,290.16,836540.9122367023,818660.6196208033,836540.4895688014,818655.9467132326
130.79,290.05,290.05,836540.9069010321,818660.6215681031,836540.4842331312,818655.9486605324
130.8,289.79,289.79,836540.9015565801,818660.6234911698,836540.4788886792,818655.950583599
130.81,289.65,289.65,836540.8962074443,818660.6254011727,836540.4735395433,818655.952493602
130.82,289.51,289.51,836540.8908536589,818660.6272980996,836540.468185758,818655.9543905288
130.83,289.37,289.37,836540.8854952543,818660.6291819385,836540.4628273534,818655.9562743678
130.84,289.24,289.24,836540.880132588,818660.6310536143,836540.4574646871,818655.9581460436
130.85,289.0,289.0,836540.8747621295,818660.6329028122,836540.4520942286,818655.9599952415
130.86,288.89,288.89,836540.8693881304,818660.6347416952,836540.4467202295,818655.9618341245
130.87,288.81,288.81,836540.8640115701,818660.6365730728,836540.4413436692,818655.963665502
130.88,288.74,288.74,836540.8586327761,818660.63839788,836540.4359648752,818655.9654903093
130.89,288.71,288.71,836540.8532530266,818660.6402198718,836540.4305851258,818655.9673123009
130.9,288.69,288.69,836540.847872641,818660.642039985,836540.4252047401,818655.9691324143
130.91,288.69,288.69,836540.8424922554,818660.6438600983,836540.4198243545,818655.9709525276
130.92,288.7,288.7,836540.8371121889,818660.6456811508,836540.414444288,818655.9727735801
130.93,288.72,288.72,836540.8317327586,818660.6475040817,836540.4090648576,818655.974596511
130.94,288.76,288.76,836540.8263546007,818660.6493307675,836540.4036866998,818655.9764231966
130.95,288.81,288.81,836540.8209780406,818660.651162145,836540.3983101397,818655.9782545742
130.96,288.96,288.96,836540.8156062914,818660.6530075922,836540.3929383905,818655.9801000215
130.97,289.07,289.07,836540.810238097,818660.6548633482,836540.3875701962,818655.9819557775
130.98,289.17,289.17,836540.8048731484,818660.656728472,836540.3822052475,818655.9838209013
130.99,289.26,289.26,836540.7995111366,818660.6586020201,836540.3768432357,818655.9856944494
131.0,289.33,289.33,836540.7941514171,818660.6604821184,836540.3714835163,818655.9875745476
131.01,289.42,289.42,836540.7887946587,818660.662370633,836540.3661267578,818655.9894630623
131.02,289.46,289.46,836540.7834392191,818660.6642628862,836540.3607713182,818655.9913553154
131.03,289.53,289.53,836540.7780860963,818660.6661616814,836540.3554181954,818655.9932541107
131.04,289.63,289.63,836540.7727362959,818660.668069816,836540.350068395,818655.9951622452
131.05,289.76,289.76,836540.767390838,818660.6699900853,836540.3447229371,818655.9970825146
131.06,290.04,290.04,836540.7620548286,818660.671936454,836540.3393869277,818655.9990288833
131.07,290.18,290.18,836540.7567235898,818660.6738958543,836540.3340556889,818656.0009882835
131.08,290.33,290.33,836540.7513974995,818660.6758692049,836540.3287295986,818656.0029616342
131.09,290.49,290.49,836540.7460769411,818660.6778574211,836540.3234090403,818656.0049498504
131.1,290.66,290.66,836540.7407623049,818660.6798614156,836540.318094404,818656.0069538449
131.11,290.98,290.98,836540.735458943,818660.6818950623,836540.312791042,818656.0089874916
131.12,291.13,291.13,836540.7301609232,818660.6839425848,836540.3074930223,818656.0110350141
131.13,291.29,291.29,836540.7248686437,818660.686004894,836540.3022007428,818656.0130973232
131.14,291.43,291.43,836540.7195814175,818660.6880801296,836540.2969135166,818656.0151725588
131.15,291.54,291.54,836540.7142981866,818660.6901655125,836540.2916302857,818656.0172579418
131.16,291.7,291.7,836540.7090207987,818660.6922656397,836540.2863528978,818656.0193580689
131.17,291.77,291.77,836540.70374598,818660.694372214,836540.2810780791,818656.0214646432
131.18,291.85,291.85,836540.6984741081,818660.6964861503,836540.2758062072,818656.0235785795
131.19,291.97,291.97,836540.6932066757,818660.6986111226,836540.2705387748,818656.0257035518
131.2,292.12,292.12,836540.6879448239,818660.7007498777,836540.265276923,818656.027842307
131.21,292.27,292.27,836540.6826885891,818660.7029024016,836540.2600206882,818656.0299948308
131.22,292.49,292.49,836540.6774406595,818660.7050750928,836540.2547727586,818656.032167522
131.23,292.53,292.53,836540.6721942467,818660.7072514459,836540.2495263458,818656.0343438751
131.24,292.52,292.52,836540.6669474542,818660.709426884,836540.2442795533,818656.0365193131
131.25,292.49,292.49,836540.6616995246,818660.7115995751,836540.2390316237,818656.0386920044
131.26,292.48,292.48,836540.6564512153,818660.7137713494,836540.2337833145,818656.0408637786
131.27,292.56,292.56,836540.6512059438,818660.7159504492,836540.2285380429,818656.0430428785
131.28,292.67,292.67,836540.6459648652,818660.7181396157,836540.2232969643,818656.0452320449
131.29,292.83,292.83,836540.6407299206,818660.7203434092,836540.2180620198,818656.0474358385
131.3,293.03,293.03,836540.6355026996,818660.7225654634,836540.2128347987,818656.0496578927
