Start_Time,End_Time,Mean_Heading,Reason
1740465076.777,1740465077.374,12.885887056643297,Insufficient gyro data points
1740465077.974,1740465079.415,12.885887056643302,Insufficient gyro data points
1740465110.853,1740465115.139,285.5112043799518,Insufficient gyro data points
1740465127.754,1740465130.138,308.7467534265772,Insufficient gyro data points
1740465158.584,1740465161.043,7.599820136054975,Insufficient gyro data points
1740465172.803,1740465185.283,305.0690459429558,Insufficient gyro data points
