Time (s),Original_Heading,Improved_Heading,Original_East,Original_North,Improved_East,Improved_North
41.75,5.43,5.43,836560.962304937,818628.2910903703,836560.962304937,818628.2910903703
41.76,5.43,5.43,836560.9628424242,818628.2967447892,836560.9628424242,818628.2967447892
41.77,5.43,5.43,836560.9633799113,818628.3023992083,836560.9633799113,818628.3023992083
41.78,5.44,5.44,836560.9639183861,818628.3080535344,836560.9639183861,818628.3080535344
41.79,5.44,5.44,836560.9644568609,818628.3137078604,836560.9644568609,818628.3137078604
41.8,5.45,5.45,836560.9649963215,818628.3193620916,836560.9649963215,818628.3193620916
41.81,5.45,5.45,836560.9655357819,818628.3250163227,836560.9655357819,818628.3250163227
41.82,5.46,5.46,836560.96607623,818628.330670461,836560.96607623,818628.330670461
41.83,5.48,5.48,836560.9666186515,818628.3363244093,836560.9666186515,818628.3363244093
41.84,5.49,5.49,836560.9671620606,818628.3419782628,836560.9671620606,818628.3419782628
41.85,5.5,5.5,836560.9677064554,818628.3476320213,836560.9677064554,818628.3476320213
41.86,5.51,5.51,836560.9682518378,818628.3532856848,836560.9682518378,818628.3532856848
41.87,5.52,5.52,836560.9687982058,818628.3589392536,836560.9687982058,818628.3589392536
41.88,5.56,5.56,836560.9693485205,818628.3645924384,836560.9693485205,818628.3645924384
41.89,5.58,5.58,836560.9699008085,818628.3702454315,836560.9699008085,818628.3702454315
41.9,5.61,5.61,836560.9704560575,818628.3758981357,836560.9704560575,818628.3758981357
41.91,5.64,5.64,836560.9710142654,818628.3815505471,836560.9710142654,818628.3815505471
41.92,5.66,5.66,836560.9715744467,818628.3872027645,836560.9715744467,818628.3872027645
41.93,5.68,5.68,836560.9721366011,818628.392854786,836560.9721366011,818628.392854786
41.94,5.72,5.72,836560.9727027003,818628.3985064137,836560.9727027003,818628.3985064137
41.95,5.75,5.75,836560.9732717584,818628.4041577424,836560.9732717584,818628.4041577424
41.96,5.77,5.77,836560.9738427898,818628.4098088732,836560.9738427898,818628.4098088732
41.97,5.79,5.79,836560.9744157945,818628.4154598041,836560.9744157945,818628.4154598041
41.98,5.8,5.8,836560.9749897848,818628.421110636,836560.9749897848,818628.421110636
41.99,5.79,5.79,836560.9755627895,818628.4267615669,836560.9755627895,818628.4267615669
42.0,5.79,5.79,836560.9761357942,818628.4324124977,836560.9761357942,818628.4324124977
42.01,5.79,5.79,836560.9767087989,818628.4380634285,836560.9767087989,818628.4380634285
42.02,5.8,5.8,836560.9772827892,818628.4437142605,836560.9772827892,818628.4437142605
42.03,5.79,5.79,836560.9778557939,818628.4493651913,836560.9778557939,818628.4493651913
42.04,5.75,5.75,836560.978424852,818628.45501652,836560.978424852,818628.45501652
42.05,5.72,5.72,836560.9789909512,818628.4606681477,836560.9789909512,818628.4606681477
42.06,5.69,5.69,836560.9795540913,818628.4663200702,836560.9795540913,818628.4663200702
42.07,5.67,5.67,836560.9801152583,818628.4719721887,836560.9801152583,818628.4719721887
42.08,5.66,5.66,836560.9806754395,818628.4776244062,836560.9806754395,818628.4776244062
42.09,5.66,5.66,836560.9812356207,818628.4832766237,836560.9812356207,818628.4832766237
42.1,5.67,5.67,836560.9817967875,818628.4889287421,836560.9817967875,818628.4889287421
42.11,5.67,5.67,836560.9823579544,818628.4945808606,836560.9823579544,818628.4945808606
42.12,5.67,5.67,836560.9829191213,818628.5002329791,836560.9829191213,818628.5002329791
42.13,5.67,5.67,836560.9834802881,818628.5058850975,836560.9834802881,818628.5058850975
42.14,5.67,5.67,836560.984041455,818628.511537216,836560.984041455,818628.511537216
42.15,5.67,5.67,836560.9846026219,818628.5171893345,836560.9846026219,818628.5171893345
42.16,5.66,5.66,836560.9851628031,818628.5228415519,836560.9851628031,818628.5228415519
42.17,5.66,5.66,836560.9857229843,818628.5284937694,836560.9857229843,818628.5284937694
42.18,5.66,5.66,836560.9862831655,818628.5341459868,836560.9862831655,818628.5341459868
42.19,5.67,5.67,836560.9868443324,818628.5397981053,836560.9868443324,818628.5397981053
42.2,5.69,5.69,836560.9874074726,818628.5454500278,836560.9874074726,818628.5454500278
42.21,5.7,5.7,836560.9879716004,818628.5511018514,836560.9879716004,818628.5511018514
42.22,5.71,5.71,836560.9885367139,818628.556753576,836560.9885367139,818628.556753576
42.23,5.73,5.73,836560.9891038007,818628.5624051047,836560.9891038007,818628.5624051047
42.24,5.74,5.74,836560.9896718732,818628.5680565345,836560.9896718732,818628.5680565345
42.25,5.76,5.76,836560.9902419188,818628.5737077643,836560.9902419188,818628.5737077643
42.26,5.76,5.76,836560.9908119646,818628.579358994,836560.9908119646,818628.579358994
42.27,5.76,5.76,836560.9913820104,818628.5850102238,836560.9913820104,818628.5850102238
42.28,5.75,5.75,836560.9919510684,818628.5906615526,836560.9919510684,818628.5906615526
42.29,5.74,5.74,836560.992519141,818628.5963129823,836560.992519141,818628.5963129823
42.3,5.7,5.7,836560.9930832688,818628.6019648059,836560.9930832688,818628.6019648059
42.31,5.67,5.67,836560.9936444355,818628.6076169243,836560.9936444355,818628.6076169243
42.32,5.66,5.66,836560.9942046169,818628.6132691418,836560.9942046169,818628.6132691418
42.33,5.65,5.65,836560.9947638124,818628.6189214562,836560.9947638124,818628.6189214562
42.34,5.65,5.65,836560.9953230079,818628.6245737706,836560.9953230079,818628.6245737706
42.35,5.64,5.64,836560.9958812159,818628.6302261819,836560.9958812159,818628.6302261819
42.36,5.64,5.64,836560.9964394238,818628.6358785933,836560.9964394238,818628.6358785933
42.37,5.63,5.63,836560.996996646,818628.6415311015,836560.996996646,818628.6415311015
42.38,5.61,5.61,836560.9975518951,818628.6471838058,836560.9975518951,818628.6471838058
42.39,5.6,5.6,836560.9981061564,818628.6528366049,836560.9981061564,818628.6528366049
42.4,5.57,5.57,836560.9986574587,818628.6584896949,836560.9986574587,818628.6584896949
42.41,5.56,5.56,836560.9992077734,818628.6641428798,836560.9992077734,818628.6641428798
42.42,5.56,5.56,836560.999758088,818628.6697960647,836560.999758088,818628.6697960647
42.43,5.57,5.57,836561.0003093904,818628.6754491547,836561.0003093904,818628.6754491547
42.44,5.57,5.57,836561.0008606927,818628.6811022446,836561.0008606927,818628.6811022446
42.45,5.58,5.58,836561.0014129807,818628.6867552378,836561.0014129807,818628.6867552378
42.46,5.57,5.57,836561.0019642831,818628.6924083277,836561.0019642831,818628.6924083277
42.47,5.57,5.57,836561.0025155854,818628.6980614177,836561.0025155854,818628.6980614177
42.48,5.57,5.57,836561.0030668877,818628.7037145076,836561.0030668877,818628.7037145076
42.49,5.59,5.59,836561.0036201634,818628.7093674038,836561.0036201634,818628.7093674038
42.5,5.58,5.58,836561.0041724514,818628.7150203967,836561.0041724514,818628.7150203967
42.51,5.53,5.53,836561.0047198072,818628.7206738705,836561.0047198072,818628.7206738705
42.52,5.48,5.48,836561.0052622287,818628.7263278188,836561.0052622287,818628.7263278188
42.53,5.44,5.44,836561.0058007034,818628.731982145,836561.0058007034,818628.731982145
42.54,5.42,5.42,836561.006337203,818628.7376366588,836561.006337203,818628.7376366588
42.55,5.42,5.42,836561.0068737024,818628.7432911728,836561.0068737024,818628.7432911728
42.56,5.45,5.45,836561.007413163,818628.748945404,836561.007413163,818628.748945404
42.57,5.47,5.47,836561.0079545967,818628.7545994472,836561.0079545967,818628.7545994472
42.58,5.47,5.47,836561.0084960305,818628.7602534905,836561.0084960305,818628.7602534905
42.59,5.47,5.47,836561.0090374643,818628.7659075338,836561.0090374643,818628.7659075338
42.6,5.46,5.46,836561.0095779124,818628.7715616721,836561.0095779124,818628.7715616721
42.61,5.46,5.46,836561.0101183605,818628.7772158104,836561.0101183605,818628.7772158104
42.62,5.47,5.47,836561.0106597943,818628.7828698537,836561.0106597943,818628.7828698537
42.63,5.5,5.5,836561.0112041892,818628.7885236122,836561.0112041892,818628.7885236122
42.64,5.53,5.53,836561.0117515449,818628.7941770859,836561.0117515449,818628.7941770859
42.65,5.57,5.57,836561.0123028472,818628.7998301758,836561.0123028472,818628.7998301758
42.66,5.64,5.64,836561.0128610551,818628.8054825872,836561.0128610551,818628.8054825872
42.67,5.68,5.68,836561.0134232097,818628.8111346087,836561.0134232097,818628.8111346087
42.68,5.71,5.71,836561.0139883232,818628.8167863333,836561.0139883232,818628.8167863333
42.69,5.74,5.74,836561.0145563956,818628.8224377631,836561.0145563956,818628.8224377631
42.7,5.75,5.75,836561.0151254536,818628.8280890918,836561.0151254536,818628.8280890918
42.71,5.74,5.74,836561.0156935261,818628.8337405216,836561.0156935261,818628.8337405216
42.72,5.71,5.71,836561.0162586395,818628.8393922462,836561.0162586395,818628.8393922462
42.73,5.7,5.7,836561.0168227674,818628.8450440698,836561.0168227674,818628.8450440698
42.74,5.69,5.69,836561.0173859076,818628.8506959924,836561.0173859076,818628.8506959924
42.75,5.7,5.7,836561.0179500354,818628.856347816,836561.0179500354,818628.856347816
42.76,5.73,5.73,836561.0185171223,818628.8619993447,836561.0185171223,818628.8619993447
42.77,5.79,5.79,836561.019090127,818628.8676502755,836561.019090127,818628.8676502755
42.78,5.81,5.81,836561.0196651029,818628.8733010064,836561.0196651029,818628.8733010064
42.79,5.83,5.83,836561.0202420522,818628.8789515353,836561.0202420522,818628.8789515353
42.8,5.85,5.85,836561.0208209727,818628.8846018623,836561.0208209727,818628.8846018623
42.81,5.87,5.87,836561.0214018667,818628.8902519873,836561.0214018667,818628.8902519873
42.82,5.92,5.92,836561.0219876908,818628.8959016032,836561.0219876908,818628.8959016032
42.83,5.96,5.96,836561.0225774596,818628.9015508092,836561.0225774596,818628.9015508092
42.84,6.01,6.01,836561.0231721565,818628.9071994981,836561.0231721565,818628.9071994981
42.85,6.05,6.05,836561.023770798,818628.912847771,836561.023770798,818628.912847771
42.86,6.09,6.09,836561.0243733822,818628.9184956237,836561.0243733822,818628.9184956237
42.87,6.15,6.15,836561.0249818801,818628.9241428422,836561.0249818801,818628.9241428422
42.88,6.17,6.17,836561.0255923495,818628.9297898486,836561.0255923495,818628.9297898486
42.89,6.18,6.18,836561.0262038043,818628.9354367481,836561.0262038043,818628.9354367481
42.9,6.2,6.2,836561.0268172306,818628.9410834335,836561.0268172306,818628.9410834335
42.91,6.21,6.21,836561.0274316424,818628.9467300116,836561.0274316424,818628.9467300116
42.92,6.22,6.22,836561.0280470399,818628.9523764829,836561.0280470399,818628.9523764829
42.93,6.21,6.21,836561.0286614518,818628.9580230612,836561.0286614518,818628.9580230612
42.94,6.19,6.19,836561.0292738924,818628.9636698535,836561.0292738924,818628.9636698535
42.95,6.17,6.17,836561.0298843617,818628.96931686,836561.0298843617,818628.96931686
42.96,6.14,6.14,836561.030491874,818628.9749641855,836561.030491874,818628.9749641855
42.97,6.08,6.08,836561.0310934725,818628.9806121433,836561.0310934725,818628.9806121433
42.98,5.94,5.94,836561.0316812679,818628.9862615553,836561.0316812679,818628.9862615553
42.99,5.87,5.87,836561.0322621617,818628.9919116803,836561.0322621617,818628.9919116803
43.0,5.79,5.79,836561.0328351664,818628.9975626111,836561.0328351664,818628.9975626111
43.01,5.72,5.72,836561.0334012656,818629.0032142388,836561.0334012656,818629.0032142388
43.02,5.65,5.65,836561.0339604612,818629.0088665532,836561.0339604612,818629.0088665532
43.03,5.54,5.54,836561.0345088026,818629.01451993,836561.0345088026,818629.01451993
43.04,5.5,5.5,836561.0350531973,818629.0201736885,836561.0350531973,818629.0201736885
43.05,5.46,5.46,836561.0355936454,818629.0258278267,836561.0355936454,818629.0258278267
43.06,5.43,5.43,836561.0361311326,818629.0314822457,836561.0361311326,818629.0314822457
43.07,5.4,5.4,836561.0366656588,818629.0371369454,836561.0366656588,818629.0371369454
43.08,5.33,5.33,836561.0371932774,818629.0427922956,836561.0371932774,818629.0427922956
43.09,5.29,5.29,836561.0377169474,818629.0484480112,836561.0377169474,818629.0484480112
43.1,5.26,5.26,836561.0382376544,818629.0541040016,836561.0382376544,818629.0541040016
43.11,5.25,5.25,836561.0387573757,818629.0597600829,836561.0387573757,818629.0597600829
43.12,5.25,5.25,836561.0392770971,818629.0654161641,836561.0392770971,818629.0654161641
43.13,5.28,5.28,836561.0397997793,818629.0710719706,836561.0397997793,818629.0710719706
43.14,5.3,5.3,836561.040324435,818629.0767275954,836561.040324435,818629.0767275954
43.15,5.34,5.34,836561.0408530392,818629.0823828526,836561.0408530392,818629.0823828526
43.16,5.37,5.37,836561.0413846044,818629.0880378331,836561.0413846044,818629.0880378331
43.17,5.41,5.41,836561.0419201183,818629.09369244,836561.0419201183,818629.09369244
43.18,5.44,5.44,836561.0424585931,818629.099346766,836561.0424585931,818629.099346766
43.19,5.49,5.49,836561.0430020023,818629.1050006194,836561.0430020023,818629.1050006194
43.2,5.52,5.52,836561.0435483704,818629.1106541881,836561.0435483704,818629.1106541881
43.21,5.56,5.56,836561.044098685,818629.116307373,836561.044098685,818629.116307373
43.22,5.6,5.6,836561.0446529463,818629.1219601722,836561.0446529463,818629.1219601722
43.23,5.66,5.66,836561.0452131275,818629.1276123896,836561.0452131275,818629.1276123896
43.24,5.73,5.73,836561.0457802144,818629.1332639183,836561.0457802144,818629.1332639183
43.25,5.77,5.77,836561.0463512457,818629.1389150491,836561.0463512457,818629.1389150491
43.26,5.83,5.83,836561.046928195,818629.144565578,836561.046928195,818629.144565578
43.27,5.9,5.9,836561.0475120478,818629.150215398,836561.0475120478,818629.150215398
43.28,5.94,5.94,836561.0480998433,818629.15586481,836561.0480998433,818629.15586481
43.29,6.0,6.0,836561.0486935546,818629.161513604,836561.0486935546,818629.161513604
43.3,6.03,6.03,836561.0492902248,818629.1671620848,836561.0492902248,818629.1671620848
43.31,6.06,6.06,836561.0498898521,818629.1728102526,836561.0498898521,818629.1728102526
43.32,6.1,6.1,836561.0504934218,818629.1784580003,836561.0504934218,818629.1784580003
43.33,6.12,6.12,836561.0510989629,818629.184105538,836561.0510989629,818629.184105538
43.34,6.11,6.11,836561.0517035183,818629.1897531807,836561.0517035183,818629.1897531807
43.35,6.09,6.09,836561.0523061024,818629.1954010334,836561.0523061024,818629.1954010334
43.36,6.06,6.06,836561.0529057296,818629.2010492012,836561.0529057296,818629.2010492012
43.37,6.03,6.03,836561.0535023998,818629.2066976822,836561.0535023998,818629.2066976822
43.38,6.0,6.0,836561.0540961111,818629.212346476,836561.0540961111,818629.212346476
43.39,5.93,5.93,836561.0546829209,818629.2179959911,836561.0546829209,818629.2179959911
43.4,5.9,5.9,836561.0552667738,818629.2236458111,836561.0552667738,818629.2236458111
43.41,5.87,5.87,836561.0558476676,818629.2292959361,836561.0558476676,818629.2292959361
43.42,5.86,5.86,836561.0564275759,818629.234946162,836561.0564275759,818629.234946162
43.43,5.86,5.86,836561.0570074841,818629.2405963879,836561.0570074841,818629.2405963879
43.44,5.89,5.89,836561.0575903493,818629.2462463109,836561.0575903493,818629.2462463109
43.45,5.96,5.96,836561.0581801181,818629.2518955169,836561.0581801181,818629.2518955169
43.46,6.01,6.01,836561.058774815,818629.2575442059,836561.058774815,818629.2575442059
43.47,6.07,6.07,836561.0593754279,818629.2631922686,836561.0593754279,818629.2631922686
43.48,6.12,6.12,836561.059980969,818629.2688398063,836561.059980969,818629.2688398063
43.49,6.18,6.18,836561.0605924239,818629.2744867057,836561.0605924239,818629.2744867057
43.5,6.26,6.26,836561.0612117639,818629.2801327467,836561.0612117639,818629.2801327467
43.51,6.26,6.26,836561.061831104,818629.2857787877,836561.061831104,818629.2857787877
43.52,6.23,6.23,836561.0624474871,818629.2914251519,836561.0624474871,818629.2914251519
43.53,6.17,6.17,836561.0630579564,818629.2970721583,836561.0630579564,818629.2970721583
43.54,6.14,6.14,836561.0636654687,818629.3027194839,836561.0636654687,818629.3027194839
43.55,6.16,6.16,836561.0642749524,818629.3083665974,836561.0642749524,818629.3083665974
