step,heading_compass,x_compass,y_compass,heading_gyro,x_gyro,y_gyro,heading_compass_sin,heading_compass_cos,heading_gyro_sin,heading_gyro_cos,gt_x,gt_y,fused_heading,fused_x,fused_y
15.0,1.0446459,1.101169970347874,10.427035359529778,3.0831844954342067,-3.299485219008019,8.856648647430053,0.8647467602594171,0.5022081646298098,0.058374953788732586,-0.998294728409483,2.1050177222059574,8.147031687622075,1.3086855,1.798029683810969,6.76509574882983
15.5,1.668742,1.1113622940279813,10.77688692310782,-0.3087025395445018,-3.5769081386127475,9.070041533154924,0.9952071560099192,-0.09778914370546714,-0.303822764874374,0.9527285697112745,2.1751849796128226,8.41859941054281,1.3119198,1.8887216207296298,7.1031415631478625
16.0,2.0966506000000003,1.1241671454743636,11.12665261007473,2.8389904564223123,-3.865587776505257,9.2679406657105,0.8648954530858719,-0.501952044752668,0.2980051772150882,-0.9545642536534688,2.245352237019688,8.690167133463547,1.3128217,1.9783197547129177,7.441478930854584
16.5,0.3195164422841259,1.202220648507934,11.467838264322074,0.3195164422841259,-3.787534273471687,9.609126319957843,0.31410751374616697,0.9493874181851166,0.31410751374616697,0.9493874181851166,1.9670050942671617,8.769653625543496,1.3159353,2.0676126931395107,7.77989697284872
17.0,-1.9415182505362836,1.228717009033539,11.81683388446493,-2.813634414204884,-3.72824547411972,9.954068109643297,-0.9320660439107997,-0.3622884069197786,-0.3221107623068575,-0.9467019894381205,1.6886579515146356,8.849140117623444,1.3183392,2.1558515331118504,8.118591388392193
17.5,-0.838025452593147,1.2122513339799734,12.166446357848004,0.7584729165118134,-3.6853386364396568,10.301428158123684,-0.7433237322145527,0.6689318568633339,0.6878137571603816,0.7258872057426826,1.4103108087621097,8.928626609703393,1.315851,2.243275906148829,8.457496948982591
18.0,-0.771265452593159,1.196193032105588,12.516077779406352,-1.3491291952894002,-3.655235441999324,10.650131180313751,-0.6970431629183416,0.7170291688828246,-0.975532275850089,0.21985626844542314,1.1319636660095835,9.00811310178334,2.796947,2.331543291300843,8.79618392646833
18.5,-2.517750452593166,1.169486405447088,12.86505737206547,-2.4959542001929194,-3.6321174066763513,10.999366854955973,-0.5841579486977259,-0.8116400008459816,-0.6017085039089529,-0.7987157669181506,0.8536165232570574,9.08759959386329,2.8118827,2.0021249597103417,8.914436041934104
19.0,1.4225098545864405,1.128535692765734,13.212653458250124,2.99319253555808,-3.6138413495643698,11.348889366014186,0.989025692600506,0.14774362719281509,0.14785602487754898,-0.9890088957675809,0.5752693805045315,9.16708608594324,2.813546,1.6709772538860084,9.027755047080111
19.5,-1.000735452593151,1.1110772471199906,13.56221776231396,2.6205178542897443,-3.5978390973254686,11.698523357386996,-0.8418681239321831,0.5396832977839007,0.4978125821147085,-0.8672846321066034,0.2969222377520053,9.246572578023187,2.8177018,1.3396415330921392,9.140523128229022
20.0,1.7533820566433178,1.1217863768972418,13.91205388757751,3.008656592439422,-3.5794687052060405,12.048040923030523,0.9833774822051471,-0.18157292609820858,0.13254486603900195,-0.9911770066374134,0.01857509499947918,9.326059070103137,2.8161607,1.0078400249760455,9.251913249926979
20.5,-2.6002718791019497,0.7725802964574098,13.93561473187158,-2.407609316243928,-3.5558122079122687,12.397240536626803,-0.5152683826271192,-0.8570288757473885,-0.6698326175847514,-0.7425121308231672,-0.25977204775304674,9.405545562183086,2.8152235,0.6762105783391295,9.363814590952423
21.0,-0.5468545315668116,0.4225875898202716,13.933355240599168,-1.0974450860323195,-3.904280259707754,12.429951649078978,-0.5200030586557431,0.8541643981041774,-0.8900455535414353,0.4558715966378252,-0.5381191905055731,9.485032054263034,2.7773795,0.3446861538956286,9.476026693674925
21.5,2.0730325087887813,0.0728574273080954,13.947096180494489,1.5032270421140943,-4.250905145363925,12.47844070602842,0.8765082858477964,-0.48138677260614227,0.9977180642841326,0.06751788060301836,-0.816466333258099,9.564518546342983,2.7760696,0.017644634618846855,9.600701649737216
22.0,-1.0868457580352633,-0.2756045671922514,13.979871756596827,1.8147796802311582,-4.597261242847762,12.528813851014284,-0.8851637154868125,0.4652796973709267,0.9703834176317774,-0.2415699128311956,-1.094813476010625,9.644005038422932,1.304132,-0.30923329594832333,9.725804881142821
22.5,-1.7723287176796525,-0.6244337388037573,14.008476109986312,1.5663373395969025,-4.94383250839422,12.577684679711238,-0.979760988182161,-0.20017094203783803,0.9999900587330556,0.004458972421990347,-1.3731606187631513,9.72349153050288,2.8122747,-0.2170029938950803,10.063434221371374
23.0,2.381303629855534,-0.9740849086571384,14.024098511215383,1.330230906121944,-5.290602219367563,12.625126934626705,0.6891309111437552,-0.7246368658205141,0.9712034176115618,0.2382518029724482,-1.6515077615156772,9.80297802258283,2.8060675,-0.5481950908142892,10.176623421113474
23.5,1.281430363031479,-1.320894901843627,14.071245394738984,1.1525469015452536,-5.637517389159762,12.671493570994354,0.958424986965251,0.28534460632831016,0.9138013560154158,0.40616139863899825,-1.9298549042682032,9.882464514662777,2.7854986,-0.8786782207669197,10.29186621184987
24.0,-2.9975729037925625,-1.6658439017169293,14.130492229982805,0.9895724066123144,-5.9845630425424154,12.716873241202576,-0.14352239708029865,-0.9896470691798794,0.8357912860235294,0.5490472895909194,-2.2082020470207295,9.961951006742726,2.8003585,-1.2067211989320406,10.41388180297067
24.5,0.3891144437426597,-2.013346066114883,14.172232447264667,0.3122562804272384,-6.332120885767346,12.758147271934188,0.3793692071510395,0.9252453753818992,0.30720658971811937,0.9516428485696528,-2.486549189773256,10.041437498822676,2.8117082,-1.5365410335772713,10.53100941147777
25.0,1.7192817912777905,-2.363154400445738,14.18381386482353,0.12244569526872695,-6.679813554980213,12.798269681827316,0.9889962731786085,-0.14794043273839363,0.12213995422715156,0.9925128873628741,-2.7648963325257814,10.120923990902623,2.8191361,-1.8676689576539127,10.644386207590088
25.5,-2.6002718791019497,-2.7123604808855704,14.207374709117602,-2.6002718791019497,-7.029019635420045,12.821830526121389,-0.5152683826271192,-0.8570288757473885,-0.5152683826271192,-0.8570288757473885,-3.0432434752783077,10.200410482982573,2.8215973,-2.1996298941759003,10.75530030328331
26.0,-2.694026281730526,-3.061604646951157,14.230364108177884,-1.2559839810960334,-7.377576865579236,12.853577294519964,-0.4327728948157274,-0.9015029792035162,-0.9508545005663641,0.30963804474368173,-3.321590618030834,10.27989697506252,2.8176255,-2.5318628062161705,10.865397043277017
26.5,2.8284346228204917,-3.411123255264365,14.248714651570335,-0.5755625688698665,-7.7257325146920195,12.88946105116356,0.3080646089629625,-0.9513654380439185,-0.5443068080664837,0.83888622511785,-3.5999377607833596,10.35938346714247,2.7986126,-2.86365581497475,10.976812479096877
27.0,-2.286443779808071,-3.760886067257091,14.235831509603374,0.7492637469195707,-8.072965445443806,12.933384755487364,-0.7546686015034768,-0.6561061666413344,0.6810998671409041,0.7321905291525169,-3.878284903535886,10.43886995922242,2.8079479,-3.1932706493389538,11.094515754187498
27.5,-1.1664641824366022,-4.1108338745224255,14.229787323125096,1.856633795955208,-8.419284653334149,12.984010897412324,-0.9193653398241185,0.39340484482284044,0.9594258554587382,-0.28196103964425373,-4.156632046288412,10.518356451302367,1.6345731,-3.523969898269973,11.209136898643743
28.0,2.223781414934802,-4.460526673270508,14.244448377102673,2.541259238910431,-8.76497422240354,13.03877148393784,0.7942737196200913,-0.607560086181494,0.5649176210150099,-0.8251473089495849,-4.434979189040938,10.597842943382316,1.4467698,-3.5462766403848156,11.558425331398425
28.5,-0.6637379876937253,-4.810514042280655,14.241474905502816,2.074560713248463,-9.111098367003676,13.09071449621883,-0.6160655429375735,0.7876948944896321,0.8757716052189976,-0.482725693838789,-4.713326331793464,10.677329435462266,1.3483672,-3.502978573225046,11.905736830459755
29.0,1.3976479168572986,-5.159332834600096,14.212744257671508,-1.7792517058427215,-9.459930992302414,13.11927670074143,0.9850472276073406,0.17228453030696636,-0.9783517394059041,-0.2069489647266731,-4.9916734745459905,10.756815927542213,2.3882985,-3.4257687336331824,12.24711439368001
29.5,-2.140786792950866,-5.509127267789488,14.200750321298834,2.246488243376728,-9.809617953282688,13.134076339939092,-0.8419061198917932,-0.5396240221568583,0.7802743874704057,-0.6254373511852992,-5.270020617298517,10.836302419622163,1.3216945,-3.6810725544676113,12.486530264221921
30.0,-1.6322415027590118,-5.857885459669041,14.230207469784467,0.9023724637102468,-10.159555852506832,13.140669266951626,-0.9981128390370071,-0.061406518786571995,0.7847994508260341,0.619749805956529,-5.548367760051042,10.915788911702112,1.3585602,-3.5947857892514725,12.825727248507652
30.5,-1.7928959053875637,-6.206724876771781,14.25868660382012,0.7415154712290182,-10.50951088214609,13.146279724168824,-0.9754371084327872,-0.22027811396569344,0.6754062647515148,0.7374458471877151,-5.826714902803568,10.99527540378206,2.7931068,-3.521059558499737,13.167874063338862
31.0,-0.7184850008365125,-6.556709244812762,14.255378715225424,-2.66974006957685,-10.85411524100553,13.207499295018955,-0.658244930639312,0.7528038332046718,-0.4545372124234983,-0.8907277488224309,-6.105062045556094,11.074761895862009,2.8114603,-3.8500213494845417,13.287390338682723
31.5,0.41312059653487765,-6.906690682858582,14.25898329888787,1.0834842993877096,-11.20108604770796,13.253447736736437,0.4014693465494403,0.9158724604338562,0.8835946990633544,0.46825250430418436,-6.383409188308621,11.154248387941958,2.807751,-4.1811211510022765,13.400849236240019
32.0,-1.4304891132731932,-7.255342987009423,14.289668324719852,0.5764285001069034,-11.548449896222325,13.296323799350557,-0.9901730799532664,0.139847315797845,0.5450330216916967,0.8384145783952105,-6.661756331061147,11.233734880021906,2.8151808,-4.511797820749317,13.515535504315176
32.5,-2.593153515901786,-7.604546137581419,14.313272553802625,1.584868428187992,-11.895005337423038,13.34530671651745,-0.521355919365437,-0.8533393260260657,0.9999009896150771,-0.014071636961971123,-6.940103473813673,11.313221372101854,2.8230572,-4.843317456023347,13.627761755378703
33.0,0.717531791277775,-7.954503485065607,14.318736521393234,-2.0390800957291653,-12.238914985130505,13.41031559447828,0.657527051894879,0.7534309364675896,-0.8923442322918074,-0.45135548196022274,-7.2184506165662,11.392707864181803,2.8253365,-5.175710737282036,13.737373372345528
33.5,2.1626717912778126,-8.304211721867027,14.33302459730434,2.7678655568703867,-12.576167346531678,13.50391497871414,0.8298957830124579,-0.5579184432675974,0.365087786468862,-0.9309730974476473,-7.496797759318726,11.472194356261753,2.816423,-5.5083529906559825,13.84622708735013
34.0,-0.9091515415870113,-8.19640206338349,14.666006695228033,1.7956424955228023,-12.90330822438658,13.628328989325176,-0.7889827178332172,0.6144153895863205,0.9748284162705138,-0.2229564056750152,-7.409797811203775,11.782602692609307,2.8076084,-5.840011773182336,13.958041451244654
34.5,1.9719279584129836,-8.07199195104522,14.993149055597303,2.6410403430389344,-13.212481009381538,13.792378338663912,0.9206197262373792,-0.39046039448657655,0.47991016356409616,-0.8773176362685766,-7.322797863088824,12.093011028956862,2.4591482,-6.170672088252956,14.072774864152136
35.0,-1.6886588487666003,-7.9327430939112125,15.314256133979068,-2.68803322319528,-13.49852380737635,13.99406997883598,-0.9930622498945182,-0.11758982878819664,-0.43816785072344844,-0.8988931719578216,-7.235797914973874,12.40341936530442,1.313787,-6.442283750937423,14.293517032062526
35.5,-2.1088228487666,-7.795852716753138,15.636375715255214,-1.1617349670487975,-13.754507891316996,14.232758371450846,-0.8587216465660727,-0.5124423223337948,-0.9174945695099217,0.3977483059923743,-7.148797966858924,12.713827701651974,2.613024,-6.35331750788106,14.632021105297158
36.0,-0.8085218487666026,-7.651687864028038,15.95530595094752,-0.41769842061139073,-13.979367705603629,14.50097109284747,-0.7232672005235591,0.6905682852888726,-0.40565782822233076,0.914025014100786,-7.061798018743974,13.024236037999529,2.7158065,-6.655552930154046,14.80852535318788
36.5,-1.7280558487665978,-7.512659835387511,16.276508701951194,-0.95648014158159,-14.176252694801228,14.790343346231689,-0.9876601837292208,-0.15661213706466587,-0.8171677886762112,0.5763998656748899,-6.974798070629024,13.334644374347086,1.3186005,-6.974302934272033,14.953088262935793
37.0,3.137976958412988,-7.381618142616592,16.601051572394734,-1.8259682535292576,-14.344958261838066,15.09700020927372,0.0036156872986614066,-0.9999934633813155,-0.9676199136579413,-0.25241177209591115,-6.887798122514074,13.64505271069464,1.3172069,-6.886967122533665,15.292016656535386
37.5,0.4311711512334,-7.230586966547846,16.916788145910207,1.9694845677242334,-14.49299474859088,15.414151905769078,0.41793505265574316,0.9084769076655945,0.9215710244590204,-0.3882097975032981,-6.800798174399124,13.955461047042196,1.3056489,-6.799159039464283,15.630823003211006
38.0,-2.8420239326765717,-7.17146908987103,17.26175927029198,-2.842023932676552,-14.433876871914066,15.759123030150851,-0.29510816254189326,-0.9554638519594278,-0.2951081625419119,-0.9554638519594221,-6.713798226284173,14.26586938338975,1.3079969,-6.707441006177094,15.968591862595542
38.5,2.5350875400971127,-7.117813741401662,17.60762210955146,1.546344264336291,-14.386197710950253,16.105860247088675,0.5699993905692083,-0.8216451148462645,0.9997010632158144,0.024449625869738017,-6.626798278169224,14.576277719737305,1.3096389,-6.616516288073772,16.30657513975261
39.0,1.1706897056912133,-7.072408939901617,17.954664475842293,2.104101927811712,-14.373347372513354,16.455624265824245,0.921019468554174,0.38951654463473917,0.8611312680900642,-0.5083826699619077,-6.539798330054273,14.886686056084862,1.3123406,-6.526146657033567,16.644707258584372
39.5,-1.8762544358942748,-7.007484952528996,18.298590159477055,1.3641050229109055,-14.365015316306684,16.805525075825262,-0.9537092854474529,-0.3007301096520081,0.9787152904494868,0.20522275760835265,-6.452798381939323,15.197094392432417,1.3121836,-6.4366909063181295,16.98308230001612
40.0,-1.868027270300173,-6.942511581149093,18.64250651705769,0.7139909980362518,-14.360653906377568,17.15549790063232,-0.9561511376254481,-0.2928736963565718,0.6548551925261347,0.755754375985716,-6.365798433824374,15.507502728779972,1.3098809,-6.347182032285989,17.321443292847
40.5,-2.9669111047060728,-6.884145775232268,18.987605680631987,1.570286669140728,-14.35106277177224,17.505366461862078,-0.17379454150510182,-0.9847819339036594,0.9999998701245406,0.0005096576321046031,-6.278798485709423,15.817911065127529,2.812639,-6.256894230125087,17.659597270763797
41.0,1.917966060888027,-6.7966054112014405,19.326481298913016,2.7604028338705575,-14.334206952952924,17.8549603424892,0.9403394411502136,-0.34023776306768766,0.37202515009760406,-0.9282226498501613,-6.191798537594473,16.128319401475082,2.8109708,-6.588127540297643,17.772665808527982
41.5,-1.018794080697461,-6.689433152029597,19.659669094103663,-0.3259871704389745,-14.38574455246366,18.201145084840263,-0.8514762654141367,0.5243931439639488,-0.32024412290458243,0.9473350525263354,-6.104798589479524,16.43872773782264,2.7896166,-6.919171767048595,17.88628675701401
42.0,3.1225318920762284,-6.594788259290895,19.996629543234537,-2.632267037091946,-14.451171332989508,18.54497547382591,0.019059607365299994,-0.999818349185031,-0.4875885714201497,-0.8730735278431351,-6.017798641364573,16.749136074170195,2.8040893,-7.2477144183988464,18.006950447674235
42.5,-0.9867714423296743,-6.524533067550427,20.33950591750595,1.2734437254353104,-14.530804860328647,18.885795809668014,-0.8342501476300456,0.551386154323127,0.9561155001642322,0.29299001748472614,-5.930798693249623,17.05954441051775,2.7990997,-7.577968933333466,18.122846760666924
43.0,0.39074872326442645,-6.446055450032703,20.680594269034906,-0.7029398156210966,-14.622145077585072,19.223667034710264,0.3808808094248077,0.924624144726874,-0.6464633951799764,0.7629450037141456,-5.843798745134673,17.369952746865305,2.8079207,-7.907641060582932,18.24038946998916
43.5,-0.613735111141473,-6.373569393699103,21.023005968071608,-1.454832117710442,-14.717911185538888,19.560310544327457,-0.5759249333774115,0.8175025817171614,-0.9932836827528875,0.11570447518078655,-5.756798797019723,17.68036108321286,2.7928534,-8.238337194021417,18.3550196027154
44.0,-0.49776363836778614,-6.338288288893427,21.371223204353345,-2.947249758145677,-14.822412572251928,19.89434566250375,-0.4774617493914403,0.8786525353449255,-0.19312184228273802,-0.9811747826118042,-5.669798848904772,17.990769419560415,1.3228257,-8.567268684362443,18.474619245950787
44.5,3.1134570344059007,-6.319278620818348,21.72070658381462,1.2886251397199295,-14.938780558254198,20.224434274597193,0.02813190724351823,-0.9996042195763492,0.9604531537375378,0.2784416266933116,-5.582798900789823,18.301177755907972,1.3246527,-8.481365666078714,18.813913618803838
45.0,-2.602064614359172,-6.258716500101411,22.065427093117837,-1.42837771483752,-15.070664878616713,20.54863564110035,-0.5137311295578665,-0.8579512378469994,-0.9898755996722102,0.14193765241676462,-5.495798952674873,18.61158609225553,1.3207079,-8.396082682171878,19.15336437024791
45.5,1.7913703856408283,-6.171925098670148,22.40449530548461,3.053437330135008,-15.212675183571612,20.868531051018373,0.9757720118915576,-0.21878980965552777,0.08804118667249584,-0.9961168352403742,-5.408799004559922,18.92199442860308,1.3140225,-8.309461315371658,19.492476061013154
46.0,0.4140573856408274,-6.093308728507782,22.74555170308256,-2.4027222823731584,-15.35005338207394,21.190442887669736,0.4023271496078411,0.9154959665058223,-0.6734532862497369,-0.7392297824353602,-5.321799056444973,19.232402764950635,1.3095487,-8.220574811975048,19.831001081527035
46.5,-1.8576276143591723,-6.0282729345466795,23.08945626179595,-1.942163612873312,-15.484839557500583,21.51344859491631,-0.9591451636340297,-0.2829143953167644,-0.9318320425347885,-0.362889851753179,-5.234799108330023,19.54281110129819,1.3107306,-8.130174708083693,20.169125054673618
47.0,0.4691292928204138,-5.987120804388893,23.437028559575097,-0.5132746916572408,-15.611529275305823,21.839714920795075,0.45210981889398044,0.8919622815229645,-0.4910325934252914,0.8711412010656094,-5.147799160215072,19.85321943764575,1.3065567,-8.040174275971971,20.50735563019822
47.5,-2.8420239326765646,-5.928002927712077,23.78199968395687,-2.842023932676552,-15.552411398629008,22.184686045176846,-0.29510816254190003,-0.9554638519594257,-0.2951081625419119,-0.9554638519594221,-5.060799212100122,20.163627773993305,1.3077489,-7.94876289982291,20.845207610080735
48.0,0.19516357450302202,-5.88851321469359,24.129764780776146,-2.309529199103494,-15.49009003329806,22.52909285031183,0.1939270067544252,0.981015961160301,-0.7393223745386215,-0.6733516365960466,-4.973799263985172,20.474036110340858,1.3090837,-7.857754379763148,21.183168331580337
48.5,0.9752461901338734,-5.88255606239513,24.479714080441813,2.9563115323678986,-15.43389346212262,22.87455188607168,0.8278400171207582,0.5609642645066643,0.1842228504956551,-0.9828845005163401,-4.886799315870222,20.784444446688415,1.4033866,-7.767197046022199,21.52125022891548
49.0,-0.1407829085944936,-5.845106092717096,24.82770474090717,2.3003736451199543,-15.381655397489506,23.22063162342044,-0.1403183204126933,0.9901064432456547,0.7454562093444155,-0.666554603877173,-4.799799367755272,21.094852783035968,1.6915038,-7.7088769458697115,21.86635711948448
49.5,2.5349106998567486,-5.791451811734422,25.173567745769255,-2.9805330079541807,-15.323371639533695,23.565744653540353,0.5701446815754099,-0.8215443031701178,-0.16036422805553574,-0.9870579083114385,-4.712799419640322,21.405261119383525,1.3072037,-7.751022030055651,22.21381041401334
50.0,-3.0510136988715963,-5.733592628249402,25.518752210782456,3.0663436372143824,-15.266511745083712,23.91109513117595,-0.0904551456365466,-0.9959005304887989,0.07517802129209862,-0.9971701284708667,-4.625799471525372,21.71566945573108,1.3059101,-7.659829245958953,22.551721461670404
50.5,2.232779916759233,-5.681762881599364,25.86489333425985,2.9050240925621225,-15.2106244287479,24.256604332027074,0.7887745056976361,-0.6146826654148057,0.2343681465400668,-0.9721479166707985,-4.538799523410422,22.026077792078635,1.302862,-7.568199436821213,22.889514265142267
51.0,-2.702755081969112,-5.621806659082623,26.209719741864493,1.041532122280536,-15.16600205355565,24.603748169120863,-0.4248874685201555,-0.9052461759623919,0.8631788060717911,0.5048983548680639,-4.451799575295472,22.33648612842619,1.3016713,-7.475540441411485,23.227026206515696
51.5,1.3345222264821324,-5.537721549885357,26.549469200158818,-2.634455588439117,-15.143728294181551,24.953038706701467,0.9722168867357136,0.23408187701297326,-0.48567663898503977,-0.8741385487119278,-4.364799627180522,22.646894464773744,1.3084707,-7.382479608782827,23.564427571999687
52.0,1.1151385349333758,-5.454937943610669,26.889538126307848,1.0969143860023927,-15.148380037149204,25.30300779288961,0.8979717591316062,0.4400530874815998,0.889803497145479,0.4563438796211422,-4.277799679065572,22.9573028011213,1.3035115,-7.291715056598387,23.90245389651711
52.5,-0.8980391566153845,-5.384151833792587,27.232305287303213,2.6235648101838827,-15.182035850988072,25.651385872272975,-0.7821065247054785,0.6231447536593072,0.4951676973525975,-0.8687974168346303,-4.190799730950621,23.267711137468858,1.3075645,-7.199275278590532,24.24002594429633
53.0,0.6144301518358581,-5.304343216479652,27.573084665497664,-1.886479706681552,-15.242981766256715,25.99603873445762,0.5764929917843682,0.8171020930235758,-0.950584434570759,-0.3104661539552907,-4.103799782835671,23.578119473816415,1.3037138,-7.108204434453741,24.577969876551688
53.5,-1.123003846892484,-5.197777137378034,27.90646683476427,0.30501453901019815,-15.328364284470966,26.33546446356989,-0.9014051027273758,0.4329767208257841,0.3003070431680935,0.953842586501377,-4.016799834720722,23.888527810163968,1.3004677,-7.015832948542556,24.9155606178207
54.0,-3.0617855384412422,-5.102550937001932,28.24326346592606,1.047347866101095,-15.446121265065388,26.665060115120824,-0.07972242453472486,-0.9968171020936113,0.8661005514526683,0.49986981782598544,-3.9297998866057715,24.19893614651152,1.2983302,-6.922366108388364,25.252849736814465
54.5,0.05365007718958559,-5.02608145309825,28.584807632955016,1.3678649395143303,-15.597479699803458,26.980639937406156,0.05362434378188517,0.9985611797751613,0.9794799910575558,0.20154142779560347,-3.8427999384908214,24.509344482859078,1.3617871,-6.828178512731349,25.589938296134342
55.0,1.3410443856408278,-4.9419576696942435,28.924547517375135,1.4318287471545155,-15.782135007752476,27.277965377364215,0.9737229168897813,0.22773598996130612,0.9903595356081393,0.13852072130201573,-3.755799990375871,24.819752819206634,2.797068,-6.755556729342727,25.93232123463662
55.5,1.1988533856408274,-4.8586772773276845,29.26449512546684,-1.379971586287791,-15.981153442370124,27.56587449962737,0.9316229887665889,0.363426205441501,-0.9818481415760125,0.18966872932492174,-3.668800042260921,25.13016115555419,2.8096552,-7.084989380815718,26.05053345119428
