X,Y
0.0,0.0
0.0009176121696002987,0.32999872422163423
0.03051888199995809,0.6586684137648448
0.08296210591212087,0.9844746572067082
0.13455603793177806,1.3104164713066346
0.17105687432579308,1.6383916059472616
0.20515716273693693,1.9666250142564659
0.2588562427125426,2.2922266248326015
0.30958722090987123,2.61830386698719
0.35141518520967535,2.9456422567347635
0.39030954258328165,3.2733421636076434
0.4470294281933962,3.598431158463476
0.4941067193077965,3.925055910528181
0.540030670829811,4.251844818963892
0.5929385559099668,4.577575928464267
0.6482879454825847,4.9029010659405134
0.6965819246384598,5.229348139104437
0.7478057754788021,5.555348318713416
0.8083805627870797,5.879741128656172
0.8777704071325766,6.202363275294786
0.9136942446053826,6.530402111259718
0.9418588818531459,6.859198025481142
0.9784301313550072,7.18716531609085
1.0160772058413006,7.515010855610032
1.0433962607992155,7.843878107303183
1.0618817229951956,8.173359954583729
1.0747933753012955,8.503107265770229
1.100150553430635,8.832131601522642
1.0968887015191275,9.162115480404788
1.088669369411046,9.49201310479711
1.094966573743797,9.821953016322817
1.1048572144166855,10.15180476366862
1.1172110257509704,10.48157344524029
0.8091244976868855,10.599821875358487
0.48688878499582566,10.670984684932622
0.15836160527505366,10.70212777701924
-0.17012906407735007,10.733653641772007
-0.49942795705502074,10.755153387902615
-0.8293304895506828,10.763173303921416
-1.1579447853706442,10.793383311911334
-1.4830653832132568,10.849921766598937
-1.8097692746002672,10.896446677695945
-2.139185403369932,10.916068454027549
-2.467631474530835,10.94805561299747
-2.7942415734575703,10.99523445655121
-3.121733985211408,11.035838892807053
-3.4507293174214113,11.061569640639744
-3.776494340551611,11.114268309550642
-4.100727640040048,11.175691167696787
-4.428005562192176,11.217989650787617
-4.757815435867558,11.229189973382462
-5.086798750787741,11.255073916361217
-5.415842534421538,11.280177470929354
-5.745205771341417,11.300667911765505
-6.075077573580692,11.29147040735329
-6.405064020660093,11.288479630879946
-6.7346618946293635,11.304765866630934
-7.0646613835170005,11.304185062103928
-7.39370428943485,11.279070005561344
-7.7235654333033095,11.269497870700645
-8.052265426236673,11.29876072506599
-8.381066936621282,11.326859955817016
-8.711060192118337,11.324750139129199
-9.041033908691004,11.328915036633523
-9.36971690552377,11.358368178962177
-9.698946529850918,11.380903805543333
-10.02890181054932,11.386336368404365
-10.358615134625776,11.400088601912206
-10.330900413818048,11.728922745897513
-10.286692489107647,12.055948217983099
-10.227567164294937,12.380608341752236
-10.170824220206342,12.705693312638555
-10.106718869437287,13.029406926814383
-10.047816797276685,13.35410762883886
-9.996963062341287,13.680165748877481
-9.925869160550176,14.002416671495425
-9.874846424593935,14.328448388381283
-9.828627757243572,14.655195744588424
-9.789843364055928,14.982908684285754
-9.732264454552352,15.307846630946926
-9.674282988230697,15.632712987412459
