X,Y
0.0,0.0
0.06908502173610032,0.4121812329394743
0.06908502173610032,0.4121812329394743
3.0053715171525255,8.827575290575624
3.108984886435792,10.1671612089267
3.108984886435792,10.1671612089267
3.108984886435792,10.1671612089267
3.108984886435792,10.1671612089267
3.108984886435792,10.1671612089267
4.663534043240361,12.262437826604582
2.314437258755788,9.102348366403021
-7.427712737582624,11.884375589201227
-2.72971553937532,28.64642575196922
-5.528001366765238,30.088999803410843
-4.249966486939229,39.70653390593361
-23.07786385191139,46.541487324866466
-16.099981057690457,73.12711574393325
