X,Y
-15.15519394403603,13.197354201618712
-15.473727806016374,13.28358748273388
-15.785309965027913,13.39229147615504
-15.85990411344459,13.71375020293344
-15.936197183850894,14.034809959689062
-15.957811053024672,14.364101381774939
-16.010573451042067,14.68985608911691
-15.983586144391488,15.018750730726875
-15.998263648247118,15.348424161382983
-16.027221778993855,15.67715114029353
-16.077455653922158,16.003305333597385
-16.164248972449744,16.32168705395672
-16.2951270575323,16.62462422045354
-16.479763518784797,16.89813724971569
-16.636582592368125,17.188495266929724
-16.771877857924,17.48948561746968
-16.919220115541453,17.784765584823024
-17.079858390002123,18.07302821642535
-17.230311418478493,18.36673536006045
-17.395085137749344,18.652654267161136
-17.552839739505806,18.942505066064054
-17.68198251534923,19.24618605566903
-17.81113650038461,19.549862278230954
-17.88485970647937,19.871521863636254
-18.024061155265372,20.170725735028117
-18.162727671330373,20.470177897021305
-18.29696908295212,20.771639741051025
-18.471763483379732,21.05154493496345
-18.628077973674042,21.34217490610206
-18.78194171292968,21.6341097442805
-18.87421538616251,21.950946562261176
-18.949026117853972,22.27235495422347
-19.059660872286,22.583256789392973
-19.177254345976035,22.891593901894066
-19.316760012948112,23.190656050757266
-19.38431843660137,23.513666668838912
-19.42477150365354,23.841177812719653
-19.498585877488097,24.16281648921148
-19.548575890003388,24.489008148590933
-19.62522528755437,24.809983022771252
-19.70516692858915,25.130153811614747
-19.76272091061127,25.455096174432214
-19.824909236427455,25.779183527058294
-19.907951666966184,26.09856410682203
-20.071006751978395,26.385466597664585
-20.277097176655584,26.64320044654047
-20.53668933019642,26.84694517363796
-20.790035046784364,27.058406630850712
-21.012540223296853,27.30211023448666
-21.202242453778354,27.572134425533207
-21.40510170418994,27.832419124511944
-21.619624448105025,28.08317795754309
-21.856553945584874,28.312883014570456
-22.0660408568546,28.567863864844885
-22.272009934125997,28.825694699323556
-22.472623106475847,29.08771446018088
-22.67100295661999,29.351429145128055
-22.95107680064101,29.52595318901682
-23.23810158059582,29.688792912953865
-23.532478709814598,29.83793078806583
-23.84139289154401,29.953999855118372
-24.142511574253973,30.089009258209483
-24.44481945546899,30.221334406821857
-24.749975326358623,30.346952456725486
-25.00356299371039,30.558123702322725
-25.177716725983114,30.838427961183484
-25.32813720725994,31.132151775016222
-25.46921021184628,31.430477783565564
-25.620134298832486,31.72394314773548
-25.71153443158944,32.04103306515956
-25.84577566327572,32.34249498931475
-25.965526367751668,32.650000710850975
-26.083861966087586,32.9580537682396
-26.16851421900922,33.27701143953047
-26.31460427800244,33.5729129343955
-26.339144833905845,33.901999186183616
-26.32068391124332,34.23148240932927
-26.29804551505989,34.56070498300586
-26.29697611923426,34.89070325026278
-26.317226772821776,35.22008131727587
-26.32306640187865,35.55002964464317
-26.320827993389113,35.88002205293074
-26.330978954506044,36.20986589172177
-26.33100677224189,36.53986589054931
-26.31634882430254,36.8695401912799
-26.282912893508367,37.19784194048622
-26.24655681051777,37.52583315260871
-26.212780163539747,37.85410002288185
-26.19095406450642,38.18337744603896
-26.15281658358796,38.51116629964627
-26.104792000534935,38.83765311319711
-26.05015675048227,39.16309894502122
-25.96210521636944,39.481134992255456
-25.889065706386962,39.802950513915796
-26.207738768166536,39.88866795494172
-26.527257782381334,39.97117613365876
-26.851848758659994,40.030679899240994
-27.180254621651294,40.06307726260501
-27.508659748211343,40.09548209016324
-27.83189249463011,40.16196962014128
-28.15725115527411,40.21712160962437
-28.476815305984832,40.29945479601076
-28.79210786808521,40.39687450800057
-29.093825915347917,40.530539088035745
-29.400102725490374,40.65339882745009
-29.69276690482429,40.80587072038385
-29.98374235433647,40.96154116645884
-30.272668790053487,41.12098242443136
-30.566881628733746,41.2704441437969
-30.86485394584744,41.412262683607096
-31.15929765552255,41.56126906545955
-31.46434098634743,41.687160154577334
-31.774269729590756,41.800492295259545
-32.09854143635601,41.86171206487321
-32.42472073905218,41.91178263999114
-32.7498817357579,41.968088289985964
-33.07563585328332,42.020854329398034
-33.40191522566101,42.070268610338104
-33.731165456218356,42.09250114680902
-34.058854608424255,42.13148600959676
-34.38561094526343,42.177641142956354
-34.71315453811332,42.217830628931985
-35.04021956171135,42.2617449812421
-35.367187696459034,42.306375003196216
-35.69002437208036,42.37475980321619
-36.01959686547775,42.39155181309669
-36.34039579400891,42.46893428820092
-36.665054014756194,42.5280700616482
-36.97763700336602,42.63386172120485
-37.304483806193765,42.679371802299954
-37.62111471141911,42.772349594574116
-37.94510028649283,42.83506599708695
-38.269764585172915,42.89416839266082
-38.592262999303436,42.96413104615037
-38.90742879846054,43.06196007579732
-39.21302791020911,43.18649594572438
-39.51422158476159,43.32133796591679
-39.792012904153054,43.499472698270566
-40.03054268505097,43.72751555306938
-40.28743474916691,43.93465431668993
-40.53503314168087,44.15281718251385
-40.77964074863955,44.37432817234945
-41.01065883911186,44.60997757692016
-41.25032718209625,44.83682352766893
-41.48206934041238,45.07176090668509
-41.73307622824834,45.28599335581198
-41.96640219617994,45.519357861872315
-42.208009738908494,45.744137298869276
-42.43158405099973,45.98686044768893
-42.69293231200461,46.18834763455134
-42.95510030206856,46.38876705722746
-43.20564672200401,46.603537845412276
-43.451899812400484,46.82321810276416
-43.69415252777549,47.04730206446922
-43.93251494607964,47.27551984979762
-44.1787443179959,47.49522669176146
-44.410780561828,47.72987362131369
-44.650463313412175,47.9567043480529
-44.849166769298535,48.22017528880125
-44.93061125050468,48.539967090574
-44.95877491901875,48.868763087775655
-44.945521421763964,49.19849683614017
-44.926295152409935,49.52793628515429
-44.92003968320759,49.857876990592494
-44.8831232162439,50.185805602437995
-44.86019596121851,50.51500818592877
-44.873240792635244,50.84475025539111
-44.88935000683815,51.17435682877484
-44.911469117803954,51.50361469873406
-44.94385333650878,51.83202185818537
-44.989908825135736,52.15879225459137
-45.031753063948294,52.48612856433747
-45.03711356703166,52.81608502359641
-45.06822616545353,53.14461509256946
-45.084215818991694,53.474227487633314
-45.10644081928551,53.80347822698243
-45.10684290242847,54.1334779820265
-45.13046872297213,54.46263116916531
-45.11832863910806,54.79240778805115
-45.08663800700389,55.12088260266688
-45.0634201556276,55.450064818737964
-45.05344575234463,55.779914043807764
-45.05386291769175,56.1099137801305
-45.011211231560026,56.4371458593497
-44.993719579409316,56.76668196071803
-44.94460295436354,57.09300627354825
-44.99424479907368,57.41925110071609
-45.053086852139806,57.74396268472714
-45.09945278013628,58.07068917695118
-45.1521492402022,58.39645455739625
-45.27107538794072,58.70428011089055
-45.39446306783459,59.01034461463185
-45.55381231175051,59.29932180830537
-45.74005704648669,59.57174225317516
-45.94499785867187,59.830391172563736
-46.16965783892139,60.07210979674128
-46.38678684438516,60.320615319791195
-46.622099802873606,60.55197610205002
-46.870186458747604,60.76958357245776
-47.10179968784913,61.004648057451064
-47.314052047311066,61.257331527236566
-47.46531328937166,61.55062325342448
-47.63444357283472,61.83398688414604
-47.74146008518761,62.146152651141435
-47.8380092154302,62.4617128917444
-47.911893926515894,62.7833354181131
-47.990846187751806,63.10375161690107
-48.04003783201871,63.430064629412556
-48.10020345109315,63.75453357751297
-48.179375171777124,64.07489562058915
-48.24601479788085,64.39809704421342
-48.29674393749077,64.72417457240945
-48.34027911936052,65.05129028273161
-48.395246364250845,65.37668020573041
-48.45403675948337,65.70140114658332
-48.51134418667708,66.02638708287662
-48.519879623048766,66.35627668005414
-48.47852204017556,66.68367483267399
-48.52094582993157,67.01093653538717
-48.552441630393176,67.33943008867746
-48.5560909252798,67.66940991025271
-48.50423444556748,67.99531005678818
-48.497672160919386,68.3252448024883
-48.51526067019345,68.65477574844257
-48.49054236784971,68.98384869708656
-48.47490152970158,69.31347782835688
-48.470286623271726,69.64344555804972
-48.45792887770267,69.97321409221338
-48.440998026397516,70.30277948219553
-48.42128190165613,70.63218997751282
-48.43344983144471,70.96196557012796
-48.46765598984076,71.29018796230707
-48.48147725727411,71.61989839976172
-48.46213041846157,71.94933079013639
-48.51225242805441,72.2755021931661
-48.55957685472399,72.60209122947994
-48.63446334045841,72.92348197958695
-48.69338700483108,73.24817876395184
-48.806926201437506,73.55803171429113
-48.95732671254473,73.85176575429789
-49.12229351851883,74.13757329955641
-49.277696745771046,74.42869155209237
-49.46775952188756,74.69846208631523
-49.68206844346706,74.94940368536056
-49.89616076561725,75.20053010292021
