Timestamp_(ms),Type,step,axisZAngle,gyroSumFromstart0,compass,GroundTruth,value_4,value_5,turns,GyroStartByGroundTruth,KalmanFiltered_Heading,EstimatedBias
1740465052096,Gyro,0.0,0.03227399,-1.4418626,3.4893188,0.0,0.0,0.0,0,358.60690099,3.2531294279787923,0.017106954946213487
1740465052103,Gyro,0.0,0.06607148,-1.5079341,3.4893188,0.0,0.0,0.0,0,358.54082949,3.136418738201009,0.01800020968805791
1740465052117,Gyro,0.0,0.030068247,-1.5380024,3.4013367,0.0,0.0,0.0,0,358.51076119,3.3000374773321752,0.01642099430071145
1740465052123,Gyro,0.0,0.02255186,-1.5605543,3.4013367,0.0,0.0,0.0,0,358.48820929,3.38776278191823,0.015754672781284146
1740465052137,Gyro,0.0,0.013775201,-1.5743295,3.8581543,0.0,0.0,0.0,0,358.47443409,3.3940378409710696,0.01569307528359993
1740465052144,Gyro,0.0,0.0049223914,-1.5792519,3.8581543,0.0,0.0,0.0,0,358.46951169,3.6090527510501174,0.013945476988101812
1740465052156,Gyro,0.0,0.0012034979,-1.5804554,4.156891,0.0,0.0,0.0,0,358.46830819,3.7243987371783787,0.012865294431479754
1740465052163,Gyro,0.0,-0.0028152594,-1.5776402,4.156891,0.0,0.0,0.0,0,358.47112339,3.786317168692476,0.012371331881458844
1740465052175,Gyro,0.0,-0.005410809,-1.5722294,3.985443,0.0,0.0,0.0,0,358.47653419,3.9579178849250605,0.010760396158337026
1740465052183,Gyro,0.0,-0.0073123584,-1.564917,3.985443,0.0,0.0,0.0,0,358.48384659,4.05003780868873,0.00997888724677526
1740465052196,Gyro,0.0,-0.011695543,-1.5532215,4.2826233,0.0,0.0,0.0,0,358.49554209,4.01995436709886,0.010282637950558912
1740465052203,Gyro,0.0,-0.011910258,-1.5413113,4.2826233,0.0,0.0,0.0,0,358.50745229,4.003879588434617,0.010418636897407577
1740465052216,Gyro,0.0,-0.022055604,-1.5192556,5.071869,0.0,0.0,0.0,0,358.52950799,4.132818762910868,0.009079652753460283
1740465052225,Gyro,0.0,-0.0051429467,-1.5141127,5.071869,0.0,0.0,0.0,0,358.53465089,4.567883606659966,0.004906922842524521
1740465052235,Gyro,0.0,-0.0019409189,-1.5121717,5.729828,0.0,0.0,0.0,0,358.53659189,4.801381880800655,0.0026476272375814173
1740465052243,Gyro,0.0,0.0030597448,-1.5152315,5.729828,0.0,0.0,0.0,0,358.53353209,4.9267186591212235,0.0015384264173703096
1740465052256,Gyro,0.0,0.0052914633,-1.520523,5.911255,0.0,0.0,0.0,0,358.52824059,5.298895591855478,-0.0024634542666164216
1740465052263,Gyro,0.0,0.0055433777,-1.5260663,5.911255,0.0,0.0,0.0,0,358.52269729,5.498606266982437,-0.004267745537682683
1740465052276,Gyro,0.0,-0.003134581,-1.5229317,6.3277283,0.0,0.0,0.0,0,358.52583189,5.68983093808575,-0.006366009781043817
1740465052283,Gyro,0.0,-0.008059109,-1.5148726,6.3277283,0.0,0.0,0.0,0,358.53389099,5.7924257613849175,-0.007311948910877073
1740465052296,Gyro,0.0,-0.010013762,-1.5048587,6.645294,0.0,0.0,0.0,0,358.54390489,6.040460752336401,-0.010087960627527153
1740465052306,Gyro,0.0,-0.0072061154,-1.4976526,6.645294,0.0,0.0,0.0,0,358.55111099,6.320747241364328,-0.01312976453006294
1740465052314,Gyro,0.0,-0.010035576,-1.487617,6.3911133,0.0,0.0,0.0,0,358.56114659,6.471146856877554,-0.014594441323579163
1740465052323,Gyro,0.0,-5.9196656E-4,-1.487025,6.3911133,0.0,0.0,0.0,0,358.56173859,6.551909438330509,-0.01537446481133262
1740465052336,Gyro,0.0,0.0065971967,-1.4936222,5.7693176,0.0,0.0,0.0,0,358.55514139,6.477550889811897,-0.014503193809637962
