Compass_Heading_mean,Compass_Heading_std,Compass_Heading_min,Compass_Heading_max,Step_min,Step_max,Step_mean,Variance_mean,Step_span
253.7427523315127,102.90368800821038,0.03945923,359.33624,95.00001947376327,114.99409666776089,104.99689903781818,4.0,19.99407719399761
304.2471324081977,92.1954049821015,0.019104004,359.9891,130.0031936971774,149.9981305187254,140.0010185929476,4.0,19.99493682154798
