step,heading,x,y
54.5,334.3766862200324,-15.597479699803458,26.980639937406156
55.0,328.157464720493,-15.782135007752476,27.277965377364215
55.5,325.3456643870507,-15.981153442370124,27.56587449962737
56.0,324.3180451193162,-16.18530333914435,27.850168044483866
56.5,322.6587471461223,-16.39759968304048,28.128430981951897
57.0,321.60653911735477,-16.614970099934258,28.40274850209858
57.5,320.00828264792034,-16.839907002329557,28.670896576752877
58.0,318.3595442235987,-17.072465922364128,28.932461766929922
58.5,317.0133346845336,-17.311105768078253,29.188491109071677
59.0,316.22336745995045,-17.553252832070516,29.44120596696477
59.5,314.3525713370345,-17.803520894354413,29.685881051517047
60.0,311.2999583981656,-18.06646350880755,29.916881444383698
60.5,15.750185224615905,-17.97145826236336,30.25374047001323
61.0,12.513060111834022,-17.89562651086747,30.595426796144473
61.5,358.8544328849564,-17.902623915921765,30.945356841042745
62.0,346.7057164818775,-17.98310734013005,31.285977478156397
62.5,336.39871049723587,-18.123236719792445,31.60670127982293
63.0,326.62097568291136,-18.315797994222386,31.898968547216864
63.5,317.64895166950225,-18.551582924403476,32.157629457869206
64.0,308.24246081725687,-18.826472359737576,32.37427617107229
64.5,297.30448343420795,-19.137475828839385,32.53482785186897
65.0,300.80980261694737,-19.43808112683948,32.71409428713858
65.5,313.6944762488531,-19.691142938952943,32.95587873504591
66.0,323.22294120798995,-19.900688967244115,33.23621863949655
66.5,319.39657054437447,-20.12847584912123,33.5019499632894
67.0,316.56103127010186,-20.369129380771344,33.75608748059908
67.5,314.0837870007328,-20.620542497833426,33.9995858267313
68.0,320.0852116198893,-20.845119164858293,34.26803567424104
68.5,313.51718944270726,-21.09892790307697,34.50903593234016
69.0,315.8607984031519,-21.342669293794998,34.76021342824862
69.5,313.659225778111,-21.595879812689606,35.001842137472345
70.0,309.04930923348866,-21.86769123903263,35.22233827918319
70.5,302.89255452279895,-22.161582893707514,35.41241114761122
71.0,295.07755605597987,-22.478590107738977,35.56075677866253
71.5,286.0460918977583,-22.814953984178644,35.65750047420121
72.0,276.38679463394675,-23.162781738510088,35.69643443517033
72.5,266.30418912234177,-23.51205385534662,35.67387366389521
73.0,255.70237940347948,-23.851212951164552,35.587438094110766
73.5,245.4550996519268,-24.169585555869375,35.44204591903429
74.0,235.82044515372488,-24.459133938340802,35.24542004533456
74.5,223.8591054250555,-24.701644515027123,34.99305400127303
75.0,215.25041072417295,-24.903647380465106,34.70723090501445
75.5,212.820074911816,-25.09334832165988,34.413099041881914
76.0,202.0565744901097,-25.224780994465938,34.08871431271135
76.5,190.59749863525528,-25.28914894789865,33.74468413006616
77.0,191.4621705901425,-25.358701262171312,33.401664486927004
77.5,197.01732652672305,-25.46113257109232,33.06698878277039
78.0,207.4039817408452,-25.62222408977409,32.75626459219488
78.5,209.481332424075,-25.794473076756155,32.45158396188889
79.0,7.599820136054973,-25.74818442924099,32.7985095462888
79.5,15.129602682638732,-25.656833274565845,33.13637781431573
80.0,4.190986287168585,-25.631254819657226,33.48544190963991
80.5,353.5786013104627,-25.670398845721397,33.83324608618684
81.0,342.6105672948552,-25.775001523175515,34.167249499147594
81.5,331.45160626061426,-25.94226682604643,34.47469432095388
82.0,319.2687010452683,-26.17064618439165,34.739916621452586
82.5,306.13006804306394,-26.453334384047498,34.94628372584506
83.0,291.58063731938194,-26.778799677254923,35.07501733807359
83.5,286.543231738165,-27.114311483989056,35.17467589285942
84.0,287.55352097491243,-27.448013958067985,35.280234685925656
84.5,286.1192113852459,-27.78425409867251,35.377407562008706
85.0,288.2414670521992,-28.11666511276143,35.486965390174355
85.5,289.7986784824738,-28.44597611633444,35.60551606678878
86.0,290.9325797362202,-28.772876632106097,35.730560270125935
86.5,291.0506912384138,-29.09951868302963,35.85627809133068
87.0,290.3019690106303,-29.427775637007425,35.977716850239105
87.5,289.17403300710305,-29.758359498566957,36.092670364654225
88.0,287.7774345125657,-30.091646898663797,36.199532467088574
88.5,286.0423926149554,-30.42801702062666,36.29625444520467
89.0,284.16249787000953,-30.76737901725356,36.38188992409865
89.5,282.3258838279076,-31.10931125004701,36.45660503754223
90.0,281.22425354520414,-31.45261674658253,36.524732389233755
90.5,280.0181573847629,-31.79728018226771,36.58561848043438
91.0,278.83609446877733,-32.143126315516334,36.639381405549884
91.5,277.4534395063713,-32.49016902692005,36.68478356917184
92.0,277.3391106570741,-32.837301643508816,36.72949314868492
92.5,277.25457242562595,-33.18449984988244,36.77369049578785
93.0,277.78113546910424,-33.53127721468856,36.82107677289552
93.5,278.7309176789767,-33.877221456773725,36.87420474451234
94.0,279.7747199346158,-34.22214047263575,36.933625889711415
94.5,280.1770634913337,-34.566633719371154,36.99546764707408
95.0,280.17225875122256,-34.91113215085442,37.05728051552047
95.5,286.543231738165,-35.24664395758855,37.156939070306294
96.0,286.6760800852659,-35.58192379024085,37.25737528796033
96.5,286.2713024336744,-35.91790480213718,37.35544036658222
97.0,286.73597093442027,-36.253079466413126,37.456226994799984
97.5,287.6637769670393,-36.586578192798775,37.562427745734944
98.0,289.31580501665735,-36.91687660299577,37.6781989002655
98.5,290.78739542652386,-37.2440929239726,37.80241435536826
99.0,292.80603009268316,-37.56673075081827,37.93807876738668
99.5,295.11987876015013,-37.883628299827905,38.08665852183421
100.0,298.23714923212844,-38.19197720645208,38.25225125049001
100.5,300.13364210358367,-38.49467708703318,38.4279577736933
101.0,302.9629827651664,-38.78833488127378,38.61839175144346
101.5,304.60994097169845,-39.07639812307923,38.81718704495046
102.0,308.2006156934315,-39.351445709805425,39.03363293896579
102.5,310.32047321346477,-39.61829871820789,39.260104729497314
103.0,312.94159932984263,-39.874515683262686,39.49854312157819
103.5,314.4665761359884,-40.12429640596747,39.743715694605996
104.0,315.49592911081675,-40.369632384713526,39.993335921215774
104.5,315.571773082703,-40.614637719570226,40.24328068689763
105.0,315.59586475645256,-40.859537936238794,40.49332845008636
105.5,315.2067556521701,-41.10613062549581,40.74170728494351
106.0,314.6929828179106,-41.35494059086946,40.98786496028751
106.5,313.38988313827673,-41.60928418402194,41.22830068272136
107.0,311.39496294867234,-41.871843405676685,41.45973675407597
107.5,310.0628234096073,-42.139712119377585,41.68500626426371
108.0,318.3817992709998,-42.372169423712464,41.946661766138526
108.5,323.14105140895333,-42.582115912702655,42.22670189140755
109.0,324.9254045080053,-42.78324076468677,42.513143497872754
109.5,323.8737940274561,-42.98958881377304,42.79584560723575
110.0,320.28322995096056,-43.21323635946291,43.06507000305993
110.5,305.8380636449784,-43.49697262053636,43.26999373070526
111.0,294.70083272637766,-43.81494835701587,43.416251827952266
111.5,286.03213148741077,-44.15133579556799,43.51291356383749
112.0,280.9138085125825,-44.4950053845648,43.57917979655647
112.5,277.1975125008139,-44.842247434169664,43.62303135281403
113.0,289.04852467396296,-45.17308231192684,43.73726043693621
113.5,288.73086232679077,-45.5045454167685,43.8496535422796
114.0,290.8622474918774,-45.831599181625364,43.97429637156773
114.5,294.4742009407168,-46.15015094875533,44.11929558418068
115.0,300.0118213656922,-46.45322372732183,44.29435811841341
115.5,315.07960924081465,-46.700366992264605,44.54218912251383
116.0,17.122792940533657,-46.597319807551656,44.87667571076923
116.5,25.38362108873548,-46.44728289846756,45.192885966631515
117.0,31.715810662239733,-46.263285654693576,45.49061909257416
117.5,38.4443081043284,-46.04567187995237,45.76474359903588
118.0,36.32372180009491,-45.83835049949361,46.046732686067045
118.5,33.70601367500484,-45.64412438874734,46.33789624474907
119.0,25.317724641121117,-45.4944512553838,46.654278850385246
119.5,11.15885469844386,-45.42671580553316,46.9976618855421
120.0,351.2294038469728,-45.48008333770266,47.34356925249189
120.5,317.4407663103108,-45.7168065589309,47.60137172829716
121.0,296.24826823098755,-46.030716697196446,47.75616328198825
121.5,278.2074278894871,-46.37713190340152,47.80612831886303
122.0,264.36022992784933,-46.72543770254381,47.77173253011131
122.5,254.45690278674113,-47.06263791101165,47.67794543393468
123.0,247.705111317421,-47.38647315901695,47.54516466669279
123.5,249.67338499836248,-47.71467784529699,47.423584718083575
124.0,255.5672735992123,-48.053632179753215,47.33634963825134
124.5,264.5613143380158,-48.40205654852141,47.30317646763882
125.0,277.2683749787479,-48.7492440976799,47.34745745350543
125.5,292.65113081071894,-49.0722475140858,47.482249118641356
126.0,298.3786182379827,-49.38018661621169,47.648602686026926
126.5,315.00423908466445,-49.62765567835262,47.896108369361855
127.0,321.0138519025788,-49.84785204944534,48.168162698784485
127.5,324.4579354462204,-50.051307222431724,48.452953837314254
128.0,324.3367114874103,-50.255364488498145,48.73731387699194
128.5,336.05555464857395,-50.39741222223076,49.0571926686325
129.0,336.11802459300026,-50.53911110576743,49.37722614563836
129.5,333.36832445570053,-50.69599977682823,49.69009344161667
130.0,327.5306361752167,-50.88389677575389,49.9853809587838
130.5,318.42230145798897,-51.11616905866142,50.24720071852879
131.0,318.54734845047017,-51.34786937199562,50.509526784333985
131.5,319.3274940732227,-51.575976457085844,50.774983292507436
132.0,322.1340172997673,-51.79081226767504,51.05129032189411
132.5,325.0837745243504,-51.99114460535176,51.33828675825
133.0,328.10192397515135,-52.17608804452487,51.63543305943314
133.5,331.67788535141807,-52.34213784963126,51.943536065299895
134.0,335.7656261719476,-52.48580241058951,52.26269197379083
134.5,339.6125425171584,-52.60773081167306,52.590767369102956
135.0,17.122792940533657,-52.50468362696011,52.92525395735835
135.5,19.285212878421817,-52.389088846322046,53.255614134572916
136.0,27.431721999630724,-52.227846906659735,53.566260294848455
136.5,21.95885236307572,-52.09696768654595,53.8908687200971
137.0,16.47658800929287,-51.997699450482315,54.22649621794079
137.5,10.610485028507751,-51.93325352243244,54.570511802410145
138.0,13.402940233404138,-51.852124284421244,54.910979196942606
138.5,13.061259658634016,-51.77302683759207,55.25192434488448
139.0,359.9439156350245,-51.77336943742706,55.60192417720637
139.5,356.8053443606794,-51.79287436815225,55.95138026554567
140.0,342.3106173524344,-51.89922415020242,56.284831497149156
140.5,329.9413908051244,-52.074534115775286,56.58776121832362
141.0,319.4846106782131,-52.30191240874779,56.853842243360944
141.5,319.31393202563976,-52.53008232163547,57.119244750607635
142.0,316.4907411108893,-52.77104744667443,57.37308684427013
142.5,302.6155878849261,-53.065854472438396,57.56173683117764
143.0,294.53410060150026,-53.384254476623596,57.7070689932577
143.5,289.0675525400423,-53.715051400783,57.821407940981906
144.0,294.97931702843715,-54.032312501316426,57.96920981542305
144.5,290.6937414122227,-54.35973142404019,58.09289024654458
145.0,289.6329127067635,-54.689384034815184,58.21048767937893
145.5,291.65129649885233,-55.01469032172921,58.339622568910016
146.0,297.1100685746941,-55.32623678005027,58.499118036894544
146.5,292.96689134684186,-55.64849245004304,58.63568773762466
147.0,300.05875732591994,-55.95142171797458,58.8109984863837
147.5,308.7212747466455,-56.224491085159144,59.02993482577354
148.0,320.2681952664231,-56.44820926890796,59.29910052615182
148.5,321.5929973455339,-56.665644514265644,59.57336666346418
149.0,319.9604363909736,-56.890805261883024,59.84132680552337
149.5,327.4973988591004,-57.07887352564994,60.13650527385008
150.0,331.11395600671636,-57.247947719325595,60.44295905018988
150.5,334.0686716117368,-57.4010004745727,60.75772063315589
151.0,336.21039357583675,-57.54218323450444,61.07798213302444
151.5,337.38796980068736,-57.676754439624666,61.40107746067944
152.0,337.4502481879599,-57.810974372679105,61.72431887134778
152.5,336.24607663932545,-57.95195765056279,62.044668235881524
153.0,333.62430305645523,-58.10744697287794,62.35823333382129
153.5,329.4337753410204,-58.28543384758551,62.6595980172728
154.0,323.5233413946921,-58.493507188174576,62.94103270762938
154.5,315.74184911914165,-58.73776951196457,63.19170364167781
