Timestamp_(ms),Type,step,Magnetic_Field_Magnitude,gyroSumFromstart0,compass,GroundTruth,value_4,value_5,turns,GroundTruthHeadingComputed,GyroStartByGroundTruth
1740465054615,Compass,0.0,70.10817534353608,-0.9061688,3.931305,0.0,0.0,0.0,0,7.618305671426299,359.0938312
1740465054634,Compass,0.0,70.28582827462446,-0.944428,3.454956,0.0,0.0,0.0,0,7.618305671426299,359.055572
1740465054653,Compass,0.0,70.26317714493133,-0.9593519,3.2962646,0.0,0.0,0.0,0,7.618305671426299,359.0406481
1740465054673,Compass,0.0,70.262482209569,-0.9647966,2.8506165,0.0,0.0,0.0,0,7.618305671426299,359.0352034
1740465054696,Compass,0.0,70.33496863225291,-0.9580214,2.911438,0.0,0.0,0.0,0,7.618305671426299,359.0419786
1740465054713,Compass,0.0,70.32830377948838,-0.9355488,3.15802,0.0,0.0,0.0,0,7.618305671426299,359.0644512
1740465054733,Compass,0.0,70.33230276693634,-0.8916561,2.5030823,0.0,0.0,0.0,0,7.618305671426299,359.1083439
1740465054753,Compass,0.0,70.4245218744863,-0.81414396,2.9055176,0.0,0.0,0.0,0,7.618305671426299,359.18585604
1740465054773,Compass,0.0,70.69667270282244,-0.64810884,4.6184387,0.0,0.0,0.0,0,7.618305671426299,359.35189116
1740465054793,Compass,0.0,71.24701199874981,-0.51611376,5.210602,0.0,0.0,0.0,0,7.618305671426299,359.48388624
1740465054815,Compass,0.0,71.4205196354661,-0.3790589,5.286438,0.0,0.0,0.0,0,7.618305671426299,359.6209411
1740465054833,Compass,0.0,71.73140547382297,-0.19776112,6.2652283,0.0,0.0,0.0,0,7.618305671426299,359.80223888
1740465054858,Compass,0.0,71.94284841108252,-0.11036674,7.2530518,0.0,0.0,0.0,0,7.618305671426299,359.88963326
1740465054873,Compass,0.0,72.11064631869554,-0.002595283,7.574829,0.0,0.0,0.0,0,7.618305671426299,359.997404717
1740465054893,Compass,0.0,72.44424041116037,0.053856272,7.607483,0.0,0.0,0.0,0,7.618305671426299,0.053856272000018635
1740465054914,Compass,0.0,72.67495055037877,0.07030247,8.506836,0.0,0.0,0.0,0,7.618305671426299,0.07030247000000145
1740465054934,Compass,0.0,72.85532538874561,0.031897277,8.321838,0.0,0.0,0.0,0,7.618305671426299,0.03189727699998457
1740465054953,Compass,0.0,72.94052585840055,-0.02459685,6.710785,0.0,0.0,0.0,0,7.618305671426299,359.97540315
1740465054973,Compass,0.0,72.51325309900253,-0.118502945,5.056732,0.0,0.0,0.0,0,7.618305671426299,359.881497055
1740465054995,Compass,0.0,72.49703657736639,-0.16073897,4.264679,0.0,0.0,0.0,0,7.618305671426299,359.83926103
1740465055015,Compass,0.0,72.36042599377093,-0.1724652,3.146515,0.0,0.0,0.0,0,7.618305671426299,359.8275348
1740465055033,Compass,0.0,72.34449918618554,-0.14546503,2.6759949,0.0,0.0,0.0,0,7.618305671426299,359.85453497
1740465055054,Compass,0.0,71.93771720210476,-0.104298756,4.512726,0.0,0.0,0.0,0,7.618305671426299,359.895701244
1740465055073,Compass,0.0,71.65289051217682,-0.053757213,4.7938538,0.0,0.0,0.0,0,7.618305671426299,359.946242787
1740465055093,Compass,0.0,71.59297931710903,0.039058253,4.8982544,0.0,0.0,0.0,0,7.618305671426299,0.039058253000007426
1740465055113,Compass,0.0,71.22208883134502,0.111816645,5.3562927,0.0,0.0,0.0,0,7.618305671426299,0.11181664499997623
1740465055133,Compass,0.0,70.95035676443072,0.22779086,6.1683655,0.0,0.0,0.0,0,7.618305671426299,0.22779086000002735
1740465055153,Compass,0.0,70.8193399167911,0.30441445,7.49469,0.0,0.0,0.0,0,7.618305671426299,0.3044144500000243
1740465055174,Compass,0.0,70.68697502015488,0.36190274,8.378326,0.0,0.0,0.0,0,7.618305671426299,0.361902740000005
1740465055193,Compass,0.0,70.3748334811529,0.4043159,8.05191,0.0,0.0,0.0,0,7.618305671426299,0.40431589999997186
1740465055213,Compass,0.0,70.13661334317476,0.41679308,7.446411,0.0,0.0,0.0,0,7.618305671426299,0.4167930799999908
1740465055233,Compass,0.0,70.1857746893913,0.45836157,6.8801575,0.0,0.0,0.0,0,7.618305671426299,0.4583615700000223
1740465055254,Compass,0.0,69.96854762141344,0.49103594,7.0807495,0.0,0.0,0.0,0,7.618305671426299,0.4910359400000175
1740465055273,Compass,0.0,69.61403077864404,0.5349665,7.309387,0.0,0.0,0.0,0,7.618305671426299,0.5349664999999959
1740465055293,Compass,0.0,69.48367051869094,0.48326308,8.723724,0.0,0.0,0.0,0,7.618305671426299,0.483263079999972
1740465055313,Compass,0.0,69.65753279437911,0.3999141,9.375,0.0,0.0,0.0,0,7.618305671426299,0.3999140999999895
1740465055333,Compass,0.0,69.81921409075012,0.31712177,9.289795,0.0,0.0,0.0,0,7.618305671426299,0.3171217700000284
1740465055355,Compass,0.0,69.76290763184974,0.23878565,8.714233,0.0,0.0,0.0,0,7.618305671426299,0.23878565000001117
